lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,logTau,tau,alpha_prior,tau_prior,alpha_prior_preds03,alpha_prior_preds07,alpha_prior_preds09,alpha_post_preds03,alpha_post_preds07,alpha_post_preds09,tau_prior_preds03,tau_prior_preds07,tau_prior_preds09,tau_post_preds03,tau_post_preds07,tau_post_preds09
# Adaptation terminated
# Step size = 0.131451
# Diagonal elements of inverse mass matrix:
# 3.61301, 0.826118
-4.49546,0.998088,0.131451,4,31,0,5.6675,0.914526,0.385454,1.47028,0.0302991,0.202055,0,0,1,1,1,1,1,1,0,1,0,1
-3.44256,1,0.131451,4,15,0,4.58942,0.812506,0.650055,1.91565,0.628209,0.588991,0,0,1,0,1,1,0,1,0,1,1,0
-3.87944,0.999332,0.131451,4,31,0,4.26784,0.192387,0.355028,1.42622,1.05637,0.246482,0,1,1,1,1,1,0,1,1,0,1,1
-4.10757,0.996144,0.131451,3,15,0,6.20087,0.255855,0.221941,1.2485,1.62993,0.574976,0,1,1,1,1,0,0,1,1,1,1,1
-3.75799,0.999964,0.131451,5,31,0,4.52991,0.751313,0.330575,1.39177,1.01894,0.724933,0,1,1,0,1,1,0,1,1,0,1,1
-3.63235,0.99983,0.131451,4,23,0,3.94902,0.237702,1.77809,5.91853,0.93927,1.2727,1,0,1,0,1,0,1,1,1,1,1,0
-5.62326,0.995353,0.131451,4,31,0,6.27422,0.98209,0.626529,1.87111,0.841726,0.424732,0,1,0,1,1,0,0,1,1,0,0,1
-4.8705,0.999933,0.131451,2,7,0,5.83054,0.96338,0.69268,1.99907,0.0909824,0.817213,1,0,0,0,1,1,0,0,1,0,1,1
-3.12986,0.996412,0.131451,4,15,0,6.82779,0.444758,1.60241,4.96497,1.10995,0.50988,1,1,1,0,0,0,0,1,1,1,0,0
-3.64004,0.99338,0.131451,3,7,0,3.81578,0.334891,1.94016,6.95988,0.208105,0.868166,1,1,1,1,1,0,0,1,1,0,1,1
-3.13334,0.998848,0.131451,3,7,0,3.8915,0.505333,1.61822,5.04412,0.444234,0.79197,0,1,1,1,1,1,1,1,1,0,0,1
-3.00841,0.999982,0.131451,4,15,0,3.26654,0.331549,0.727605,2.07012,0.197866,1.00311,0,1,0,0,1,1,1,1,0,0,1,1
-3.64756,0.99606,0.131451,4,31,0,4.6054,0.773416,1.76298,5.82977,0.441374,0.666527,1,1,1,0,1,0,0,0,0,0,1,1
-3.3308,0.999758,0.131451,4,15,0,4.06312,0.817605,0.90716,2.47728,0.8348,0.906617,0,0,0,1,1,1,0,1,0,1,0,0
-3.32921,0.99734,0.131451,4,23,0,4.48354,0.183285,1.10711,3.02559,0.478144,0.382707,0,1,1,0,1,0,1,0,0,0,1,1
-3.5364,0.997843,0.131451,4,19,0,4.18527,0.783107,0.482848,1.62068,0.40445,0.390199,1,0,1,0,1,1,0,0,1,0,1,1
-3.2186,0.998013,0.131451,4,31,0,4.73668,0.294733,0.566451,1.762,0.606303,1.18209,0,1,1,0,1,1,0,1,1,0,1,1
-3.31411,0.997679,0.131451,4,23,0,4.62728,0.534289,0.396274,1.48628,0.80615,0.321825,1,1,1,1,1,1,0,1,1,0,0,1
-3.05921,0.999565,0.131451,4,31,0,3.58174,0.274736,0.840126,2.31666,0.341864,0.205263,0,0,0,0,0,0,0,1,1,1,1,1
-3.24826,0.996095,0.131451,3,11,0,4.45053,0.210722,1.19389,3.2999,0.154726,0.590803,1,0,1,1,1,1,0,1,0,1,1,0
-2.91474,0.997603,0.131451,3,15,0,4.08986,0.340165,1.0417,2.83404,1.02384,0.4633,0,1,1,1,0,1,0,1,1,1,0,1
-3.16217,0.998265,0.131451,3,11,0,3.32525,0.232407,1.14265,3.13505,0.428237,0.221813,1,1,1,0,0,1,1,1,0,0,0,1
-3.0508,0.99967,0.131451,4,23,0,3.35356,0.676287,0.685161,1.98409,0.651399,0.81777,0,1,1,1,1,1,0,0,1,0,0,1
-4.11975,0.99681,0.131451,4,31,0,4.65144,0.657424,0.183928,1.20193,-0.257343,1.21345,1,0,0,1,1,1,1,0,0,0,1,1
-3.00023,0.999905,0.131451,4,31,0,4.64399,0.650824,0.702877,2.01955,1.53365,-0.00229732,0,1,1,1,1,1,1,1,1,1,0,1
-3.24504,0.999412,0.131451,4,31,0,3.51154,0.425263,0.440311,1.55319,0.263443,1.26161,1,0,1,0,0,1,0,0,0,0,1,1
-2.81525,0.969751,0.131451,2,7,0,9.8085,0.46233,1.06647,2.9051,0.772886,0.909998,0,1,1,0,0,1,0,0,0,0,1,1
-4.04319,0.994826,0.131451,4,15,0,4.26389,0.172867,1.91165,6.76422,0.870703,0.801505,0,1,0,1,0,0,1,1,1,0,1,1
-3.66138,1,0.131451,4,15,0,4.24043,0.138268,1.35639,3.88215,0.96448,-0.282865,0,0,1,1,1,0,0,1,1,1,1,0
-3.28257,0.999906,0.131451,4,15,0,3.98381,0.199397,0.835419,2.30578,0.297172,1.42529,0,1,1,0,0,0,1,1,0,1,1,1
-3.24642,0.999851,0.131451,4,31,0,3.52127,0.760124,1.37301,3.94721,0.01293,1.17917,0,1,0,1,0,0,1,1,1,0,0,1
-4.5715,0.991437,0.131451,3,7,0,4.76417,0.891103,2.00868,7.45345,0.679656,0.988167,0,0,0,0,1,1,0,0,1,1,0,0
-3.85258,1,0.131451,3,7,0,4.64131,0.832763,1.74204,5.70897,0.02,0.608254,1,0,1,1,1,1,0,0,0,1,0,1
-3.11743,0.999021,0.131451,5,31,0,4.55872,0.595288,0.530095,1.69909,0.826173,0.0297876,0,0,1,0,1,1,1,1,1,1,1,1
-2.99597,0.999838,0.131451,4,15,0,3.22301,0.379867,0.662397,1.93944,0.660498,1.44289,0,1,1,1,0,1,0,1,1,0,1,0
-2.85075,0.999343,0.131451,3,15,0,3.37037,0.440843,1.18221,3.26156,0.176735,0.317802,0,0,1,0,0,1,0,0,0,1,0,1
-3.0255,0.998258,0.131451,4,15,0,3.27269,0.716763,1.11185,3.03998,0.643291,-0.124131,1,1,0,0,1,1,0,1,1,0,1,1
-3.29629,0.996907,0.131451,4,15,0,3.83808,0.747764,0.583191,1.79175,1.73008,0.403586,0,1,1,0,1,1,0,1,1,0,0,1
-3.66199,0.994642,0.131451,3,11,0,5.73968,0.877606,1.1114,3.03861,0.045292,0.282024,1,1,1,0,1,1,0,1,0,1,1,1
-3.24298,0.999894,0.131451,4,23,0,3.86956,0.203038,1.05271,2.8654,1.0511,0.923292,0,1,1,1,1,1,1,0,1,0,1,1
-3.54803,0.998168,0.131451,2,7,0,3.82508,0.138864,1.07387,2.92669,0.282132,0.0159473,0,1,1,0,0,1,0,0,1,1,0,0
-4.35346,0.998312,0.131451,4,15,0,4.4537,0.058906,0.802565,2.23126,0.665744,1.08217,1,1,1,0,0,0,0,1,0,0,0,1
-4.81782,0.999858,0.131451,4,15,0,5.05939,0.0366121,1.24118,3.4597,-0.654053,0.613249,0,1,0,1,0,1,0,0,0,0,1,0
-4.94916,0.999696,0.131451,1,3,0,5.03785,0.0322296,1.2598,3.52471,-0.0269245,0.473459,1,1,0,0,0,1,0,1,1,1,1,0
-4.9775,1,0.131451,2,3,0,4.98353,0.0311368,1.2488,3.48616,0.655909,1.40439,1,0,1,1,1,0,0,1,1,0,1,1
-3.56615,0.997458,0.131451,4,15,0,5.83982,0.469736,0.297288,1.3462,1.23846,0.151248,0,1,1,1,0,1,1,1,1,0,1,1
-3.09194,0.999799,0.131451,4,23,0,3.79437,0.602883,0.554481,1.74104,0.496303,0.754749,0,1,1,0,0,1,1,0,1,0,1,0
-2.84416,0.998062,0.131451,3,15,0,4.06775,0.435503,0.855054,2.3515,0.143911,0.512492,1,1,1,1,1,1,0,0,0,1,1,1
-3.46968,0.995592,0.131451,3,15,0,4.25056,0.773201,1.59983,4.95218,0.276886,1.37536,1,0,0,1,1,1,0,0,1,1,0,1
-4.87828,0.995649,0.131451,4,23,0,5.09053,0.0434987,0.526688,1.69331,-0.13983,-0.0134838,1,0,0,1,1,1,0,1,1,1,0,1
-3.85476,0.999209,0.131451,5,31,0,6.58722,0.234135,1.93866,6.94946,1.0858,0.770753,0,1,1,0,0,0,0,1,1,0,1,0
-4.07755,0.999824,0.131451,5,31,0,4.72143,0.0938831,1.4689,4.34445,0.649597,0.653532,0,0,1,0,1,0,0,1,1,1,1,0
-4.87656,0.994007,0.131451,3,7,0,5.02938,0.0899087,2.09469,8.12289,-0.242448,0.383139,1,1,0,1,0,0,1,0,0,0,0,0
-3.08278,1,0.131451,4,15,0,5.14673,0.308302,1.36198,3.90392,0.986698,0.602814,0,0,1,0,1,0,1,0,1,0,1,1
-3.62466,0.997623,0.131451,4,15,0,3.91627,0.13256,0.800785,2.22729,0.427963,1.51975,0,1,1,0,1,1,0,1,1,1,1,0
-4.62421,0.99805,0.131451,4,15,0,4.98482,0.0556913,0.541485,1.71856,0.286224,0.991217,1,1,1,0,1,1,0,0,0,1,0,0
-3.31313,0.999998,0.131451,4,15,0,4.8932,0.236838,1.45503,4.28462,1.00368,0.341461,0,0,1,1,0,0,0,1,1,1,1,1
-3.37784,0.999879,0.131451,4,15,0,3.68325,0.173477,0.8738,2.396,0.738061,-0.447214,1,1,1,0,0,1,1,1,1,0,1,0
-3.04503,0.999645,0.131451,4,15,0,3.73466,0.296853,1.25282,3.50019,-0.007813,0.895584,0,0,0,1,1,1,1,1,0,0,0,1
-3.49033,0.992629,0.131451,2,7,0,4.09683,0.238312,1.65432,5.22953,-0.281454,0.580363,0,0,1,0,0,0,0,1,0,1,1,0
-2.99335,0.99019,0.131451,4,15,0,4.91459,0.698388,1.13238,3.10303,0.0422994,1.13985,0,1,1,0,1,0,0,0,0,0,1,0
-3.06057,0.99978,0.131451,4,15,0,3.12866,0.734763,0.921726,2.51363,1.11992,-0.330562,1,0,1,1,1,1,0,1,0,0,0,1
-5.08615,0.986159,0.131451,4,19,0,7.30524,0.969975,0.662699,1.94002,0.292701,0.334971,1,1,1,1,1,1,1,0,1,0,1,1
-5.1425,0.99999,0.131451,3,7,0,5.30415,0.973937,0.78555,2.19361,0.206713,0.205252,1,1,0,1,1,0,0,0,1,0,1,1
-2.90847,0.999888,0.131451,4,17,0,5.6354,0.354762,1.12523,3.08094,1.0711,0.81936,0,1,1,1,0,0,0,0,1,0,1,0
-2.82267,0.999483,0.131451,3,15,0,3.0924,0.56566,0.99323,2.69994,0.439517,0.668852,1,1,1,0,0,1,0,0,1,0,0,1
-3.28605,0.992789,0.131451,3,11,0,4.69043,0.354428,0.45427,1.57502,0.805362,1.13526,0,0,1,0,1,1,1,0,0,0,1,0
-4.88497,0.995035,0.131451,4,19,0,5.85706,0.820324,0.129643,1.13842,0.997146,1.18885,0,1,1,0,0,1,0,1,0,0,1,1
-5.28022,0.998239,0.131451,5,31,0,6.1624,0.0557032,0.250346,1.28447,1.07728,0.707449,1,0,1,1,0,1,0,0,1,1,1,1
-4.68518,0.999559,0.131451,4,15,0,6.62795,0.317015,0.107488,1.11348,0.0627302,0.638516,0,0,0,1,0,1,1,1,1,0,0,0
-4.28266,0.993522,0.131451,3,15,0,7.11007,0.681528,0.161535,1.17531,1.15705,0.597399,0,1,1,1,0,1,0,0,1,1,0,1
-3.96449,0.994799,0.131451,4,19,0,6.7972,0.620352,0.206329,1.22916,0.111864,0.652375,1,1,1,1,1,1,0,0,1,0,1,1
-4.20626,0.989534,0.131451,4,31,0,7.00538,0.341785,0.168411,1.18342,-0.150517,0.137886,0,0,1,0,1,0,1,1,1,1,1,0
-6.36243,0.99401,0.131451,4,19,0,6.97875,0.924685,0.0622132,1.06419,0.1204,1.39457,0,0,1,0,0,1,0,1,0,0,1,1
-4.83891,0.999681,0.131451,4,31,0,7.78421,0.937302,0.360272,1.43372,1.1242,1.64436,0,1,1,1,1,1,0,1,1,0,1,1
-3.37616,0.99734,0.131451,4,15,0,6.78779,0.29802,1.68034,5.3674,0.102116,0.245877,1,1,1,0,1,1,0,0,1,1,1,1
-3.09824,0.997051,0.131451,4,23,0,3.84412,0.453992,0.523315,1.68761,0.0275321,0.796913,0,1,1,0,0,0,0,1,0,0,1,0
-2.83907,0.999954,0.131451,4,15,0,3.1351,0.578209,0.906334,2.47523,0.237966,-0.0580988,1,0,1,0,1,1,0,1,0,0,0,1
-4.12779,0.994135,0.131451,4,23,0,4.34074,0.896123,0.489209,1.63103,-0.0852226,0.0791462,0,1,0,1,0,1,1,1,1,0,1,1
-4.02312,0.999881,0.131451,1,3,0,4.19981,0.884912,0.498865,1.64685,-0.00553221,0.934784,0,0,1,1,1,1,1,0,0,0,0,1
-3.3611,0.998313,0.131451,4,15,0,5.52648,0.616732,1.77361,5.89206,-0.185306,0.547393,0,1,0,1,1,1,0,0,0,1,1,1
-2.83922,0.974929,0.131451,2,7,0,5.36636,0.587157,1.05645,2.87614,0.175233,0.121549,1,0,1,0,1,1,0,1,1,1,1,0
-3.21079,0.998192,0.131451,4,15,0,3.41405,0.601527,1.65285,5.22185,0.8136,0.376888,0,1,0,0,0,1,1,0,1,0,1,0
-4.04119,0.997234,0.131451,5,31,0,4.39146,0.901215,0.588419,1.80114,0.0888329,-0.0578808,0,0,1,0,1,0,1,1,1,0,1,1
-3.24227,0.999929,0.131451,4,15,0,4.30418,0.790307,1.16499,3.20589,0.772258,1.24352,1,1,1,0,1,1,1,1,0,0,0,1
-2.88173,0.999707,0.131451,4,15,0,3.47526,0.416233,1.2266,3.40963,0.706231,1.11092,0,1,1,1,1,1,1,1,1,0,0,0
-2.94493,0.996827,0.131451,5,31,0,3.49784,0.668165,0.863239,2.37083,0.312552,0.66247,1,1,0,0,0,1,1,0,1,0,1,1
-3.38578,0.996251,0.131451,4,15,0,4.65658,0.324795,1.73105,5.6466,1.13037,0.119123,1,1,1,1,1,0,0,0,1,1,1,0
-2.90239,0.999299,0.131451,3,15,0,3.63502,0.423096,1.28175,3.60294,0.948388,0.543265,0,1,1,1,0,0,0,1,1,0,0,1
-3.35848,0.991633,0.131451,3,15,0,4.76047,0.174364,0.963706,2.62139,0.179158,0.875152,0,1,1,1,0,1,1,1,0,1,0,1
-2.88897,0.999961,0.131451,4,15,0,3.46447,0.506138,0.726236,2.06728,-0.450472,0.577019,0,0,1,0,1,0,1,1,1,0,1,0
-3.1133,0.998221,0.131451,4,15,0,3.39503,0.25266,0.839254,2.31464,0.513207,0.00599884,0,1,1,0,1,1,0,1,1,1,0,1
-3.41882,0.999338,0.131451,4,31,0,3.60114,0.250157,0.494601,1.63984,0.506782,0.47558,0,1,1,1,1,1,0,1,0,0,1,0
-3.37366,0.999348,0.131451,4,31,0,4.32123,0.172744,0.906,2.47441,0.889044,0.728711,0,1,1,1,1,0,1,1,1,1,0,1
-2.87099,0.997768,0.131451,3,15,0,4.46724,0.495675,1.26636,3.5479,1.30482,-0.392761,0,0,1,1,1,1,1,1,1,0,0,1
-3.27337,0.998015,0.131451,4,15,0,3.34433,0.206809,0.792092,2.20801,0.878135,-0.0487549,0,1,1,1,1,1,1,1,1,0,0,0
-3.5003,0.998761,0.131451,3,7,0,3.62036,0.146851,0.935906,2.54952,0.738219,0.820941,0,1,1,0,1,1,0,1,0,1,1,0
-3.10232,0.999857,0.131451,4,15,0,3.67319,0.283363,0.717824,2.04997,0.994033,1.00645,0,0,1,0,1,0,1,1,1,1,1,1
-3.26458,0.999692,0.131451,5,31,0,3.44787,0.730184,0.572887,1.77338,1.03466,1.00865,0,0,1,0,1,1,1,1,1,0,1,1
-2.90157,0.999999,0.131451,4,15,0,3.31313,0.628692,0.838187,2.31217,0.0696667,1.68078,0,0,0,0,0,1,1,1,0,0,1,1
-2.87142,0.999983,0.131451,5,31,0,2.98582,0.382231,1.09691,2.99489,0.156726,0.543928,1,0,1,1,0,0,0,1,1,1,1,0
-3.21975,0.997907,0.131451,5,31,0,3.50058,0.683594,0.534183,1.70605,-0.615596,0.364019,1,1,0,0,1,1,1,1,0,1,0,1
-4.2442,0.997979,0.131451,4,31,0,4.55148,0.644427,0.158943,1.17227,0.0524006,1.20448,1,1,1,0,0,1,0,0,1,1,1,1
-3.38751,0.999673,0.131451,4,31,0,4.6901,0.348314,0.405071,1.49941,-0.252316,1.09659,0,0,0,0,1,1,1,0,0,0,0,0
-4.91905,0.992221,0.131451,5,31,0,5.87573,0.0323798,1.19808,3.31376,-0.767454,0.354231,1,1,0,1,0,1,0,1,0,1,0,0
-5.68833,0.997857,0.131451,4,15,0,5.78303,0.0256997,1.83926,6.29191,0.30696,0.348193,1,1,1,0,0,1,0,0,1,1,0,0
-4.00191,0.999269,0.131451,4,23,0,6.50022,0.858797,0.411212,1.50864,-0.307819,0.761404,0,0,0,0,1,1,0,0,0,1,1,1
-3.90931,0.999763,0.131451,5,31,0,4.37896,0.74513,0.274889,1.31638,0.865332,0.229059,1,1,1,1,1,1,1,1,1,1,0,1
-4.16884,0.998979,0.131451,4,15,0,4.43511,0.803735,0.253878,1.28901,0.201381,-0.334961,0,0,1,1,1,1,1,1,1,1,1,1
-3.20015,0.999883,0.131451,3,11,0,4.29007,0.499715,0.452744,1.57262,-0.00966025,0.242725,1,0,0,0,1,1,0,0,1,1,1,1
-5.43893,0.987414,0.131451,4,31,0,6.00983,0.0186282,1.13746,3.11885,-0.173707,0.0149116,1,0,1,1,1,0,0,1,0,0,0,1
-4.21123,0.999817,0.131451,4,15,0,5.59318,0.0720044,0.721747,2.05802,1.25624,0.529192,1,1,1,0,1,1,0,0,1,0,0,0
-3.7351,0.999979,0.131451,4,15,0,4.35542,0.125252,0.695594,2.0049,0.662771,1.12798,0,1,1,0,1,0,0,1,1,0,1,0
-4.38877,0.999209,0.131451,4,31,0,4.69205,0.106582,0.347139,1.41501,-0.444036,0.752091,0,1,0,1,0,1,1,0,1,1,0,1
-4.94327,0.999832,0.131451,5,31,0,5.44499,0.879267,0.170862,1.18633,-0.225703,0.136852,1,0,0,0,0,1,1,0,0,0,1,1
-3.96513,0.999972,0.131451,4,15,0,5.07059,0.214414,0.294765,1.34281,0.0425718,0.475259,1,0,1,0,0,0,1,1,1,1,1,0
-3.28253,0.998405,0.131451,4,15,0,4.61416,0.2565,0.5856,1.79607,1.14817,0.892328,0,1,1,0,1,0,0,1,1,1,1,1
-3.7304,0.999476,0.131451,4,31,0,4.04916,0.529511,0.2489,1.28261,0.648672,0.458404,0,0,1,1,0,1,1,1,1,0,1,1
-4.06158,0.997739,0.131451,4,21,0,4.9001,0.578886,0.179974,1.19719,1.20816,0.166875,1,0,1,0,0,0,1,1,1,0,0,1
-4.38393,0.996379,0.131451,5,31,0,5.87252,0.177178,2.14619,8.55224,0.0393312,0.931032,0,1,0,1,1,1,0,0,0,1,1,1
-3.12884,0.999444,0.131451,4,17,0,4.55519,0.518154,0.49725,1.64419,1.20172,1.72999,0,1,1,0,1,1,0,1,1,0,1,1
-3.12943,0.999976,0.131451,5,31,0,3.20627,0.445786,0.503879,1.65513,1.34583,0.935579,0,0,1,0,0,1,0,0,1,0,0,1
-3.45925,0.998019,0.131451,4,17,0,4.24298,0.588342,1.86985,6.4873,1.60255,0.894669,0,1,1,0,1,1,0,0,1,0,1,1
-2.82433,0.998823,0.131451,3,9,0,3.694,0.543751,1.10864,3.03024,1.23352,0.290238,0,1,0,0,1,1,0,1,1,0,1,1
-2.88847,0.999379,0.131451,4,15,0,2.98395,0.405065,1.2229,3.39701,0.789889,0.351372,0,1,1,0,0,1,1,0,1,0,1,1
-3.27838,0.997609,0.131451,4,15,0,3.4386,0.63778,1.68163,5.3743,1.03184,0.315199,0,1,1,0,1,1,0,1,1,0,1,0
-4.32429,0.995448,0.131451,4,15,0,4.78236,0.920816,0.521611,1.68474,0.698946,0.598785,0,0,1,1,1,1,0,1,1,1,1,1
-3.75595,1,0.131451,5,31,0,4.86188,0.887091,1.19546,3.30508,0.489939,1.03829,0,0,1,0,0,1,0,0,1,1,0,1
-3.61226,0.999641,0.131451,5,31,0,4.28904,0.156277,0.623005,1.86452,1.22706,0.743511,0,1,1,0,1,1,1,1,0,0,1,1
-4.87708,0.998171,0.131451,4,15,0,4.9981,0.0676268,0.31867,1.3753,0.862127,0.773633,0,1,1,1,1,0,1,0,1,0,1,0
-4.30393,0.999933,0.131451,4,15,0,5.10338,0.129829,0.315143,1.37045,0.48694,0.741901,1,1,0,0,1,0,1,1,1,0,1,1
-4.52528,0.996831,0.131451,4,23,0,6.77458,0.94589,1.38586,3.99826,0.65168,0.0511086,1,1,1,0,0,1,1,0,1,0,1,1
-4.37169,0.999954,0.131451,3,7,0,4.54611,0.940115,1.28659,3.62041,0.632176,-0.080518,0,1,1,0,0,1,1,1,1,1,1,1
-5.13183,0.994481,0.131451,5,31,0,5.91799,0.0665784,0.245494,1.27825,0.438202,0.775089,0,1,1,1,0,1,0,0,0,1,1,0
-5.06228,1,0.131451,2,3,0,5.1394,0.0717524,0.245563,1.27834,0.405197,0.911852,0,1,1,1,1,0,0,1,1,1,0,1
-5.4502,0.99964,0.131451,3,7,0,5.48034,0.0549943,0.211883,1.236,0.527526,0.434459,0,0,1,1,0,0,1,0,1,1,0,0
-4.06851,0.999894,0.131451,4,31,0,6.59985,0.130048,1.74896,5.7486,1.1138,1.52329,0,0,1,1,0,1,0,1,0,1,0,1
-3.22399,0.999314,0.131451,4,15,0,4.32755,0.753379,0.673636,1.96136,0.916286,0.272169,0,0,1,0,1,1,0,0,1,0,1,1
-3.58874,0.998899,0.131451,4,31,0,3.9029,0.803264,1.61506,5.02821,-0.182703,1.19467,1,1,0,0,1,1,0,1,1,1,1,1
-4.44616,0.996425,0.131451,4,15,0,5.24653,0.941719,0.670284,1.95479,0.523287,0.803504,0,0,1,0,1,1,0,0,1,1,1,1
-5.46136,0.999346,0.131451,4,15,0,5.59156,0.981814,0.87267,2.39329,-0.247363,0.799067,1,1,1,0,0,1,1,1,1,0,0,1
-3.36858,0.999995,0.131451,4,15,0,6.15312,0.796217,0.662657,1.93994,-0.03173,-0.395946,0,1,0,0,1,0,1,1,1,0,1,1
-3.44176,0.999738,0.131451,3,7,0,3.53311,0.787616,0.561558,1.7534,0.0769097,0.151928,1,1,1,1,1,1,0,1,1,0,1,1
-3.59722,0.999058,0.131451,4,15,0,4.37799,0.866003,1.16033,3.19099,0.537306,1.18494,1,1,1,1,0,1,0,0,0,1,1,1
-3.09346,0.99962,0.131451,4,31,0,4.11262,0.310282,1.38403,3.99097,1.33836,0.653331,1,1,1,0,1,0,0,1,1,0,0,1
-3.53773,0.997969,0.131451,4,15,0,3.77995,0.142233,0.879814,2.41045,1.9234,0.386042,1,1,1,0,0,1,0,1,1,1,0,0
-3.77394,0.999336,0.131451,4,15,0,4.01312,0.108307,1.1354,3.11241,0.957827,-0.593967,0,0,1,0,1,0,0,1,1,0,0,0
-3.49927,0.995515,0.131451,4,23,0,5.54178,0.67516,0.369828,1.44749,0.121563,1.49059,1,0,0,1,1,1,1,0,0,1,0,0
-3.54407,0.999828,0.131451,2,3,0,3.54531,0.690534,0.361874,1.43602,0.771415,0.632125,1,1,1,1,0,1,0,1,1,1,1,1
-4.79514,0.995692,0.131451,4,15,0,5.07313,0.0619833,0.383784,1.46783,1.41613,0.691867,0,1,1,0,0,0,0,1,1,1,1,0
-4.59022,0.999546,0.131451,4,31,0,5.92629,0.234397,2.37405,10.7408,0.922603,0.697718,0,1,1,0,1,0,0,1,0,0,0,0
-5.09673,0.989174,0.131451,5,31,0,6.53755,0.108368,0.160744,1.17438,-0.0872056,-0.0185558,0,1,1,1,1,1,0,0,1,0,0,0
-4.01405,0.992913,0.131451,3,15,0,8.24847,0.102633,0.582363,1.79026,0.427939,0.129593,1,1,0,0,0,0,0,0,0,0,0,0
-3.13521,0.999995,0.131451,4,15,0,4.1273,0.392929,0.52437,1.6894,1.23802,0.690329,0,1,1,1,0,0,0,1,1,0,1,1
-2.8084,0.999697,0.131451,4,31,0,3.6233,0.479454,1.03864,2.82539,-0.174027,1.37866,0,1,1,0,1,0,1,0,1,0,1,1
-2.84449,0.999164,0.131451,3,15,0,3.00439,0.405397,1.05334,2.86722,0.266738,0.674633,0,1,1,0,0,1,1,1,1,0,0,1
-3.17991,0.997529,0.131451,5,31,0,3.51374,0.779347,0.977522,2.65786,1.27479,0.0153731,0,1,1,0,1,0,1,1,1,1,1,0
-3.38472,0.994475,0.131451,4,15,0,4.85433,0.773517,1.5052,4.50504,-0.132122,0.572621,1,1,0,0,1,1,1,0,0,0,1,1
-3.47685,0.999561,0.131451,4,19,0,3.56013,0.219073,0.517758,1.67826,0.0960289,-0.291012,0,0,1,0,0,1,1,0,1,0,0,0
-3.41715,0.999771,0.131451,5,31,0,4.0134,0.446115,0.354357,1.42526,0.631694,0.240797,0,1,1,0,1,1,1,1,1,1,1,1
-3.25375,0.997042,0.131451,4,31,0,4.30397,0.241193,0.656137,1.92733,1.40436,0.938177,0,0,1,0,0,1,0,1,1,1,1,0
-3.28285,0.998464,0.131451,4,15,0,4.40493,0.797223,1.21056,3.35535,-0.568155,0.677186,1,0,1,0,0,1,0,0,0,0,1,1
-4.05521,0.995709,0.131451,4,15,0,5.02027,0.921867,0.926276,2.52509,-0.0809053,0.561439,1,1,0,0,1,1,1,1,1,0,1,1
-4.09729,0.999954,0.131451,3,7,0,4.14468,0.925805,0.985993,2.68047,0.481597,0.136382,0,0,1,1,1,1,1,1,1,0,1,1
-4.48638,0.999127,0.131451,2,7,0,4.7093,0.950987,0.961376,2.61529,0.453011,0.328932,0,1,0,1,1,1,1,1,1,0,1,1
-4.34589,0.996085,0.131451,4,31,0,6.29682,0.473242,0.131447,1.14048,-0.165787,-0.0694542,1,1,0,1,1,0,1,1,0,0,0,1
-4.2924,0.993057,0.131451,3,15,0,6.60525,0.361928,0.15008,1.16193,0.461912,0.319809,1,1,0,0,1,0,1,1,1,1,1,1
-4.27803,0.999995,0.131451,2,3,0,4.29618,0.362432,0.15221,1.1644,0.778644,-0.033688,0,1,1,1,1,0,1,1,1,1,1,1
-4.60032,0.999604,0.131451,4,15,0,4.74586,0.721377,0.126323,1.13465,1.5353,0.75616,0,1,1,1,1,1,1,1,1,1,1,1
-3.72214,0.99999,0.131451,4,15,0,4.64281,0.308203,0.297125,1.34598,0.757791,0.304017,1,1,1,0,1,1,0,1,1,1,1,1
-3.82404,0.998992,0.131451,5,31,0,4.24867,0.837042,0.442644,1.55682,1.10099,0.140288,0,1,1,0,1,1,0,1,0,1,1,1
-5.19185,0.997166,0.131451,4,15,0,5.78783,0.0559497,0.27404,1.31527,0.463974,-0.304204,1,0,1,1,0,0,1,1,1,1,0,1
-4.83399,0.999818,0.131451,5,31,0,5.97901,0.964679,1.19489,3.30318,0.466498,0.807555,0,0,1,1,1,1,1,0,0,0,1,0
-3.18495,0.999085,0.131451,4,15,0,5.43586,0.611028,1.61938,5.04998,1.0075,0.530734,0,0,1,0,0,1,1,1,1,1,0,1
-2.95402,0.976677,0.131451,3,15,0,6.34753,0.402313,0.689006,1.99173,0.741589,0.349146,0,1,1,0,1,1,0,1,1,1,0,1
-2.99311,0.998752,0.131451,3,15,0,3.50273,0.64872,1.32297,3.75456,0.15237,0.223338,0,1,0,0,1,1,1,0,0,0,1,0
-4.40137,0.992242,0.131451,4,15,0,4.85244,0.922567,1.63356,5.12207,0.0732121,0.710586,1,0,1,0,1,1,1,0,0,0,1,1
-7.99403,0.970416,0.131451,5,31,0,9.81533,0.0212671,0.0406736,1.04151,0.31971,0.594886,1,1,1,1,0,1,1,1,1,0,1,1
-6.0355,1,0.131451,4,15,0,8.13231,0.180546,0.040565,1.0414,0.953291,0.190744,0,1,1,0,1,0,1,0,1,1,1,0
-5.29252,0.999979,0.131451,5,31,0,6.24327,0.53004,0.0506719,1.05198,-0.240518,-0.186806,0,1,0,0,1,1,1,1,0,0,1,1
