lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,logTau,tau,alpha_prior,tau_prior,alpha_prior_preds03,alpha_prior_preds07,alpha_prior_preds09,alpha_post_preds03,alpha_post_preds07,alpha_post_preds09,tau_prior_preds03,tau_prior_preds07,tau_prior_preds09,tau_post_preds03,tau_post_preds07,tau_post_preds09
# Adaptation terminated
# Step size = 0.131451
# Diagonal elements of inverse mass matrix:
# 3.61301, 0.826118
-4.99276,1,0.131451,5,31,0,5.86616,0.0298607,1.18479,3.26999,0.946865,0.533361,0,1,0,0,0,1,1,0,1,1,1,1
-5.94615,0.99517,0.131451,4,19,0,7.21964,0.961433,0.179719,1.19688,-0.605006,0.771339,0,0,0,0,0,0,0,1,1,0,0,1
-6.06939,0.999985,0.131451,5,31,0,6.09932,0.966078,0.179766,1.19694,0.804376,0.133549,0,1,1,1,1,1,1,1,1,0,1,1
-5.53302,0.999799,0.131451,5,31,0,7.46249,0.0614193,0.17457,1.19073,0.27491,1.03927,0,1,0,1,1,1,0,1,1,1,1,0
-6.98675,0.998212,0.131451,3,9,0,7.36747,0.0178417,0.13336,1.14266,1.52487,0.547606,1,1,1,1,1,0,0,1,1,1,1,0
-5.67227,0.998549,0.131451,5,31,0,8.39237,0.89055,2.60029,13.4677,1.53757,0.44669,0,1,1,0,0,1,1,1,1,0,0,0
-4.74696,1,0.131451,4,31,0,5.83455,0.123165,0.20573,1.22842,0.0919369,0.722838,1,0,0,0,1,1,0,1,1,1,1,0
-5.10993,0.999711,0.131451,4,15,0,5.84515,0.233356,0.0848845,1.08859,0.964436,0.466426,0,0,1,0,1,0,1,0,1,0,0,1
-5.05726,0.99629,0.131451,4,31,0,7.33724,0.0498389,0.359263,1.43227,-0.00397189,0.183701,1,0,1,0,0,1,0,1,0,1,0,1
-3.50249,0.999985,0.131451,5,31,0,5.29724,0.14879,0.871736,2.39106,1.09465,0.499988,0,1,1,1,0,1,0,1,1,1,0,1
-3.05378,0.999997,0.131451,4,15,0,3.66097,0.325616,1.36245,3.90576,1.51704,0.733332,0,1,1,0,1,1,1,1,1,1,1,1
-2.80981,0.997881,0.131451,3,15,0,3.59287,0.46635,0.994051,2.70216,0.589382,0.163015,0,0,1,1,1,1,1,1,0,0,0,1
-2.87694,0.999166,0.131451,3,11,0,3.03512,0.428557,1.23392,3.43466,0.863595,0.422175,0,1,1,1,0,1,0,1,1,0,1,1
-3.22577,0.998466,0.131451,4,31,0,3.3224,0.788887,1.12203,3.07109,1.25237,0.194486,1,0,1,0,0,1,1,1,0,0,1,1
-3.57768,0.996474,0.131451,4,19,0,4.26229,0.336333,0.331487,1.39304,0.205495,1.15976,1,1,1,0,1,1,1,1,0,0,1,1
-3.54432,0.99985,0.131451,4,15,0,3.67347,0.284852,0.382433,1.46585,-0.292399,0.360403,1,1,0,1,1,1,1,0,0,1,1,1
-3.37864,0.999672,0.131451,2,7,0,3.65866,0.340252,0.414925,1.51426,-0.0359383,1.22141,0,1,1,1,0,0,0,0,0,0,0,1
-3.64256,0.992632,0.131451,3,15,0,6.36922,0.875983,0.938435,2.55598,0.606005,0.494152,0,1,1,0,0,1,1,1,0,0,1,1
-3.65206,0.999968,0.131451,1,1,0,3.65309,0.877361,0.939219,2.55798,0.204968,0.0547889,1,0,0,0,1,1,0,1,1,0,0,1
-3.15649,0.999999,0.131451,4,15,0,3.84211,0.721371,0.660284,1.93534,0.651075,0.795431,0,1,1,0,1,1,1,0,1,0,1,1
-3.87187,0.997749,0.131451,4,15,0,3.93962,0.89723,0.749491,2.11592,0.425948,0.983436,0,0,1,0,1,1,0,0,1,0,0,1
-3.15,0.999983,0.131451,4,31,0,4.14291,0.504715,0.482814,1.62063,1.2049,1.52171,0,1,1,0,0,1,0,0,1,1,1,1
-4.17483,0.982724,0.131451,4,31,0,7.25516,0.122057,0.387803,1.47374,0.610301,-0.295999,0,1,0,1,1,1,1,0,1,0,0,1
-5.81306,0.998722,0.131451,4,31,0,7.60711,0.306302,0.0352746,1.0359,0.718317,-0.0251707,0,0,1,1,1,1,0,0,1,0,0,1
-4.72684,0.999347,0.131451,4,15,0,6.04614,0.323977,0.101865,1.10723,0.864829,0.71377,0,0,1,0,0,0,0,1,1,0,1,0
-4.53985,0.99841,0.131451,4,31,0,5.06165,0.221709,0.156995,1.16999,0.670777,0.355708,1,1,1,0,1,0,0,1,1,0,1,1
-3.94801,0.997116,0.131451,4,31,0,6.2629,0.665099,0.222558,1.24927,0.536757,1.11208,1,0,1,0,1,1,0,1,1,0,1,0
-3.25404,0.99827,0.131451,5,31,0,4.56113,0.230389,0.695147,2.004,-0.408032,0.5853,0,0,0,0,1,1,0,0,0,0,1,1
-2.85413,0.998124,0.131451,4,15,0,4.49296,0.600993,1.08626,2.96318,0.998906,0.337303,0,0,1,1,0,1,1,0,1,0,0,1
-3.56034,0.994164,0.131451,3,15,0,4.48429,0.774422,1.68392,5.38664,0.0979211,1.2161,0,1,1,0,1,1,1,0,1,1,1,1
-4.21004,0.985086,0.131451,3,7,0,4.99488,0.598338,2.3283,10.2605,-0.3857,0.130065,0,1,0,0,1,1,1,1,0,1,0,0
-4.35813,0.997855,0.131451,2,3,0,4.42556,0.577285,2.41215,11.1579,0.41771,0.124445,0,1,1,0,1,1,0,1,1,1,0,1
-5.89604,0.99972,0.131451,5,31,0,6.69295,0.96749,0.224794,1.25207,-0.0117257,0.745254,0,0,1,0,1,1,0,0,1,0,1,0
-5.39272,0.999946,0.131451,5,31,0,6.39063,0.0274757,0.478567,1.61376,0.621232,0.384392,0,1,1,0,0,1,0,1,1,0,0,0
-8.77705,0.997485,0.131451,3,11,0,9.15437,0.0015355,0.260893,1.29809,1.01473,-0.0969228,1,0,1,0,1,0,0,1,1,1,0,0
-3.70043,0.999952,0.131451,4,19,0,9.96726,0.839196,1.56703,4.79238,0.554676,0.661897,1,0,0,0,1,1,1,1,0,0,1,0
-3.86342,0.999884,0.131451,3,7,0,3.95984,0.872379,1.53463,4.6396,1.08498,-0.181032,0,0,1,0,1,1,0,1,1,0,0,0
-3.14365,0.999719,0.131451,4,15,0,4.82034,0.253945,1.25661,3.51348,0.404867,0.681307,0,1,0,0,1,1,0,0,1,1,1,1
-4.46621,0.984171,0.131451,4,31,0,5.69605,0.174078,0.20457,1.227,0.452611,0.740037,1,0,1,1,1,1,0,0,1,0,0,1
-4.36463,0.999203,0.131451,5,31,0,5.20874,0.770179,0.183173,1.20102,0.0964908,0.0481258,0,0,0,0,1,1,1,0,1,0,1,1
-3.37148,0.999629,0.131451,3,15,0,4.75225,0.46635,0.370425,1.44835,1.01513,1.15921,1,1,1,0,1,1,0,1,1,1,1,0
-2.96367,0.99523,0.131451,3,15,0,5.83688,0.330392,0.816186,2.26186,0.427076,0.854795,1,1,1,0,1,1,0,0,1,1,1,1
-3.33882,0.998727,0.131451,4,15,0,3.45131,0.302947,0.470412,1.60065,1.25006,0.858411,0,1,1,1,0,1,0,1,1,1,0,1
-3.36267,0.995725,0.131451,4,23,0,5.21295,0.502345,0.372277,1.45103,0.247104,-0.316612,0,1,1,0,0,1,0,0,1,1,0,1
-3.055,0.999168,0.131451,4,23,0,3.87994,0.265457,1.03564,2.8169,0.995126,0.619515,0,1,1,1,0,0,0,1,1,1,1,1
-2.91237,0.999513,0.131451,4,15,0,3.3102,0.449299,1.3257,3.76482,0.615097,1.18529,1,1,1,0,0,0,0,0,1,0,0,0
-4.02774,0.98769,0.131451,3,7,0,4.77186,0.604898,2.22609,9.26361,-1.76914,0.25529,1,0,1,0,1,1,1,0,0,0,0,1
-3.06825,0.972112,0.131451,3,11,0,5.93704,0.461056,0.543876,1.72267,0.409447,0.0756919,0,0,1,0,0,1,0,1,1,0,1,1
-4.10925,0.986278,0.131451,4,31,0,6.43814,0.908018,0.584643,1.79435,1.15003,0.492148,1,1,1,0,1,1,0,1,1,0,1,1
-3.87387,0.999839,0.131451,4,31,0,4.76707,0.850119,1.68206,5.37661,0.827251,1.19295,1,1,1,0,0,1,0,0,1,1,1,1
-3.74734,0.999961,0.131451,4,15,0,4.43934,0.871646,0.654505,1.92419,0.309748,0.0672245,0,1,0,0,0,0,0,1,1,0,1,1
-3.09271,0.998974,0.131451,4,31,0,4.94779,0.646891,0.594072,1.81135,0.414555,0.0152196,0,0,1,1,0,1,0,1,1,1,1,1
-3.27136,0.99927,0.131451,4,31,0,3.72528,0.306082,1.59291,4.91804,0.369381,0.963353,0,0,0,0,1,1,0,1,0,1,0,0
-5.04766,0.99145,0.131451,4,31,0,5.17202,0.944909,0.326264,1.38578,0.729889,1.1219,0,1,1,1,1,1,0,1,1,1,1,1
-4.86713,0.999975,0.131451,5,31,0,5.83288,0.0545094,0.406514,1.50157,0.125872,1.13917,0,0,1,0,1,1,1,0,0,0,1,0
-4.56173,0.999503,0.131451,4,31,0,6.53952,0.87751,0.251377,1.28579,0.708564,2.27966,0,1,1,1,1,0,0,1,1,1,0,1
-3.70062,1,0.131451,4,15,0,4.83849,0.816985,0.460566,1.58497,1.5545,0.110254,1,1,0,0,1,1,0,1,1,0,1,1
-4.6874,0.998235,0.131451,4,15,0,4.83284,0.0955588,2.00874,7.45391,0.263055,0.769871,1,1,0,0,1,1,0,1,1,1,1,0
-4.12116,0.996093,0.131451,4,15,0,5.5657,0.127179,0.396333,1.48636,-0.0871965,0.63868,1,1,1,1,1,0,1,1,0,1,1,1
-2.84348,0.999503,0.131451,4,23,0,4.48004,0.596401,0.98095,2.66699,0.832312,0.578784,1,1,1,0,1,1,1,1,1,0,0,1
-3.04022,0.995474,0.131451,3,11,0,4.03874,0.66238,1.36984,3.9347,0.219515,0.845824,0,0,1,0,1,0,0,0,1,0,1,1
-3.60802,0.997808,0.131451,4,31,0,3.88351,0.131392,0.866712,2.37908,0.775301,0.512587,0,1,1,0,0,1,0,0,0,0,0,1
-3.20357,0.999212,0.131451,5,31,0,4.42529,0.685751,0.549418,1.73224,0.815031,1.28516,0,0,1,0,0,1,0,0,1,1,1,1
-3.24935,0.998984,0.131451,4,19,0,3.68213,0.317617,1.59106,4.90896,0.36501,0.242341,0,1,1,0,1,1,1,0,1,1,0,1
-3.35703,0.980879,0.131451,3,7,0,5.33444,0.530228,1.81271,6.12705,0.500053,0.761063,0,1,0,1,0,1,0,1,0,0,0,1
-4.16752,0.984535,0.131451,4,19,0,4.61876,0.440494,0.159568,1.173,0.632796,0.0721006,0,1,0,0,0,1,0,1,1,0,1,1
-2.87288,0.999993,0.131451,4,23,0,4.33697,0.545241,0.766972,2.15324,0.524421,0.32573,0,1,1,1,1,0,0,1,1,1,0,0
-3.64542,0.995703,0.131451,4,23,0,4.1979,0.207489,1.70617,5.5078,0.143249,-0.23663,1,0,0,1,0,1,1,0,1,1,0,0
-5.43235,0.984381,0.131451,4,15,0,7.21675,0.0185273,1.07976,2.94396,0.305122,1.19993,1,1,0,0,0,0,0,0,0,1,0,1
-5.35664,1,0.131451,3,7,0,5.49217,0.0198907,0.989769,2.69061,-0.150623,-0.929199,0,0,1,0,0,0,0,0,1,1,0,0
-3.06089,1,0.131451,4,15,0,5.49877,0.729329,1.14263,3.13499,-0.0572656,0.945158,0,1,0,0,1,1,1,0,0,0,1,1
-3.11122,0.993077,0.131451,3,15,0,5.24585,0.264198,0.776515,2.17388,0.926462,1.08249,1,1,0,1,1,0,1,1,1,0,1,1
-3.10663,0.999998,0.131451,5,31,0,3.24796,0.247096,0.924229,2.51993,0.430779,0.190675,0,0,1,1,0,1,0,0,0,1,0,0
-2.96425,0.999646,0.131451,2,7,0,3.24121,0.309223,0.959232,2.60969,0.0959745,0.422664,0,0,0,1,1,1,1,1,1,0,1,0
-2.97805,0.999951,0.131451,5,31,0,3.08351,0.347915,1.28672,3.6209,0.983358,-0.371995,0,1,1,1,0,0,0,1,1,1,1,1
-3.26863,0.996862,0.131451,5,31,0,3.76955,0.763162,0.653403,1.92207,0.66892,0.926966,1,1,1,0,1,1,0,1,1,0,1,1
-3.10641,0.999991,0.131451,5,31,0,3.50279,0.320938,1.42883,4.1738,1.19366,0.477982,0,0,1,0,0,1,0,1,1,0,0,0
-3.0924,0.999384,0.131451,5,31,0,3.40306,0.376824,0.570006,1.76828,0.904408,1.13383,0,1,1,1,0,1,0,1,1,1,1,1
-4.74927,0.995284,0.131451,4,19,0,5.44369,0.661076,0.0973225,1.10222,-0.317095,1.09527,1,0,0,0,0,1,1,1,0,0,1,0
-4.84363,0.997785,0.131451,5,31,0,5.63088,0.302199,2.57442,13.1237,0.828701,1.15881,0,1,1,1,0,0,0,1,1,0,1,0
-4.49929,0.972865,0.131451,3,7,0,6.56311,0.411292,2.47766,11.9133,0.578443,0.0345214,0,0,1,1,0,0,0,0,1,1,1,1
-4.34286,0.998439,0.131451,2,3,0,4.65565,0.378308,2.38584,10.8682,1.69047,0.541601,0,1,1,0,1,1,0,1,1,0,0,1
-4.01597,0.99964,0.131451,4,15,0,4.81437,0.259257,2.09007,8.08547,0.105548,0.644958,0,1,0,1,1,0,1,1,1,1,1,1
-2.81158,0.99984,0.131451,3,15,0,4.13912,0.479729,0.932218,2.54014,-0.542123,0.9783,0,0,0,0,1,1,1,0,0,1,1,0
-3.25409,0.998206,0.131451,4,17,0,3.33611,0.651875,0.478207,1.61318,0.549765,1.12279,1,1,1,1,1,1,0,0,1,0,0,1
-3.21756,0.999821,0.131451,4,31,0,3.53444,0.670162,0.519924,1.6819,1.36862,0.806472,0,1,1,0,1,1,0,1,1,1,0,1
-4.36922,0.995549,0.131451,4,15,0,5.71426,0.109509,1.87003,6.48849,0.567806,0.994644,0,0,1,1,1,1,1,0,1,1,1,0
-3.29136,0.999816,0.131451,4,15,0,4.54303,0.269195,1.53149,4.62509,1.16292,0.611256,0,1,1,1,1,1,0,1,1,1,1,1
-3.68079,0.994715,0.131451,2,7,0,3.83701,0.260194,1.86372,6.4477,0.317701,1.20182,1,1,1,0,1,1,1,0,0,1,1,1
-4.80493,0.990431,0.131451,5,31,0,6.28302,0.963677,0.82243,2.27602,0.878334,0.736225,0,1,0,1,1,1,1,0,1,0,0,0
-5.86624,0.991154,0.131451,4,15,0,7.82946,0.966483,0.224873,1.25216,0.551603,0.796193,1,1,1,0,0,0,0,1,1,0,1,1
-5.68442,0.999997,0.131451,3,7,0,5.91555,0.964183,0.254818,1.29023,0.547005,0.937662,0,0,1,0,1,1,0,1,0,1,1,1
-7.40201,0.998436,0.131451,4,15,0,9.1837,0.997154,1.36154,3.90219,1.05667,-0.000199379,0,1,1,0,1,0,0,0,1,0,0,0
-6.48974,0.995662,0.131451,4,15,0,8.58674,0.983261,2.10053,8.1705,0.137309,0.828967,0,0,1,0,0,1,0,1,1,0,1,1
-6.80452,0.995977,0.131451,5,31,0,7.51221,0.0150486,0.190955,1.21041,0.531255,1.15224,0,0,1,1,0,0,0,0,1,0,1,1
-5.20141,0.999722,0.131451,5,31,0,7.11635,0.970507,1.51117,4.53202,-0.0732715,0.280637,1,1,0,0,1,1,0,0,1,1,1,1
-7.21458,0.985396,0.131451,5,31,0,7.737,0.0156422,0.120657,1.12824,0.248013,1.9514,0,1,1,1,1,1,0,1,1,1,0,0
-3.68194,0.998509,0.131451,4,23,0,8.53824,0.476757,0.261773,1.29923,-0.352241,0.850845,1,1,0,1,0,1,1,0,0,1,1,1
-3.9346,0.996124,0.131451,5,31,0,5.12072,0.896276,0.652142,1.91965,0.627574,0.562127,0,0,0,0,0,1,1,1,1,0,1,0
-4.463,0.998584,0.131451,2,7,0,4.57235,0.939798,0.618319,1.85581,0.590326,0.911466,1,1,1,1,1,1,0,1,1,0,0,1
-3.76502,0.9998,0.131451,4,31,0,5.56437,0.161505,0.481532,1.61855,0.934876,0.435612,0,1,1,1,1,1,0,1,1,1,1,1
-3.97051,0.999583,0.131451,4,15,0,4.77891,0.086568,1.12144,3.06928,0.940337,0.504387,0,1,1,0,0,0,0,0,1,1,0,1
-3.18233,0.986129,0.131451,4,15,0,7.76255,0.780133,0.980821,2.66664,1.66153,0.0582167,0,1,1,1,0,1,0,1,1,1,0,1
-3.23188,0.998446,0.131451,4,31,0,3.94201,0.663931,0.503499,1.6545,0.525503,0.650929,0,0,1,0,1,1,0,0,1,1,0,1
-3.62698,0.997151,0.131451,4,15,0,4.4083,0.264411,0.36659,1.44281,0.608451,0.31332,1,0,1,0,0,0,1,1,0,1,1,0
-3.10726,0.995082,0.131451,3,15,0,6.61706,0.684053,1.41843,4.13061,1.34828,0.323428,0,1,1,0,1,1,0,1,1,0,1,1
-3.18283,0.998686,0.131451,5,31,0,3.55645,0.22359,0.888784,2.43217,0.675179,0.323094,0,0,1,1,1,1,0,1,1,1,1,0
-3.39265,0.999207,0.131451,5,31,0,3.82671,0.534141,1.83978,6.29515,-0.290102,0.243506,1,0,0,0,0,1,0,0,1,0,1,1
-3.0675,0.998743,0.131451,3,7,0,3.64498,0.586411,1.51471,4.54808,-0.569773,0.895771,1,1,0,0,1,1,0,1,1,0,1,1
-2.9646,0.989843,0.131451,4,15,0,4.60996,0.334321,0.800191,2.22597,0.394618,0.726183,1,0,0,1,0,1,0,1,0,0,1,1
-2.96035,0.999883,0.131451,4,31,0,3.07393,0.619834,1.32422,3.75927,0.128579,-0.777582,0,0,0,0,1,1,0,0,1,0,0,1
-3.72351,0.99027,0.131451,3,15,0,4.7502,0.226599,0.369854,1.44752,0.334315,0.640769,0,0,1,1,1,0,1,0,0,0,1,0
-3.39636,0.99994,0.131451,4,15,0,3.78303,0.27736,0.4672,1.59552,0.732246,1.26463,0,1,1,1,0,1,1,1,0,1,1,1
-3.90391,0.999539,0.131451,4,15,0,4.09665,0.249755,0.280556,1.32387,0.0518455,-0.415443,0,0,1,1,1,1,0,1,0,0,1,0
-2.84578,0.996657,0.131451,3,15,0,5.51391,0.405649,0.935216,2.54776,0.994312,-0.0665129,0,0,1,0,1,0,0,1,1,0,0,1
-3.00225,0.994088,0.131451,3,15,0,4.33015,0.711433,0.99761,2.71179,0.627427,0.614227,0,1,1,1,0,1,0,1,1,0,0,0
-5.06472,0.991174,0.131451,4,15,0,5.66146,0.0383453,1.63557,5.13239,0.388511,1.5081,0,1,0,0,1,0,0,0,1,0,1,1
-2.92448,1,0.131451,4,15,0,5.44121,0.656938,0.878079,2.40627,0.852786,0.662079,0,0,1,0,0,1,0,0,1,1,0,0
-3.01122,0.99982,0.131451,4,15,0,3.06615,0.338419,0.708368,2.03068,0.502852,-0.365733,1,1,1,1,1,1,1,1,0,1,1,1
-2.96716,0.989174,0.131451,5,31,0,6.15804,0.381084,1.33758,3.80983,1.15398,0.876592,0,1,1,0,1,0,0,1,1,0,1,0
-3.62163,0.993599,0.131451,5,31,0,4.45531,0.126891,0.949742,2.58504,0.914616,-0.391663,0,1,1,1,0,0,0,1,1,1,1,0
-3.11119,0.999221,0.131451,4,15,0,4.31174,0.623185,1.5279,4.60847,0.222836,-0.0667505,1,0,0,0,1,1,1,0,1,1,1,1
-3.0686,0.999923,0.131451,5,31,0,3.37671,0.706027,0.736133,2.08785,0.0462998,0.340131,1,0,1,0,1,1,1,1,1,0,1,0
-3.57227,0.998863,0.131451,4,23,0,3.8018,0.341968,0.330489,1.39165,0.332482,0.436946,1,0,1,1,1,1,0,0,1,1,1,0
-4.07582,0.993782,0.131451,3,15,0,5.23708,0.190221,0.287982,1.33373,0.0551319,0.461272,0,0,1,0,0,1,1,1,0,1,1,1
-4.00204,0.999652,0.131451,5,31,0,4.60289,0.764187,0.26321,1.3011,1.03278,-0.0727903,0,1,1,1,1,1,0,1,1,1,0,1
-4.14566,0.999254,0.131451,4,31,0,4.45146,0.854416,0.33779,1.40185,1.30394,0.139936,1,1,1,0,1,1,1,1,1,1,1,1
-3.88022,0.999387,0.131451,4,31,0,5.08573,0.223339,1.93321,6.91166,0.597748,0.164927,0,1,1,1,1,1,1,0,1,1,0,0
-3.9118,0.997278,0.131451,5,31,0,5.12873,0.592892,0.212489,1.23675,-0.183593,0.188261,0,0,0,1,0,1,0,0,0,1,0,0
-4.86865,0.998747,0.131451,3,15,0,5.43256,0.331035,0.0873052,1.09123,0.276346,1.73627,1,1,0,1,0,0,0,1,1,0,1,1
-4.61114,0.995634,0.131451,4,23,0,7.04896,0.0746119,0.389288,1.47593,1.01426,1.01979,0,1,1,0,1,1,0,0,1,1,1,1
-4.63903,0.999735,0.131451,5,31,0,5.63498,0.750089,0.13037,1.13925,1.32881,0.584226,1,0,1,1,0,1,1,1,1,1,0,1
-4.71726,0.997158,0.131451,5,31,0,5.82719,0.153855,0.174779,1.19098,1.18041,0.753015,0,1,1,0,0,0,0,1,1,0,1,0
-2.8564,0.999474,0.131451,5,31,0,5.09567,0.455003,1.21414,3.3674,-0.0341872,0.576896,1,0,1,0,0,1,0,0,0,1,1,0
-3.12588,0.993289,0.131451,4,31,0,3.93935,0.416277,0.517809,1.67835,-0.497162,0.201844,1,0,0,0,0,0,0,0,0,1,1,1
-3.42299,0.996625,0.131451,3,15,0,4.14747,0.287361,0.439743,1.55231,0.127284,1.17736,1,1,0,0,1,0,1,1,1,0,1,0
-4.83173,0.99706,0.131451,4,23,0,5.90083,0.824685,0.139578,1.14979,0.437017,-0.354822,1,0,1,1,1,1,0,0,1,1,1,1
-4.23873,0.999999,0.131451,4,15,0,4.90024,0.765537,0.205773,1.22847,0.588251,0.526236,0,1,1,1,1,1,0,1,1,1,1,1
-4.68714,0.997273,0.131451,3,15,0,5.21343,0.85353,0.188018,1.20686,0.46493,1.14746,0,1,1,0,1,1,1,0,0,1,1,1
-5.06625,0.999014,0.131451,4,15,0,5.31393,0.915561,0.208977,1.23242,-0.1303,0.811896,0,1,1,0,1,1,1,0,0,0,1,0
-4.50085,0.999376,0.131451,2,7,0,5.59796,0.858733,0.235816,1.26594,0.154809,-0.201962,1,0,1,1,1,1,1,1,1,0,1,1
-4.6239,0.998513,0.131451,4,15,0,5.40345,0.321426,2.48734,12.0292,0.672189,-0.552458,1,0,1,0,0,1,0,1,1,0,1,0
-5.05303,0.997546,0.131451,5,31,0,7.43183,0.171753,0.113322,1.11999,0.6095,0.284032,0,0,1,1,1,0,0,1,1,1,1,0
-3.87882,0.99854,0.131451,3,15,0,6.44351,0.488267,0.212135,1.23631,-0.250159,0.3253,0,1,0,0,0,1,0,0,1,1,0,1
-3.03421,0.998839,0.131451,5,31,0,4.25034,0.715896,0.853525,2.34791,-0.547385,-0.25191,1,0,1,1,1,1,0,0,1,1,1,1
-3.63556,0.998535,0.131451,4,15,0,3.79808,0.636633,1.96335,7.12316,0.202329,0.804329,1,1,0,0,1,0,0,1,1,0,1,1
-4.0304,0.994157,0.131451,5,31,0,4.85457,0.221563,0.267634,1.30687,0.18622,0.414985,0,0,1,0,0,0,1,1,1,0,1,1
-2.86195,0.997702,0.131451,5,31,0,6.2925,0.564202,1.20649,3.34172,0.321357,0.0565854,1,0,0,1,1,1,0,0,0,0,1,1
-3.16493,0.998307,0.131451,4,15,0,3.27225,0.316681,1.49494,4.45909,0.661271,0.530838,0,1,1,1,1,1,0,1,1,0,0,1
-2.99758,0.999193,0.131451,4,15,0,3.42653,0.290849,0.999938,2.71811,0.910956,1.00731,1,1,1,0,0,1,0,0,1,1,1,1
-2.87542,0.998175,0.131451,4,15,0,3.73388,0.469587,1.26803,3.55384,0.546606,0.884628,0,1,1,0,1,1,0,1,1,1,1,0
-3.19398,0.997924,0.131451,4,15,0,3.33891,0.238768,1.2752,3.57941,0.731707,0.193844,0,0,1,1,0,1,0,0,1,1,1,1
-2.97418,0.999934,0.131451,4,15,0,3.29544,0.334876,1.23948,3.45382,0.877823,0.184785,0,1,1,0,0,1,0,1,1,1,1,1
-3.95147,0.992478,0.131451,3,7,0,4.16234,0.188445,1.89389,6.64516,0.46589,-0.419453,0,1,1,0,1,1,0,1,1,1,0,0
-4.8835,0.993437,0.131451,3,7,0,5.1301,0.103595,2.17479,8.80035,-0.547507,0.748746,1,0,0,1,1,1,0,1,0,1,1,0
-3.77922,0.990262,0.131451,4,23,0,5.91738,0.218678,0.357159,1.42926,0.727819,0.124796,0,1,1,1,1,0,0,0,1,1,0,1
-2.89107,0.999783,0.131451,4,31,0,4.0121,0.386557,1.18681,3.27661,1.1125,0.835962,1,0,0,0,0,0,0,1,1,0,1,1
-3.32903,0.99696,0.131451,4,15,0,3.76834,0.794436,1.32774,3.77252,0.25762,0.989986,0,1,1,1,1,1,0,1,0,0,0,1
-3.44353,0.999545,0.131451,3,7,0,3.44689,0.812733,1.39779,4.04625,1.17452,0.0222931,0,1,1,0,1,1,0,0,1,0,1,1
-3.35504,0.999991,0.131451,4,15,0,3.62083,0.786456,1.41214,4.10474,-0.233867,0.729117,0,0,0,0,0,1,1,1,1,0,1,1
-3.18083,0.999848,0.131451,4,15,0,3.67578,0.622,1.60432,4.97445,1.39758,1.08366,0,1,1,1,1,1,0,1,1,0,0,1
-3.06122,0.996562,0.131451,3,7,0,3.53404,0.621773,1.46956,4.34734,0.126982,0.458615,0,1,1,0,1,0,0,1,0,0,0,0
-4.53426,0.990708,0.131451,4,15,0,5.19178,0.950636,0.773161,2.1666,1.09354,1.0848,0,1,1,0,0,1,0,1,1,0,0,1
-4.2748,0.999887,0.131451,5,31,0,5.12619,0.937126,1.1597,3.18898,-0.486312,1.15798,0,1,1,1,0,0,1,0,1,0,0,1
-4.39204,0.996174,0.131451,4,31,0,5.60973,0.241524,0.171856,1.18751,-0.24054,0.558582,1,0,1,0,0,1,1,0,0,0,1,0
-4.2963,0.997307,0.131451,5,31,0,5.97014,0.908167,0.453693,1.57411,1.02833,-0.778599,0,1,1,0,1,1,1,0,1,1,0,1
-4.01809,0.997494,0.131451,4,31,0,7.08225,0.0903716,0.701467,2.01671,0.710441,0.510951,0,1,1,1,1,1,0,1,1,1,0,0
-3.09424,0.99972,0.131451,4,15,0,4.47752,0.305248,1.3713,3.94048,1.24543,-0.147638,0,1,1,0,0,1,0,1,1,0,1,0
-3.18503,0.99574,0.131451,4,15,0,3.94015,0.221671,0.907064,2.47704,-0.302722,0.652827,1,0,0,1,1,0,1,1,1,1,1,1
-4.6778,0.995068,0.131451,4,19,0,5.08247,0.955063,1.34877,3.85267,-0.239043,0.28169,1,1,0,1,0,1,0,0,0,0,1,1
-3.90571,0.998588,0.131451,4,31,0,5.16066,0.180882,0.363797,1.43878,1.13462,0.639232,0,1,0,0,0,1,0,1,1,0,0,1
-3.51475,0.998878,0.131451,4,15,0,4.63915,0.303271,0.379315,1.46128,0.709658,-0.025459,1,1,0,0,1,1,0,1,0,0,0,1
-3.04273,0.999994,0.131451,5,31,0,3.59972,0.71212,0.809293,2.24632,0.186608,-0.423326,0,0,0,1,1,1,1,0,0,0,1,0
-4.48496,0.994056,0.131451,4,19,0,5.21151,0.234974,0.159261,1.17264,-0.869866,0.751857,0,1,0,1,1,1,1,0,0,1,1,0
-5.3402,0.994816,0.131451,5,31,0,6.29615,0.965888,0.39427,1.4833,-0.133793,0.465,1,1,1,0,1,1,0,0,0,0,1,1
-4.40004,0.999295,0.131451,4,31,0,6.78184,0.924409,0.498712,1.6466,0.239178,-0.023345,1,1,1,0,1,0,1,1,1,0,1,1
-3.19888,0.999372,0.131451,3,15,0,5.14673,0.713339,0.59826,1.81895,0.25676,1.35931,1,0,1,0,1,1,1,1,0,1,1,1
-3.108,0.999253,0.131451,5,31,0,4.0179,0.257703,0.81885,2.26789,0.183193,0.968767,0,1,0,1,0,1,1,1,0,0,1,1
-3.62993,0.99786,0.131451,4,15,0,4.27277,0.284363,1.86729,6.47077,-0.0766027,0.538954,0,0,1,0,0,0,1,1,0,1,0,1
-4.16571,0.998014,0.131451,5,31,0,5.3611,0.128099,0.373435,1.45272,1.14439,0.459328,0,1,1,1,1,1,0,1,1,0,0,1
