# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = NY_REL_no_transform_model
# start_datetime = 2024-03-06 11:30:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/k4/ms5x119d5cd2s9ldsk71bkf00000gn/T/RtmpXCq6sw/standata-176cf4ed53ada.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_no_transform-202403061230-1-9826fd.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_no_transform-profile-202403061230-1-76be33.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --O1 --name=NY_REL_no_transform_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,tau,alpha_prior,tau_prior,alpha_prior_preds,tau_prior_preds,alpha_post_preds,tau_post_preds,pred_error,Values.1,Values.2,prob.1,prob.2,log_lik
# Adaptation terminated
# Step size = 0.275895
# Diagonal elements of inverse mass matrix:
# 1.66366, 0.332548
-174.069,0.962894,0.275895,2,7,0,174.781,0.504525,0.976701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.341,1,0.275895,2,7,0,174.153,0.613501,0.81488,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.255,0.992958,0.275895,2,3,0,173.47,0.636924,0.767335,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.763,0.93395,0.275895,2,7,0,176.011,0.441027,0.855286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.196,0.972933,0.275895,3,7,0,174.744,0.420654,0.452467,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.815,0.998075,0.275895,3,7,0,174.929,0.630024,0.463811,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.069,0.984073,0.275895,3,15,0,175.315,0.835822,0.588526,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.758,0.930029,0.275895,3,7,0,178.034,0.524988,1.08763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.986,0.983259,0.275895,2,3,0,175.206,0.566136,1.11577,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.037,0.791029,0.275895,2,7,0,178.438,0.659543,0.431191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.423,0.989755,0.275895,2,7,0,174.616,0.698005,0.38676,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.443,0.984923,0.275895,3,7,0,176.103,0.213603,0.497539,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.669,0.999175,0.275895,2,3,0,175.67,0.195414,0.492494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.994,1,0.275895,2,3,0,176.067,0.175095,0.459399,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-176.577,0.996946,0.275895,4,15,0,176.891,0.13559,0.470151,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.188,0.998809,0.275895,3,7,0,176.668,0.514308,0.413667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.394,0.985432,0.275895,2,7,0,176.575,0.635788,0.560478,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.346,0.979452,0.275895,3,7,0,174.462,0.516143,0.62157,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.349,0.999289,0.275895,3,7,0,173.464,0.620263,0.816227,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.228,0.998257,0.275895,2,3,0,173.4,0.623849,0.756301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.198,0.999701,0.275895,3,7,0,173.249,0.600475,0.735561,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.274,0.993368,0.275895,2,7,0,173.419,0.639892,0.60824,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.97,0.971906,0.275895,2,7,0,174.496,0.805685,0.780582,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.198,0.998628,0.275895,2,7,0,174.091,0.614902,0.733921,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.221,0.980414,0.275895,4,15,0,173.936,0.582246,0.6431,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.184,0.999248,0.275895,2,5,0,173.26,0.615327,0.711409,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.006,0.981063,0.275895,3,7,0,174.144,0.375919,0.813006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.352,0.982013,0.275895,3,15,0,174.956,0.692034,0.394181,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.82,0.989571,0.275895,3,7,0,175.395,0.822873,0.405052,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.598,0.999339,0.275895,3,7,0,175.316,0.445156,0.597414,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.472,0.999912,0.275895,3,7,0,173.64,0.457057,0.654449,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.52,0.99338,0.275895,2,3,0,173.678,0.440507,0.686078,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.916,0.913584,0.275895,3,7,0,176.797,0.793999,0.791534,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.999,0.879005,0.275895,3,7,0,176.603,0.850846,0.412348,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.31,1,0.275895,3,7,0,175.079,0.511747,0.656464,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.451,0.980714,0.275895,3,7,0,174.064,0.56706,0.548565,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.545,0.980444,0.275895,3,7,0,174.782,0.729821,0.791088,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.027,0.966835,0.275895,3,15,0,175.648,0.834852,0.691182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.405,0.901582,0.275895,4,15,0,180.233,0.643567,0.558346,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.887,0.966296,0.275895,3,7,0,174.987,0.402192,0.350761,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.716,0.99978,0.275895,3,7,0,175.776,0.514076,0.342931,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.893,0.987316,0.275895,3,7,0,175.915,0.258446,0.540963,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.883,0.992068,0.275895,4,15,0,176.649,0.761941,0.263505,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.337,0.997043,0.275895,3,7,0,176.16,0.561422,1.02982,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.355,1,0.275895,3,7,0,174.71,0.615581,0.382531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.652,0.985356,0.275895,3,15,0,175.617,0.780397,0.608489,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-176.718,0.889241,0.275895,3,11,0,177.403,0.414554,0.169562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.419,0.975505,0.275895,2,7,0,177.816,0.383572,0.437064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.736,0.992306,0.275895,3,7,0,175.249,0.311131,0.451364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.106,0.983807,0.275895,3,7,0,177.161,0.680202,0.957319,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.486,0.975109,0.275895,3,7,0,175.631,0.837901,0.830836,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.013,0.998559,0.275895,3,7,0,174.581,0.813596,0.773255,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.551,0.997789,0.275895,3,7,0,174.812,0.457229,0.797037,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.364,0.991014,0.275895,3,7,0,174.033,0.718351,0.636154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.576,0.977114,0.275895,2,5,0,174.289,0.513457,0.535664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.494,0.97631,0.275895,3,7,0,174.97,0.851992,0.500181,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.071,0.989192,0.275895,3,7,0,175.606,0.40495,0.892407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.937,1,0.275895,1,1,0,174.08,0.424794,0.884877,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.522,0.995594,0.275895,2,3,0,174.165,0.441139,0.719483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.195,0.97763,0.275895,3,7,0,174.57,0.84716,0.718628,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.948,1,0.275895,3,7,0,174.277,0.826875,0.621837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.81,0.973064,0.275895,2,5,0,175.847,0.895978,0.579093,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.87,0.996618,0.275895,3,7,0,175.322,0.89248,0.739244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.506,0.997718,0.275895,3,7,0,175.114,0.874015,0.572284,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-176.44,0.965982,0.275895,3,7,0,176.749,0.928001,0.378287,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-177.534,0.997345,0.275895,3,7,0,177.895,0.965296,0.408342,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.038,0.994408,0.275895,3,7,0,178.781,0.897017,0.764071,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.596,0.978236,0.275895,3,7,0,176.345,0.347509,0.435519,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.509,1,0.275895,3,7,0,175.16,0.594792,0.362702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.49,0.985319,0.275895,4,15,0,176.383,0.4554,0.385805,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.03,0.99062,0.275895,3,15,0,175.969,0.70314,0.320788,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.043,0.999388,0.275895,3,7,0,175.446,0.357952,0.770749,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.982,0.915547,0.275895,2,3,0,176.763,0.413276,1.07211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.111,0.927372,0.275895,3,7,0,177.7,0.246258,0.492958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.404,0.998936,0.275895,2,3,0,175.527,0.227661,0.452706,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-179.431,0.998293,0.275895,4,15,0,180.036,0.803286,0.0788637,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-179.213,0.99972,0.275895,4,15,0,180.086,0.112635,0.0792811,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-177.847,0.999191,0.275895,2,7,0,180.37,0.284424,0.109813,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-177.166,0.99622,0.275895,3,7,0,178.049,0.4909,0.138003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-177.132,0.999911,0.275895,1,1,0,177.171,0.487703,0.140021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-178.222,0.992885,0.275895,3,7,0,178.378,0.1573,0.12364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-178.3,0.999213,0.275895,3,7,0,178.477,0.139778,0.128404,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-178.269,0.983003,0.275895,3,15,0,179.683,0.409495,0.0794725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.368,0.993088,0.275895,4,15,0,178.412,0.658844,0.804487,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.385,0.996433,0.275895,2,3,0,173.462,0.669868,0.802444,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.2,0.968182,0.275895,2,7,0,173.937,0.643761,0.670914,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.205,0.998092,0.275895,3,7,0,173.267,0.590584,0.653273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.359,0.966596,0.275895,3,7,0,174.921,0.411379,0.965955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.761,0.999555,0.275895,3,7,0,174.414,0.459013,0.877063,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.35,0.951402,0.275895,2,3,0,174.911,0.321274,0.778396,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.55,0.976125,0.275895,3,15,0,175.785,0.327815,0.471663,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.462,1,0.275895,3,7,0,174.696,0.369028,0.441332,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.658,0.998169,0.275895,3,7,0,174.637,0.434118,0.589004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.848,0.977667,0.275895,2,7,0,175.088,0.512545,0.473123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.18,0.99453,0.275895,2,3,0,174.304,0.589807,0.405553,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.758,0.979367,0.275895,4,15,0,176.128,0.267091,0.698123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.575,0.964244,0.275895,1,3,0,176.149,0.430597,0.65687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.271,0.982653,0.275895,2,7,0,174.369,0.688176,0.658388,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.656,0.950456,0.275895,2,7,0,175.443,0.861577,0.486639,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.566,1,0.275895,2,3,0,174.664,0.857722,0.49724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-178.201,0.931789,0.275895,3,7,0,178.972,0.89158,0.182925,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-177.942,1,0.275895,2,3,0,178.205,0.884755,0.192239,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-177.618,0.999902,0.275895,2,3,0,177.963,0.86661,0.197653,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-178.523,0.983883,0.275895,4,15,0,178.582,0.883077,0.15802,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-179.101,0.999639,0.275895,3,7,0,179.487,0.877997,0.12558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-179.582,0.993706,0.275895,2,3,0,179.929,0.903548,0.122043,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-178.613,0.999535,0.275895,2,3,0,179.661,0.836556,0.126162,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-180.22,0.976366,0.275895,4,15,0,182.76,0.0293227,0.121009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-177.756,0.998044,0.275895,4,15,0,180.699,0.911615,0.232561,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-177.791,0.995902,0.275895,3,15,0,179.841,0.962334,0.358488,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-177.954,0.979412,0.275895,3,7,0,179.894,0.936199,1.01022,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.629,0.940226,0.275895,2,3,0,178.665,0.929519,0.725263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.629,0.83566,0.275895,2,3,0,177.856,0.929519,0.725263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.669,0.871285,0.275895,3,7,0,177.808,0.654534,0.254221,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.271,0.999136,0.275895,3,7,0,175.769,0.457914,0.418733,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.137,0.999844,0.275895,3,7,0,174.343,0.438443,0.452424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.209,0.982963,0.275895,4,15,0,175.912,0.651442,0.668833,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.249,0.994087,0.275895,3,7,0,173.362,0.634253,0.620253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.811,0.901113,0.275895,2,5,0,176.286,0.506978,0.332767,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.954,0.997176,0.275895,3,7,0,175.424,0.344801,0.373446,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-177.975,0.978421,0.275895,3,7,0,178.057,0.0996332,0.219451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-176.874,0.99764,0.275895,3,7,0,178.093,0.149358,0.299227,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-177.122,0.992432,0.275895,4,15,0,177.937,0.89254,1.04456,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.203,1,0.275895,3,7,0,178.548,0.57646,0.730667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.473,0.986755,0.275895,3,7,0,173.558,0.664458,0.835101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.384,0.999355,0.275895,3,7,0,173.557,0.692899,0.778844,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.168,0.870036,0.275895,2,3,0,175.756,0.703857,0.951256,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-176.654,0.697624,0.275895,4,15,0,178.188,0.690243,1.23104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.332,1,0.275895,2,3,0,176.605,0.71487,0.669885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.317,0.998487,0.275895,3,7,0,173.427,0.504427,0.669648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.289,0.999966,0.275895,3,7,0,173.417,0.58549,0.79458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.92,0.982769,0.275895,3,7,0,174.036,0.817797,0.590099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.191,0.980494,0.275895,2,7,0,175.548,0.374228,0.872053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.008,1,0.275895,3,7,0,174.198,0.382371,0.830476,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.187,0.947953,0.275895,2,3,0,175.38,0.241079,0.763206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.369,0.999868,0.275895,3,7,0,175.896,0.211799,0.610516,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.627,0.999026,0.275895,4,15,0,175.67,0.925294,0.756041,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-178.59,0.973182,0.275895,3,15,0,180.271,0.0508253,0.484256,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-178.808,0.988577,0.275895,3,7,0,179.038,0.0474076,0.544572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-176.849,0.998021,0.275895,2,7,0,179.141,0.119887,0.49933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-177.134,0.973804,0.275895,3,7,0,178.963,0.140433,0.811431,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-176.756,1,0.275895,1,1,0,177.165,0.156299,0.805563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.01,0.987285,0.275895,2,7,0,178.667,0.791804,0.507955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.211,0.99254,0.275895,3,7,0,174.832,0.62038,0.745246,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.191,0.996455,0.275895,2,7,0,173.327,0.581869,0.71412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.633,0.900091,0.275895,2,7,0,176.517,0.883773,0.701332,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.204,0.968369,0.275895,3,7,0,175.533,0.809735,0.830993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.079,0.997429,0.275895,3,7,0,174.717,0.675904,0.428077,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.774,0.98468,0.275895,3,7,0,175.95,0.41504,0.247537,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.276,0.988636,0.275895,4,15,0,176.323,0.753637,0.923602,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.254,1,0.275895,3,7,0,174.698,0.350631,0.51758,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.588,0.998828,0.275895,2,3,0,174.361,0.426752,0.663059,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.601,0.999341,0.275895,1,1,0,173.615,0.423632,0.664558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.104,0.990873,0.275895,3,7,0,174.278,0.391783,0.499569,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.657,0.970221,0.275895,2,5,0,175.901,0.209366,0.431901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.328,0.995841,0.275895,4,15,0,176.852,0.836103,0.800398,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.26,1,0.275895,3,7,0,174.298,0.684042,0.662898,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.189,0.996856,0.275895,2,7,0,173.433,0.634442,0.689579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.371,0.975651,0.275895,2,7,0,174.013,0.642769,0.569282,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.397,0.946595,0.275895,4,15,0,176.09,0.734503,0.668905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.325,0.987143,0.275895,2,7,0,174.193,0.515871,0.765263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.908,0.975401,0.275895,2,3,0,173.984,0.366285,0.676652,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.918,0.981553,0.275895,3,7,0,175.316,0.690673,0.918253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.189,1,0.275895,3,7,0,174.692,0.396623,0.473679,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.533,0.925571,0.275895,2,7,0,179.189,0.317385,0.308414,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.257,0.984197,0.275895,2,7,0,175.988,0.388895,0.465755,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-176.334,0.959566,0.275895,3,7,0,176.491,0.149645,0.479919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-176.664,1,0.275895,2,3,0,176.804,0.132756,0.438955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.676,0.995879,0.275895,3,7,0,176.957,0.757918,0.789053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.757,0.994043,0.275895,1,1,0,173.767,0.767568,0.797182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-179.241,0.857279,0.275895,4,15,0,182.041,0.0320897,0.362503,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-179.144,0.996305,0.275895,4,15,0,180.4,0.0474082,0.196073,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-178.008,0.989163,0.275895,3,15,0,179.599,0.0737006,0.332329,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.593,0.991708,0.275895,3,11,0,178.728,0.838375,0.456959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.66,0.972457,0.275895,2,7,0,176.502,0.886286,0.380247,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.373,0.997142,0.275895,3,15,0,176.408,0.222623,0.735332,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.788,0.998143,0.275895,4,15,0,176.102,0.808253,0.666442,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.568,0.996344,0.275895,3,7,0,174.074,0.672038,0.521746,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.749,0.964318,0.275895,3,7,0,175.33,0.883591,0.747557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.706,0.881733,0.275895,2,3,0,176.743,0.853681,0.836488,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-173.787,0.99343,0.275895,3,7,0,175.249,0.719749,0.867999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.839,0.963391,0.275895,3,7,0,175.447,0.776562,0.368897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-175.079,0.999174,0.275895,2,3,0,175.204,0.752825,0.331899,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-174.998,1,0.275895,1,1,0,175.089,0.749085,0.338724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
