# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = NY_REL_runs_model
# start_datetime = 2024-03-06 12:13:02 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/k4/ms5x119d5cd2s9ldsk71bkf00000gn/T/Rtmpcyw0ct/standata-6c5559b7615c.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_runs-202403061313-2-8717f5.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_runs-profile-202403061313-2-686b12.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --O1 --name=NY_REL_runs_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,log_inv_tau,invTau,alpha_prior,tau_prior,alpha_prior_preds,tau_prior_preds,alpha_post_preds,tau_post_preds,pred_error,Values.1,Values.2,prob.1,prob.2,log_lik
# Adaptation terminated
# Step size = 0.301352
# Diagonal elements of inverse mass matrix:
# 0.843689, 1.07651
-178.352,0.999554,0.301352,4,15,0,179.359,0.34696,0.074417,1.07726,0.453008,2.39642,1,1,1,1,-0.0153201,0.0100047,0.480401,0.491348,0.508652,-171.884
-178.072,0.985405,0.301352,3,7,0,180.023,0.515924,0.021512,1.02175,0.0370266,1.87561,1,1,1,0,-0.00173902,0.000841819,0.556701,0.497015,0.502985,-172.329
-177.222,0.992239,0.301352,4,15,0,178.573,0.578594,0.151542,1.16363,0.65047,9.89493,0,1,1,0,-0.000619289,0.000260972,0.602329,0.47722,0.52278,-170.824
-177.485,0.988538,0.301352,3,7,0,177.681,0.453421,0.0862492,1.09008,0.539503,0.0536067,1,1,1,1,-0.00424648,0.00232104,0.519216,0.488898,0.511102,-171.656
-177.192,0.975929,0.301352,3,7,0,179.004,0.566247,0.0645421,1.06667,0.811184,8.72934,0,1,0,1,-0.000768659,0.000333408,0.592803,0.490448,0.509552,-171.789
-177.639,0.991854,0.301352,3,7,0,177.973,0.43818,0.149035,1.16071,0.491958,9.64714,1,1,1,0,-0.00518894,0.00291525,0.511546,0.481143,0.518857,-171.091
-179.286,0.952914,0.301352,3,11,0,179.46,0.928843,0.0415185,1.04239,0.00377197,13.4156,1,1,1,1,-6.1075e-10,4.34595e-11,0.928866,0.49036,0.50964,-171.875
-177.204,0.996326,0.301352,3,11,0,179.341,0.687024,0.0663629,1.06861,0.041319,1.32375,1,1,0,1,-6.51971e-05,2.04051e-05,0.694549,0.48848,0.51152,-171.672
-177.072,0.97967,0.301352,2,7,0,179.143,0.580975,0.0968777,1.10173,0.997335,2.83927,1,1,1,1,-0.00059355,0.000248712,0.604193,0.485385,0.514615,-171.403
-177.307,0.989082,0.301352,4,15,0,177.646,0.591282,0.0481989,1.04938,0.715478,2.18013,1,1,1,1,-0.000492395,0.000201251,0.612361,0.492628,0.507372,-171.97
-177.574,0.98737,0.301352,4,15,0,178.211,0.784256,0.0959048,1.10065,0.938725,6.72648,1,1,1,1,-3.71797e-06,8.02128e-07,0.786056,0.481162,0.518838,-171.186
-177.414,0.999861,0.301352,4,15,0,177.61,0.75766,0.0923172,1.09671,0.889952,6.96989,0,1,1,1,-9.14152e-06,2.21536e-06,0.760475,0.482456,0.517544,-171.264
-178.225,0.987974,0.301352,3,15,0,178.561,0.726143,0.0161858,1.01632,0.272189,4.85253,0,1,1,0,-2.34453e-05,6.42066e-06,0.730648,0.497044,0.502956,-172.351
-178.932,0.99619,0.301352,3,9,0,179.984,0.620181,0.00659708,1.00662,0.41546,2.91031,0,1,1,1,-0.000283492,0.000107676,0.636049,0.498951,0.501049,-172.503
-178.433,0.998391,0.301352,3,7,0,179.128,0.719053,0.0124874,1.01257,0.227943,7.38229,0,1,1,0,-2.85304e-05,8.01553e-06,0.724022,0.49774,0.50226,-172.407
-178.12,0.999925,0.301352,3,7,0,178.62,0.745575,0.0197817,1.01998,0.595972,11.6286,1,1,0,1,-1.33066e-05,3.38553e-06,0.74897,0.496296,0.503704,-172.293
-178.646,0.987076,0.301352,3,11,0,179.566,0.799157,0.0141417,1.01424,0.439069,9.40933,0,1,1,1,-2.13298e-06,4.28395e-07,0.800523,0.49717,0.50283,-172.368
-177.791,0.996444,0.301352,4,15,0,179.671,0.787068,0.136286,1.14601,0.0778477,4.20752,0,1,1,1,-3.35832e-06,7.15094e-07,0.788779,0.473151,0.526849,-170.663
-177.97,0.993452,0.301352,3,7,0,178.624,0.838502,0.0703827,1.07292,0.745567,14.972,1,1,1,1,-3.89643e-07,6.29265e-08,0.83909,0.48524,0.51476,-171.489
-178.453,0.99577,0.301352,3,7,0,178.922,0.344604,0.16207,1.17594,0.317972,9.24543,0,1,1,1,-0.0157172,0.010301,0.479971,0.481199,0.518801,-171.178
-178.337,1,0.301352,2,3,0,178.514,0.362592,0.174319,1.19044,0.668158,9.63794,0,1,0,0,-0.0128916,0.00821718,0.483765,0.479491,0.520509,-171.046
-178.315,1,0.301352,4,15,0,178.413,0.35773,0.161131,1.17484,0.201644,14.1346,0,1,0,1,-0.0136097,0.00874107,0.482625,0.481116,0.518884,-171.155
-178.862,0.993563,0.301352,3,9,0,179.092,0.901069,0.0388432,1.03961,0.173381,1.22263,0,1,1,1,-8.27603e-09,8.18752e-10,0.901157,0.49125,0.50875,-171.935
-177.508,0.994388,0.301352,4,15,0,180.201,0.542196,0.0403808,1.04121,0.706894,3.62246,0,1,0,1,-0.00114948,0.000526239,0.574971,0.494207,0.505793,-172.092
-177.272,0.999797,0.301352,3,7,0,177.575,0.53575,0.0625991,1.0646,0.784267,0.841031,0,0,1,1,-0.0012754,0.000592103,0.570366,0.491095,0.508905,-171.835
-177.275,0.999632,0.301352,3,15,0,177.411,0.636886,0.0494498,1.05069,0.324346,9.08645,1,1,0,1,-0.000201784,7.32706e-05,0.650224,0.491965,0.508035,-171.927
-177.631,0.994278,0.301352,3,15,0,177.996,0.432313,0.136939,1.14676,0.841237,6.25033,1,1,1,1,-0.00559598,0.00317677,0.508765,0.482781,0.517219,-171.207
-178.925,0.947961,0.301352,2,3,0,179.074,0.293166,0.104054,1.10966,0.175774,2.85062,1,1,1,1,-0.0267711,0.0189227,0.475934,0.488318,0.511682,-171.716
-178.883,1,0.301352,1,1,0,178.983,0.296308,0.106365,1.11223,0.239279,13.5932,1,1,1,1,-0.02595,0.0182608,0.475875,0.488038,0.511962,-171.693
-178.842,0.999987,0.301352,4,15,0,179.811,0.843143,0.0161013,1.01623,0.931558,10.2025,1,1,1,1,-3.10172e-07,4.86526e-08,0.843668,0.496604,0.503396,-172.327
-178.931,0.999989,0.301352,3,7,0,179.101,0.834971,0.0133971,1.01349,0.321152,3.48521,1,1,1,1,-4.61436e-07,7.61506e-08,0.83561,0.497201,0.502799,-172.373
-178.436,0.99997,0.301352,4,15,0,179.427,0.862613,0.0364405,1.03711,0.202369,6.13792,1,1,1,1,-1.09775e-07,1.50817e-08,0.862927,0.492139,0.507861,-171.993
-180.032,0.965655,0.301352,2,7,0,183.994,0.335629,0.00945387,1.0095,0.586357,14.6423,0,1,1,1,-0.0173092,0.0114997,0.478523,0.49891,0.50109,-172.5
-177.785,0.985734,0.301352,2,7,0,181.651,0.586623,0.0247517,1.02506,0.0100244,3.5947,0,1,1,0,-0.000536115,0.000221618,0.60865,0.496237,0.503763,-172.268
-178.083,1,0.301352,3,7,0,182.893,0.747173,0.0208502,1.02107,0.165474,2.57754,1,1,1,1,-1.26758e-05,3.20478e-06,0.750487,0.496088,0.503912,-172.277
-177.245,0.999593,0.301352,3,15,0,178.783,0.71923,0.0861187,1.08994,0.655225,2.78525,1,1,0,1,-2.83923e-05,7.97169e-06,0.724187,0.484414,0.515586,-171.385
-179.825,0.9313,0.301352,4,15,0,181.426,0.895041,0.00954059,1.00959,0.134386,13.1966,1,1,1,1,-1.31975e-08,1.38519e-09,0.895151,0.497865,0.502135,-172.428
-180.023,0.999503,0.301352,3,15,0,182.367,0.236232,0.0534268,1.05488,0.987974,5.02745,1,1,0,1,-0.0457129,0.0349141,0.484533,0.494139,0.505861,-172.176
-178.782,0.998998,0.301352,3,7,0,180.645,0.304602,0.117938,1.12517,0.977011,5.93982,1,1,0,1,-0.0238814,0.0166071,0.475917,0.486675,0.513325,-171.591
-177.136,1,0.301352,3,7,0,178.842,0.664873,0.0731383,1.07588,0.387045,0.475583,0,0,0,1,-0.000109786,3.6792e-05,0.674664,0.487669,0.512331,-171.603
-177.402,0.98784,0.301352,2,7,0,177.913,0.522479,0.0523767,1.05377,0.210567,7.23457,1,1,1,1,-0.00157203,0.000750676,0.561134,0.492674,0.507326,-171.962
-177.515,0.978442,0.301352,2,7,0,180.361,0.443636,0.103356,1.10889,0.32302,4.10507,0,1,0,1,-0.00483307,0.00268895,0.51422,0.486841,0.513159,-171.5
-178.195,0.956366,0.301352,2,7,0,180.948,0.481974,0.0218865,1.02213,0.359919,4.90114,0,1,0,0,-0.00286666,0.00148501,0.535205,0.497087,0.502913,-172.334
-177.079,1,0.301352,3,7,0,178.346,0.635839,0.0830075,1.08655,0.0147849,4.48354,0,1,1,1,-0.000206228,7.51001e-05,0.649326,0.486533,0.513467,-171.507
-177.56,0.986741,0.301352,2,5,0,177.685,0.477645,0.0538387,1.05531,0.601629,5.31811,1,1,1,1,-0.00304729,0.00159176,0.532652,0.492872,0.507128,-171.975
-178.231,0.983598,0.301352,3,11,0,178.483,0.844552,0.126412,1.13475,0.376276,5.87808,1,1,1,1,-2.8903e-07,4.49293e-08,0.845059,0.473319,0.526681,-170.703
-178.865,0.964911,0.301352,2,3,0,179.155,0.85534,0.177361,1.19406,0.862832,10.9638,1,1,1,1,-1.64524e-07,2.38e-08,0.855724,0.46213,0.53787,-170.051
-178.295,0.955794,0.301352,3,7,0,179.981,0.780838,0.0191435,1.01933,0.111685,11.5547,0,1,1,1,-4.19991e-06,9.20462e-07,0.78275,0.496254,0.503746,-172.294
-177.5,1,0.301352,4,15,0,178.492,0.478864,0.0595253,1.06133,0.034022,2.89581,0,1,1,1,-0.0029955,0.00156106,0.533366,0.492108,0.507892,-171.912
-177.343,0.999438,0.301352,3,15,0,177.822,0.47764,0.102269,1.10768,0.236192,13.9673,1,1,0,1,-0.00304753,0.00159191,0.532648,0.486463,0.513537,-171.467
-178.465,0.949919,0.301352,3,15,0,179.737,0.884432,0.071631,1.07426,0.282772,2.06866,1,1,0,1,-2.81871e-08,3.25754e-09,0.884592,0.484164,0.515836,-171.43
-177.16,0.999912,0.301352,3,7,0,178.53,0.531789,0.109893,1.11616,0.487454,10.9861,1,1,1,1,-0.00135844,0.000636038,0.567576,0.484449,0.515551,-171.321
-178.641,0.955845,0.301352,3,7,0,179.041,0.763639,0.231997,1.26112,0.281481,4.0614,1,1,1,1,-7.53698e-06,1.78145e-06,0.766196,0.455678,0.544322,-169.66
-178.705,0.946504,0.301352,2,3,0,179.656,0.806551,0.207965,1.23117,0.567209,6.74799,1,1,0,1,-1.59329e-06,3.0822e-07,0.807733,0.458104,0.541896,-169.808
-178.877,0.991164,0.301352,3,7,0,179.631,0.356456,0.0276657,1.02805,0.476348,2.07903,0,1,0,1,-0.0138033,0.00888303,0.48234,0.496759,0.503241,-172.315
-177.602,0.999892,0.301352,4,15,0,179.063,0.670072,0.0309077,1.03139,0.666484,10.049,1,1,1,1,-9.74713e-05,3.21585e-05,0.679291,0.494752,0.505248,-172.158
-177.237,0.980784,0.301352,2,7,0,179.888,0.504585,0.104058,1.10966,0.0760908,0.78386,0,1,0,1,-0.00206362,0.00102235,0.549241,0.485769,0.514231,-171.415
-177.145,0.997067,0.301352,3,7,0,177.434,0.544483,0.119193,1.12659,0.803051,8.91078,1,1,1,1,-0.00110744,0.000504456,0.576624,0.482857,0.517143,-171.207
-178.668,0.967534,0.301352,3,11,0,178.685,0.781919,0.0124059,1.01248,0.592297,14.036,1,1,0,0,-4.04186e-06,8.81451e-07,0.783795,0.497569,0.502431,-172.398
-179.166,0.993784,0.301352,2,5,0,179.795,0.824709,0.00941708,1.00946,0.254506,10.4818,1,1,1,1,-7.39103e-07,1.29558e-07,0.825517,0.498057,0.501943,-172.439
-179.069,0.999696,0.301352,4,15,0,179.405,0.852133,0.0134526,1.01354,0.404241,1.08765,0,0,1,1,-1.95377e-07,2.88897e-08,0.852551,0.497133,0.502867,-172.369
-179.523,0.995217,0.301352,4,15,0,180.374,0.812538,0.257409,1.29357,0.121598,7.93227,0,1,0,1,-1.2474e-06,2.33841e-07,0.813585,0.447835,0.552165,-169.307
-179.165,0.810229,0.301352,3,15,0,181.607,0.669376,0.00519901,1.00521,0.668017,6.63052,1,1,1,1,-9.90467e-05,3.27472e-05,0.67867,0.499118,0.500882,-172.519
-178.659,0.987515,0.301352,3,9,0,181.145,0.807348,0.0147472,1.01486,0.544121,8.06223,0,1,0,1,-1.54294e-06,2.97251e-07,0.808511,0.497019,0.502981,-172.357
-178.936,0.997327,0.301352,3,15,0,179.37,0.446031,0.300786,1.35092,0.184608,2.31851,0,1,0,1,-0.00468353,0.00259453,0.515419,0.46167,0.53833,-169.965
-177.972,1,0.301352,2,3,0,179.03,0.49845,0.233559,1.26309,0.785646,9.72462,1,1,1,1,-0.00225977,0.00113339,0.54532,0.468333,0.531667,-170.268
-177.404,0.908142,0.301352,3,7,0,179.97,0.756433,0.0796802,1.08294,0.922324,8.57954,1,1,1,1,-9.50516e-06,2.31515e-06,0.759303,0.484879,0.515121,-171.434
-177.318,0.99971,0.301352,4,15,0,177.461,0.73564,0.0976147,1.10254,0.655643,4.60875,1,1,1,1,-1.78727e-05,4.72482e-06,0.739573,0.48196,0.51804,-171.219
-177.171,0.985202,0.301352,3,11,0,178.308,0.546898,0.0755784,1.07851,0.129184,0.710095,1,1,1,1,-0.00106447,0.000482315,0.578378,0.489094,0.510906,-171.678
-177.605,0.976654,0.301352,4,15,0,178.479,0.512927,0.0399158,1.04072,0.232767,12.8973,0,1,0,0,-0.00182027,0.000886602,0.554703,0.494483,0.505517,-172.112
-178.797,0.97947,0.301352,3,7,0,178.81,0.350361,0.0331224,1.03368,0.456737,11.8216,1,1,0,1,-0.0147616,0.00958969,0.481058,0.496139,0.503861,-172.264
-180.292,0.963538,0.301352,3,15,0,181.628,0.963357,0.0305452,1.03102,0.709524,2.40043,1,1,1,0,-3.1315e-12,1.14748e-13,0.963359,0.492644,0.507356,-172.045
-180.213,0.998755,0.301352,4,15,0,180.555,0.95762,0.0259462,1.02629,0.669787,7.83348,0,1,1,1,-9.96544e-12,4.22333e-13,0.957623,0.493789,0.506211,-172.128
-179.956,0.989016,0.301352,3,11,0,182.44,0.872489,0.00621369,1.00623,0.431925,7.09644,1,1,1,1,-6.11013e-08,7.79112e-09,0.872724,0.498644,0.501356,-172.488
-180.095,0.998973,0.301352,4,15,0,181.115,0.558474,0.0021846,1.00219,0.0989509,13.5324,1,1,1,0,-0.000877702,0.000387528,0.586932,0.49968,0.50032,-172.565
-179.728,0.989346,0.301352,3,7,0,180.735,0.809248,0.00462415,1.00463,0.638173,8.25658,1,1,0,1,-1.42837e-06,2.72465e-07,0.810367,0.499063,0.500937,-172.519
-179.74,0.99991,0.301352,2,3,0,179.817,0.803587,0.00440591,1.00442,0.32877,13.2616,1,1,1,1,-1.7934e-06,3.52247e-07,0.80484,0.499113,0.500887,-172.522
-181.771,0.977999,0.301352,4,15,0,183.001,0.233128,0.00674051,1.00676,0.0527445,1.35411,0,1,0,1,-0.0469922,0.036037,0.485437,0.499261,0.500739,-172.539
-179.008,0.990022,0.301352,3,7,0,183.364,0.555771,0.00673462,1.00676,0.122497,0.762628,1,1,1,1,-0.000918595,0.000408067,0.584914,0.499017,0.500983,-172.506
-179.282,0.986321,0.301352,4,15,0,180.105,0.880141,0.0145652,1.01467,0.316192,3.75443,1,1,1,0,-3.75536e-08,4.50112e-09,0.880326,0.496795,0.503205,-172.345
-178.967,0.990206,0.301352,4,15,0,180.673,0.828338,0.20988,1.23353,0.864094,4.3352,0,1,0,0,-6.27746e-07,1.0776e-07,0.829083,0.456608,0.543392,-169.742
-177.955,1,0.301352,3,7,0,179.189,0.835085,0.0909063,1.09517,0.932961,8.62648,1,1,1,1,-4.58942e-07,7.56864e-08,0.835723,0.481016,0.518984,-171.198
-177.796,0.999383,0.301352,3,7,0,178.281,0.817192,0.0688197,1.07124,0.41774,8.45758,1,1,1,1,-1.02551e-06,1.87472e-07,0.818142,0.485928,0.514072,-171.531
-177.101,0.995804,0.301352,2,7,0,178.753,0.639205,0.0755537,1.07848,0.375225,9.7466,1,1,0,1,-0.000192227,6.93546e-05,0.652217,0.487687,0.512313,-171.595
-180.087,0.938038,0.301352,3,11,0,180.856,0.426207,0.00397244,1.00398,0.948994,14.7841,1,1,0,0,-0.00604789,0.00347024,0.505974,0.499504,0.500496,-172.549
-178.694,1,0.301352,4,15,0,180.097,0.698111,0.00891721,1.00896,0.476349,14.3093,0,1,1,0,-4.94915e-05,1.4941e-05,0.704662,0.498429,0.501571,-172.462
-179.206,0.99372,0.301352,4,15,0,179.556,0.420159,0.010444,1.0105,0.0273685,5.88239,1,1,1,1,-0.00652553,0.00378377,0.503316,0.498703,0.501297,-172.477
-178.915,1,0.301352,2,3,0,179.23,0.457077,0.0111889,1.01125,0.665029,4.71476,1,1,1,0,-0.00404336,0.00219523,0.521148,0.498554,0.501446,-172.463
-178.123,0.999569,0.301352,3,7,0,179.048,0.746178,0.0197476,1.01994,0.837463,5.04419,1,1,0,1,-1.30655e-05,3.31629e-06,0.749542,0.4963,0.5037,-172.293
-177.874,0.999959,0.301352,3,7,0,178.301,0.76617,0.0305065,1.03098,0.19252,8.89741,1,1,1,1,-6.93515e-06,1.62165e-06,0.768623,0.494138,0.505862,-172.126
-177.944,0.9934,0.301352,3,7,0,179.002,0.609164,0.23594,1.2661,0.581185,3.87704,1,1,0,0,-0.000351712,0.000137462,0.626888,0.463111,0.536889,-169.98
-178.408,0.920607,0.301352,4,15,0,180.224,0.335412,0.0989533,1.10401,0.530356,0.300211,1,1,1,1,-0.0173494,0.0115302,0.478492,0.488594,0.511406,-171.689
-177.479,1,0.301352,3,7,0,179.094,0.757549,0.114838,1.12169,0.688807,1.70961,1,0,0,1,-9.17385e-06,2.22421e-06,0.760369,0.478184,0.521816,-170.973
-177.739,0.995587,0.301352,2,3,0,177.748,0.792935,0.121526,1.12922,0.738367,8.05253,1,1,1,1,-2.70358e-06,5.59817e-07,0.794471,0.475881,0.524119,-170.84
-177.73,1,0.301352,3,7,0,178.053,0.806687,0.0649808,1.06714,0.826622,9.56203,1,1,0,1,-1.58459e-06,3.06321e-07,0.807866,0.486879,0.513121,-171.595
-178.378,0.970072,0.301352,3,7,0,180.156,0.72322,0.234331,1.26406,0.608861,8.99614,1,1,1,1,-2.54374e-05,7.04056e-06,0.727912,0.457461,0.542539,-169.73
-177.211,1,0.301352,3,7,0,178.606,0.513975,0.0945716,1.09919,0.942174,8.44771,1,1,0,1,-0.00179151,0.000870717,0.555399,0.486914,0.513086,-171.503
-177.346,0.996687,0.301352,3,7,0,177.569,0.631228,0.167278,1.18208,0.420336,8.24158,1,1,1,1,-0.000226827,8.36475e-05,0.645386,0.473046,0.526954,-170.574
-177.313,0.986316,0.301352,2,3,0,177.616,0.624002,0.163993,1.17821,0.305169,8.58991,0,1,0,1,-0.000262655,9.87576e-05,0.639262,0.473826,0.526174,-170.62
-181.256,0.855022,0.301352,2,3,0,181.946,0.668142,0.412311,1.5103,0.0528727,9.34288,1,1,0,1,-0.000101895,3.38147e-05,0.67757,0.430619,0.569381,-168.639
-177.176,1,0.301352,3,7,0,180.767,0.598915,0.143031,1.15377,0.438563,5.0965,1,1,0,1,-0.000427362,0.000171408,0.618508,0.477913,0.522087,-170.878
-177.305,0.998186,0.301352,3,7,0,177.356,0.547494,0.161119,1.17482,0.741271,9.39374,1,1,1,0,-0.00105408,0.000476977,0.578813,0.476745,0.523255,-170.784
-177.931,0.9814,0.301352,3,15,0,178.22,0.805951,0.0393203,1.0401,0.859245,11.9486,1,1,1,1,-1.63214e-06,3.16716e-07,0.807147,0.492066,0.507934,-171.976
-178.079,0.997914,0.301352,4,15,0,178.857,0.397692,0.0513356,1.05268,0.873241,5.37401,0,1,0,0,-0.00858784,0.00517253,0.494411,0.493765,0.506235,-172.056
-177.316,1,0.301352,3,7,0,178.156,0.703085,0.0546144,1.05613,0.447835,1.10149,0,0,1,1,-4.35837e-05,1.29407e-05,0.70923,0.490318,0.509682,-171.817
-178.089,0.988185,0.301352,3,7,0,178.529,0.374901,0.145789,1.15695,0.489953,5.37479,1,1,1,0,-0.0112137,0.00700965,0.487024,0.482665,0.517335,-171.238
-177.428,0.999161,0.301352,3,7,0,178.415,0.72528,0.0493304,1.05057,0.580526,5.8718,1,1,1,0,-2.40192e-05,6.59857e-06,0.729839,0.491,0.509,-171.875
-177.318,0.999053,0.301352,3,7,0,177.591,0.687149,0.0506242,1.05193,0.622461,11.3344,1,1,1,1,-6.49987e-05,2.03349e-05,0.694663,0.49121,0.50879,-171.881
