# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = NY_REL_runs_model
# start_datetime = 2024-03-06 12:23:31 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/k4/ms5x119d5cd2s9ldsk71bkf00000gn/T/Rtmpcyw0ct/standata-6c55a673083.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_runs-202403061323-2-933b51.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_runs-profile-202403061323-2-8fa863.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --O1 --name=NY_REL_runs_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,log_inv_tau,invTau,alpha_prior,tau_prior,alpha_prior_preds,tau_prior_preds,alpha_post_preds,tau_post_preds,pred_error,Values.1,Values.2,prob.1,prob.2,log_lik
# Adaptation terminated
# Step size = 0.224949
# Diagonal elements of inverse mass matrix:
# 0.909451, 1.61659
-177.326,0.99771,0.224949,3,7,0,177.755,0.44381,0.0545409,1.05606,0.471904,8.75854,1,1,1,1,-0.00482209,0.002682,0.514306,0.493054,0.506946,-171.991
-176.917,0.999833,0.224949,3,15,0,177.51,0.660576,0.046832,1.04795,0.226403,1.78041,0,1,0,1,-0.000120953,4.10543e-05,0.670859,0.492148,0.507852,-171.947
-177.447,0.985612,0.224949,2,7,0,178.382,0.540106,0.0256709,1.026,0.433374,6.61868,1,1,1,1,-0.00118907,0.000546848,0.573471,0.496327,0.503673,-172.271
-178.09,0.99028,0.224949,3,7,0,178.361,0.386254,0.0320374,1.03256,0.503568,8.06313,1,1,0,1,-0.0098323,0.00603454,0.490489,0.49615,0.50385,-172.258
-179.067,0.982461,0.224949,3,7,0,179.585,0.271884,0.0510487,1.05237,0.232777,0.79943,0,1,1,1,-0.0329104,0.0239626,0.477442,0.494327,0.505673,-172.159
-177.364,0.999525,0.224949,3,7,0,179.661,0.73025,0.0292255,1.02966,0.819779,4.42282,1,1,1,1,-2.08749e-05,5.63101e-06,0.7345,0.494634,0.505366,-172.159
-177.507,0.998318,0.224949,4,15,0,178.135,0.388492,0.0926925,1.09712,0.73773,9.53473,0,1,1,1,-0.00957759,0.00585678,0.491223,0.488841,0.511159,-171.67
-178.034,0.99456,0.224949,4,15,0,178.241,0.878301,0.0535569,1.05502,0.121494,3.12512,0,1,1,0,-4.23366e-08,5.15231e-09,0.878497,0.48824,0.51176,-171.713
-178.041,1,0.224949,2,3,0,178.05,0.879344,0.0545177,1.05603,0.369367,4.35703,0,1,1,1,-3.95639e-08,4.77361e-09,0.879534,0.488015,0.511985,-171.697
-178.09,0.996108,0.224949,4,15,0,178.866,0.4113,0.0250929,1.02541,0.877976,8.82739,1,1,1,1,-0.0072822,0.00428703,0.49962,0.496911,0.503089,-172.32
-177.892,0.996846,0.224949,3,15,0,178.64,0.580499,0.01374,1.01383,0.982449,5.33171,1,1,1,1,-0.000598617,0.000251121,0.60382,0.497928,0.502072,-172.412
-180.614,0.992334,0.224949,3,15,0,180.851,0.837577,0.00149507,1.0015,0.085367,7.17443,1,1,1,1,-4.07433e-07,6.61764e-08,0.838179,0.499687,0.500313,-172.569
-179.365,0.990613,0.224949,4,15,0,181.376,0.37035,0.008694,1.00873,0.261805,1.74853,1,1,1,1,-0.0118113,0.00743701,0.485758,0.49897,0.50103,-172.503
-179.114,0.995368,0.224949,3,15,0,179.763,0.447218,0.00624612,1.00627,0.452872,4.98113,0,1,1,0,-0.00461091,0.00254883,0.516019,0.499201,0.500799,-172.521
-177.796,0.995213,0.224949,3,15,0,179.447,0.747665,0.0180694,1.01823,0.664632,7.98911,1,1,0,1,-1.24871e-05,3.15093e-06,0.750953,0.496608,0.503392,-172.318
-176.704,0.998255,0.224949,4,15,0,178.869,0.601098,0.0733068,1.07606,0.252172,3.89105,0,1,0,1,-0.000410177,0.000163621,0.62028,0.488642,0.511358,-171.656
-176.9,0.985751,0.224949,2,7,0,177.806,0.541668,0.0568541,1.0585,0.0191383,3.20041,0,1,1,1,-0.00115937,0.000531374,0.574592,0.49185,0.50815,-171.897
-176.941,0.999805,0.224949,4,15,0,177.15,0.702322,0.137835,1.14779,0.397182,1.22301,0,1,1,1,-4.44477e-05,1.32311e-05,0.708529,0.475606,0.524394,-170.775
-177.026,0.963683,0.224949,3,7,0,178.742,0.589187,0.183198,1.20105,0.542292,5.972,1,1,0,1,-0.000511663,0.000210198,0.610688,0.472083,0.527917,-170.496
