# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = NY_REL_runs_model
# start_datetime = 2024-03-06 12:59:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/k4/ms5x119d5cd2s9ldsk71bkf00000gn/T/RtmpgrDZRT/standata-75124c3124f4.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_runs-202403061359-2-5736fb.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_runs-profile-202403061359-2-70ed32.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --O1 --name=NY_REL_runs_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,log_inv_tau,invTau,alpha_prior,tau_prior,alpha_prior_preds,tau_prior_preds,alpha_post,tau_post,alpha_post_preds,tau_post_preds,pred_error,Values.1,Values.2,prob.1,prob.2,log_lik
# Adaptation terminated
# Step size = 0.237721
# Diagonal elements of inverse mass matrix:
# 0.256109, 2.06682
-1599.84,0.999978,0.237721,2,3,0,1599.9,0.460306,0.0168406,1.01698,0.53382,0.999897,1355,2498,0.613087,0.734385,1522,1853,-0.0390518,0.021076,0.999031,0.495958,0.504042,-1726.33
-1599.5,0.998676,0.237721,2,7,0,1600.06,0.512025,0.0147959,1.01491,0.527947,0.999569,1295,2497,0.625281,0.733979,1584,1843,-0.0290323,0.014167,0.999607,0.49641,0.50359,-1726.99
-1599.95,0.931618,0.237721,1,3,0,1602.23,0.509681,0.0332092,1.03377,0.630635,0.99945,1597,2498,0.624732,0.737646,1574,1835,-0.0294586,0.0144441,0.99959,0.491946,0.508054,-1720.68
-1599.75,0.999359,0.237721,3,7,0,1600.2,0.493712,0.00900664,1.00905,0.536161,0.982453,1333,2438,0.620981,0.732834,1578,1874,-0.0324388,0.0164233,0.999452,0.497823,0.502177,-1729.02
-1601.25,0.987462,0.237721,4,15,0,1601.84,0.800397,0.00671677,1.00674,0.710528,0.977233,1728,2442,0.690059,0.732382,1740,1821,-0.00127049,0.000253592,1,0.498323,0.501677,-1729.7
-1600.11,0.996001,0.237721,3,15,0,1602.6,0.570117,0.040063,1.04088,0.617827,0.919943,1500,2307,0.63879,0.739019,1619,1857,-0.01947,0.00836982,0.999877,0.490182,0.509818,-1718.24
-1599.54,1,0.237721,3,15,0,1600.59,0.673095,0.0112427,1.01131,0.569126,0.594361,1414,1537,0.662196,0.733276,1677,1840,-0.00768713,0.00251296,0.999991,0.497211,0.502789,-1728.13
-1599.91,0.993069,0.237721,2,7,0,1600.24,0.720917,0.0148095,1.01492,0.689001,0.999908,1719,2499,0.672809,0.733982,1671,1839,-0.00437339,0.00122054,0.999998,0.496314,0.503686,-1726.82
-1600.8,0.990353,0.237721,3,7,0,1600.83,0.772907,0.0231183,1.02339,0.681735,0.999787,1672,2499,0.684149,0.735632,1701,1825,-0.00205561,0.000466814,1,0.494233,0.505767,-1723.79
-1601.63,0.978741,0.237721,4,15,0,1602.78,0.763912,0.00175218,1.00175,0.517141,0.684491,1314,1690,0.682202,0.731403,1724,1853,-0.00237323,0.000560291,1,0.499563,0.500437,-1731.53
-1599.75,0.999838,0.237721,4,15,0,1602,0.48686,0.0099761,1.01003,0.703258,0.991855,1758,2474,0.619366,0.733025,1598,1842,-0.0337558,0.0173215,0.999382,0.497592,0.502408,-1728.68
-1600.78,0.992418,0.237721,3,7,0,1600.89,0.37389,0.0185596,1.01873,0.563443,0.9976,1408,2495,0.592399,0.734726,1453,1826,-0.0574655,0.0359797,0.996486,0.495643,0.504357,-1725.82
-1599.98,0.996096,0.237721,4,15,0,1601.43,0.721577,0.0092753,1.00932,0.553226,0.570136,1386,1424,0.672954,0.732887,1673,1874,-0.00433616,0.00120729,0.999998,0.497691,0.502309,-1728.81
-1599.72,0.998223,0.237721,4,15,0,1600.46,0.682184,0.00789406,1.00793,0.691133,0.996414,1693,2490,0.664226,0.732614,1655,1815,-0.00695989,0.00221196,0.999993,0.49804,0.50196,-1729.32
-1600.39,0.979661,0.237721,3,11,0,1601.82,0.645817,0.00236715,1.00237,0.57554,0.611818,1465,1554,0.656067,0.731524,1647,1823,-0.010163,0.00359956,0.99998,0.499414,0.500586,-1731.32
-1600.51,0.995914,0.237721,3,15,0,1601.22,0.577016,0.00196307,1.00197,0.635723,0.591715,1547,1493,0.640381,0.731445,1569,1832,-0.0184706,0.00781278,0.999894,0.499518,0.500482,-1731.47
-1599.83,0.990329,0.237721,2,7,0,1601.34,0.628856,0.00459502,1.00461,0.613473,0.999582,1518,2499,0.65223,0.731963,1587,1788,-0.0119322,0.00442857,0.999969,0.498865,0.501135,-1730.53
-1599.53,0.998059,0.237721,3,11,0,1600.09,0.564258,0.00750657,1.00753,0.599952,0.999644,1548,2497,0.637437,0.732537,1619,1832,-0.0203421,0.00886393,0.999861,0.498162,0.501838,-1729.51
-1601.32,0.957016,0.237721,3,15,0,1604.96,0.798291,0.00546383,1.00548,0.662681,0.670363,1656,1623,0.689609,0.732134,1721,1817,-0.0013215,0.000266558,1,0.498636,0.501364,-1730.16
-1601.14,0.997055,0.237721,4,15,0,1602.72,0.675613,0.00117357,1.00117,0.541606,0.992568,1411,2478,0.662759,0.731289,1660,1852,-0.0074809,0.00242671,0.999991,0.499709,0.500291,-1731.75
-1601.29,0.999773,0.237721,2,3,0,1601.32,0.677042,0.00101413,1.00101,0.500898,0.9873,1256,2464,0.663078,0.731258,1659,1824,-0.00736544,0.00237873,0.999992,0.499748,0.500252,-1731.81
-1601.53,0.99523,0.237721,3,15,0,1601.78,0.646537,0.000685228,1.00069,0.59615,0.999766,1517,2497,0.65623,0.731193,1615,1820,-0.0100918,0.00356707,0.99998,0.49983,0.50017,-1731.93
-1600.22,0.99969,0.237721,3,7,0,1601.64,0.66028,0.00311567,1.00312,0.724515,0.9853,1803,2460,0.659323,0.731672,1601,1822,-0.00879451,0.00298767,0.999986,0.499228,0.500772,-1731.05
-1600.26,1,0.237721,3,7,0,1600.33,0.651778,0.0028416,1.00285,0.611514,0.999436,1513,2498,0.657411,0.731618,1652,1818,-0.00958352,0.00333719,0.999983,0.499296,0.500704,-1731.15
-1600.89,0.982983,0.237721,2,7,0,1602.78,0.651981,0.00138537,1.00139,0.573656,0.86905,1456,2176,0.657457,0.731331,1638,1811,-0.00956416,0.00332851,0.999983,0.499657,0.500343,-1731.67
-1599.99,0.993607,0.237721,3,15,0,1602.62,0.505424,0.00527967,1.00529,0.60217,0.862623,1519,2141,0.623733,0.732098,1570,1835,-0.0302406,0.0149563,0.999557,0.498721,0.501279,-1730.32
-1599.57,0.968947,0.237721,4,15,0,1603.22,0.57919,0.00675333,1.00678,0.667372,0.612777,1685,1552,0.640881,0.732389,1613,1861,-0.018162,0.00764275,0.999899,0.498343,0.501657,-1729.77
-1602.29,0.969734,0.237721,3,15,0,1603.58,0.5613,0.000310045,1.00031,0.544661,0.983424,1371,2451,0.636753,0.73112,1585,1840,-0.0207906,0.00912083,0.999852,0.499924,0.500076,-1732.06
-1601.76,0.991578,0.237721,3,15,0,1604.49,0.611614,0.000502696,1.0005,0.627602,0.98501,1597,2457,0.648309,0.731157,1622,1787,-0.0139166,0.00540502,0.999952,0.499876,0.500124,-1731.99
-1600.02,0.978666,0.237721,3,9,0,1603.02,0.492731,0.00563438,1.00565,0.652746,0.946236,1619,2356,0.62075,0.732168,1560,1825,-0.032626,0.0165502,0.999443,0.498638,0.501362,-1730.19
-1599.89,0.99896,0.237721,4,15,0,1600.88,0.57032,0.00422462,1.00423,0.557745,0.99966,1393,2498,0.638837,0.73189,1578,1843,-0.0194401,0.00835302,0.999878,0.498965,0.501035,-1730.67
-1599.98,0.997891,0.237721,3,15,0,1600.53,0.723772,0.0182712,1.01844,0.589761,0.980853,1535,2456,0.673437,0.734668,1674,1819,-0.00421379,0.00116397,0.999998,0.495452,0.504548,-1725.58
-1600.19,0.993962,0.237721,1,3,0,1600.29,0.736117,0.0206663,1.02088,0.726626,0.964277,1829,2399,0.676146,0.735144,1704,1823,-0.00356939,0.000941903,0.999999,0.494852,0.505148,-1724.71
-1599.97,0.963703,0.237721,3,15,0,1605.32,0.563926,0.0370602,1.03776,0.516668,0.999715,1266,2499,0.63736,0.738417,1607,1858,-0.0203921,0.00889248,0.99986,0.490926,0.509074,-1719.27
-1600.94,0.985644,0.237721,4,15,0,1601.45,0.398246,0.0052842,1.0053,0.635235,0.998548,1593,2496,0.598266,0.732099,1474,1822,-0.0522223,0.031425,0.997495,0.498751,0.501249,-1730.34
-1602.47,0.9929,0.237721,3,7,0,1603.78,0.28068,0.0221808,1.02243,0.625385,0.999595,1546,2494,0.569713,0.735445,1401,1815,-0.0752961,0.054162,0.98901,0.494933,0.505067,-1724.71
-1600.05,1,0.237721,3,15,0,1603.1,0.733314,0.0115127,1.01158,0.532721,0.999735,1363,2499,0.675532,0.733329,1649,1822,-0.00370927,0.000989208,0.999999,0.497133,0.502867,-1727.99
-1600.12,0.998021,0.237721,3,7,0,1600.39,0.740036,0.0148215,1.01493,0.673816,0.999932,1626,2499,0.677004,0.733984,1734,1825,-0.00337992,0.000878659,0.999999,0.496307,0.503693,-1726.8
-1601.73,0.982924,0.237721,3,15,0,1602.46,0.347615,0.00472755,1.00474,0.646838,0.976642,1602,2430,0.586039,0.731989,1477,1837,-0.0629864,0.0410914,0.995038,0.498898,0.501102,-1730.55
-1602.54,0.992477,0.237721,2,3,0,1602.61,0.318945,0.00314802,1.00315,0.700983,0.989594,1744,2474,0.579067,0.731678,1404,1849,-0.068667,0.046766,0.992926,0.499273,0.500727,-1731.1
-1602.62,0.999653,0.237721,2,3,0,1602.65,0.313381,0.00324035,1.00325,0.595493,0.998014,1483,2492,0.57771,0.731696,1418,1848,-0.0697092,0.0478637,0.992441,0.499253,0.500747,-1731.06
-1599.47,0.995401,0.237721,4,15,0,1604.58,0.518981,0.0150651,1.01518,0.615192,0.68777,1556,1733,0.626909,0.734032,1570,1871,-0.0277845,0.0133649,0.999655,0.49634,0.50366,-1726.89
-1599.65,0.995125,0.237721,2,7,0,1599.83,0.514955,0.0256062,1.02594,0.704497,0.90946,1796,2268,0.625967,0.736127,1563,1870,-0.0285035,0.0138255,0.999628,0.493784,0.506216,-1723.26
-1599.5,0.99765,0.237721,4,15,0,1599.95,0.668337,0.0167855,1.01693,0.572336,0.999867,1457,2498,0.661131,0.734374,1655,1847,-0.00808692,0.00268213,0.999989,0.495838,0.504162,-1726.16
-1599.34,0.996325,0.237721,3,7,0,1599.74,0.627205,0.0172414,1.01739,0.52589,0.859655,1305,2147,0.651855,0.734464,1583,1817,-0.0121141,0.00451609,0.999967,0.495742,0.504258,-1726.04
-1599.43,0.995912,0.237721,4,15,0,1599.83,0.552178,0.0219473,1.02219,0.676106,0.991449,1708,2476,0.634641,0.735399,1588,1885,-0.0222075,0.009945,0.999821,0.494636,0.505364,-1724.47
-1599.47,0.999609,0.237721,3,15,0,1599.63,0.660061,0.0117974,1.01187,0.567112,0.697156,1434,1745,0.659274,0.733385,1671,1839,-0.00881428,0.00299632,0.999986,0.497077,0.502923,-1727.94
-1599.39,0.981214,0.237721,3,7,0,1601.4,0.53708,0.0161168,1.01625,0.550804,0.634539,1404,1560,0.631133,0.734241,1551,1841,-0.0246639,0.0114174,0.999757,0.496071,0.503929,-1726.51
-1599.31,0.999256,0.237721,3,9,0,1599.55,0.617827,0.0153446,1.01546,0.646608,0.988565,1657,2470,0.649724,0.734088,1594,1836,-0.0131798,0.00503696,0.999959,0.496215,0.503785,-1726.71
-1599.4,0.989354,0.237721,2,7,0,1600.11,0.639548,0.010959,1.01102,0.601578,0.949232,1520,2385,0.654651,0.73322,1651,1787,-0.010796,0.00389144,0.999976,0.49729,0.50271,-1728.25
-1599.32,0.998618,0.237721,3,11,0,1599.67,0.5707,0.0131592,1.01325,0.570679,0.978316,1441,2444,0.638925,0.733655,1578,1854,-0.0193843,0.00832169,0.999879,0.496774,0.503226,-1727.52
-1600.19,0.988683,0.237721,3,7,0,1600.33,0.429422,0.0110208,1.01108,0.662641,0.884217,1655,2222,0.605736,0.733232,1556,1808,-0.045515,0.0259698,0.998419,0.497375,0.502625,-1728.35
-1600.1,0.996782,0.237721,3,7,0,1600.66,0.487171,0.00526599,1.00528,0.724375,0.552033,1827,1355,0.61944,0.732095,1565,1837,-0.0336955,0.01728,0.999386,0.498729,0.501271,-1730.33
-1601.48,0.991171,0.237721,4,15,0,1602.28,0.682075,0.000854914,1.00086,0.613557,0.58269,1528,1417,0.664202,0.731227,1633,1840,-0.00696837,0.00221542,0.999993,0.499788,0.500212,-1731.86
-1599.86,1,0.237721,3,15,0,1601.88,0.654078,0.0309089,1.03139,0.691181,0.998427,1740,2494,0.657929,0.737186,1641,1874,-0.00936576,0.00323982,0.999984,0.492346,0.507654,-1721.22
-1599.44,0.998552,0.237721,3,11,0,1600.25,0.576764,0.0239802,1.02427,0.643048,0.999148,1651,2496,0.640322,0.735804,1601,1846,-0.0185067,0.00783271,0.999894,0.494117,0.505883,-1723.74
-1599.4,0.99782,0.237721,3,15,0,1599.77,0.53596,0.0166542,1.01679,0.584385,0.769924,1460,1898,0.630872,0.734348,1594,1811,-0.0248515,0.0115321,0.999752,0.495941,0.504059,-1726.32
-1599.66,0.994699,0.237721,3,7,0,1599.7,0.547599,0.0292855,1.02972,0.612317,0.999727,1519,2499,0.633578,0.736861,1525,1874,-0.0229381,0.0103772,0.999803,0.492849,0.507151,-1721.95
-1599.96,0.996088,0.237721,4,15,0,1600.14,0.690478,0.00565757,1.00567,0.696728,0.871876,1771,2180,0.666073,0.732173,1711,1820,-0.00633745,0.00196158,0.999994,0.498595,0.501405,-1730.13
-1601.07,0.970133,0.237721,2,7,0,1602.71,0.685468,0.00135923,1.00136,0.682658,0.961553,1703,2400,0.664958,0.731326,1677,1832,-0.00670886,0.00211015,0.999994,0.499662,0.500338,-1731.68
-1600.79,0.999011,0.237721,4,15,0,1602.07,0.516131,0.00182087,1.00182,0.692079,0.967202,1717,2426,0.626243,0.731417,1597,1802,-0.0282925,0.0136899,0.999636,0.499558,0.500442,-1731.53
-1599.53,0.999991,0.237721,4,15,0,1601.13,0.664188,0.00993644,1.00999,0.59205,0.971382,1503,2425,0.6602,0.733017,1700,1841,-0.00844652,0.00283645,0.999988,0.497537,0.502463,-1728.6
-1599.43,0.992354,0.237721,3,11,0,1600.69,0.621453,0.00895472,1.00899,0.626189,0.713334,1556,1778,0.650549,0.732823,1649,1840,-0.0127611,0.00483067,0.999962,0.49779,0.50221,-1728.97
-1599.47,0.996975,0.237721,2,7,0,1599.91,0.664701,0.013442,1.01353,0.546632,0.999653,1384,2498,0.660316,0.733711,1670,1809,-0.00840148,0.00281701,0.999988,0.496668,0.503332,-1727.35
-1599.73,0.986768,0.237721,4,15,0,1600.62,0.475993,0.0142811,1.01438,0.642061,0.711261,1622,1736,0.616801,0.733877,1541,1832,-0.0358882,0.0188056,0.999255,0.496561,0.503439,-1727.2
-1599.37,0.997586,0.237721,2,7,0,1600.05,0.564476,0.0201467,1.02035,0.715545,0.999947,1808,2499,0.637487,0.735041,1560,1849,-0.0203093,0.0088452,0.999861,0.495066,0.504934,-1725.08
-1599.69,0.990668,0.237721,4,15,0,1600.09,0.689348,0.0192369,1.01942,0.679861,0.968915,1723,2410,0.665822,0.73486,1702,1853,-0.00642003,0.0019944,0.999994,0.495222,0.504778,-1725.27
-1600.18,0.9936,0.237721,3,7,0,1600.36,0.743877,0.0153769,1.0155,0.581214,0.923723,1453,2305,0.677843,0.734094,1674,1796,-0.00320105,0.000819861,0.999999,0.496168,0.503832,-1726.6
-1600.78,0.99153,0.237721,4,15,0,1601.33,0.40758,0.00563864,1.00565,0.617568,0.996092,1582,2489,0.600507,0.732169,1506,1769,-0.0502057,0.0297429,0.99781,0.498664,0.501336,-1730.22
-1601.23,0.995507,0.237721,2,3,0,1601.26,0.375351,0.00532425,1.00534,0.539309,0.785897,1345,1986,0.592751,0.732107,1474,1820,-0.057153,0.0357006,0.996555,0.49875,0.50125,-1730.34
-1601.27,0.999773,0.237721,3,7,0,1601.55,0.356586,0.007635,1.00766,0.663822,0.981933,1653,2449,0.588214,0.732563,1507,1818,-0.0611263,0.0393295,0.99558,0.498216,0.501784,-1729.55
-1601.36,0.992473,0.237721,3,7,0,1602.36,0.366044,0.0359755,1.03663,0.726336,0.637333,1840,1554,0.590503,0.738199,1451,1823,-0.0591353,0.0374892,0.996097,0.491574,0.508426,-1720
-1600.87,1,0.237721,2,3,0,1601.5,0.368818,0.0205734,1.02079,0.549084,0.998324,1366,2494,0.591173,0.735126,1501,1838,-0.0585465,0.0369535,0.996238,0.495177,0.504823,-1725.14
-1600.44,0.999998,0.237721,3,7,0,1600.97,0.408166,0.0237927,1.02408,0.590562,0.996298,1520,2489,0.600648,0.735766,1495,1823,-0.0500791,0.0296385,0.997829,0.494363,0.505637,-1724.01
-1600.4,0.99982,0.237721,3,7,0,1600.53,0.405582,0.0204598,1.02067,0.624765,0.999457,1514,2498,0.600028,0.735103,1512,1869,-0.0506371,0.0300996,0.997745,0.495156,0.504844,-1725.14
-1602.43,0.956058,0.237721,3,7,0,1603,0.339437,0.00235956,1.00236,0.58484,0.718412,1434,1793,0.584054,0.731523,1467,1849,-0.0646524,0.042707,0.994498,0.499451,0.500549,-1731.36
-1599.61,0.998155,0.237721,4,15,0,1603.01,0.684578,0.0172838,1.01743,0.693403,0.999758,1710,2499,0.66476,0.734472,1663,1804,-0.00677628,0.00213739,0.999993,0.495708,0.504292,-1725.97
-1599.71,0.99843,0.237721,3,7,0,1599.75,0.687976,0.0207733,1.02099,0.63181,0.898303,1606,2231,0.665517,0.735165,1635,1859,-0.00652117,0.00203476,0.999994,0.494841,0.505159,-1724.73
-1599.81,0.989936,0.237721,3,15,0,1600.61,0.711089,0.0149286,1.01504,0.533582,0.921557,1356,2297,0.670642,0.734005,1708,1802,-0.00495429,0.00143135,0.999997,0.496286,0.503714,-1726.78
-1599.64,0.99968,0.237721,3,7,0,1599.93,0.68031,0.00947624,1.00952,0.661615,0.99981,1652,2498,0.663808,0.732926,1646,1833,-0.00710597,0.00227171,0.999992,0.497648,0.502352,-1728.76
-1600.26,0.989821,0.237721,2,7,0,1600.65,0.71792,0.00505628,1.00507,0.657605,0.974657,1686,2437,0.672149,0.732054,1685,1817,-0.00454533,0.00128215,0.999998,0.498742,0.501258,-1730.34
-1599.91,0.992838,0.237721,3,15,0,1602.18,0.5425,0.0045928,1.0046,0.62147,0.992565,1563,2480,0.632394,0.731963,1613,1818,-0.0237664,0.0108731,0.999782,0.498879,0.501121,-1730.55
-1599.31,0.996469,0.237721,4,15,0,1600.88,0.616006,0.0142574,1.01436,0.628877,0.730398,1565,1810,0.64931,0.733872,1628,1831,-0.0133932,0.0051429,0.999957,0.496484,0.503516,-1727.1
-1599.75,0.993609,0.237721,4,15,0,1600.3,0.472324,0.0151813,1.0153,0.545062,0.97778,1375,2440,0.615934,0.734056,1593,1822,-0.0366195,0.0193232,0.999207,0.496347,0.503653,-1726.89
-1600.49,0.995824,0.237721,4,15,0,1600.5,0.409115,0.00902529,1.00907,0.694718,0.775719,1736,1930,0.600876,0.732837,1534,1836,-0.0498744,0.0294701,0.997858,0.497861,0.502139,-1729.05
-1600.46,0.999842,0.237721,2,3,0,1600.56,0.406477,0.0104818,1.01054,0.556554,0.996825,1393,2486,0.600243,0.733125,1499,1846,-0.0504438,0.0299396,0.997775,0.497518,0.502482,-1728.55
-1599.4,0.998823,0.237721,3,15,0,1601.08,0.650441,0.0141587,1.01426,0.560273,0.542899,1392,1384,0.65711,0.733853,1633,1849,-0.00971156,0.00339476,0.999982,0.496495,0.503505,-1727.11
-1599.49,0.992936,0.237721,3,11,0,1600.12,0.554356,0.00851153,1.00855,0.57404,0.993977,1396,2492,0.635146,0.732736,1585,1826,-0.0218646,0.00974383,0.999829,0.497919,0.502081,-1729.16
-1600.55,0.990453,0.237721,3,11,0,1600.84,0.702153,0.00284076,1.00284,0.594193,0.988737,1464,2468,0.668665,0.731618,1656,1810,-0.00552589,0.00164587,0.999996,0.499294,0.500706,-1731.14
-1599.87,1,0.237721,3,7,0,1600.69,0.611034,0.00422137,1.00423,0.50287,0.845687,1271,2125,0.648177,0.731889,1592,1803,-0.0139866,0.0054403,0.999952,0.498959,0.501041,-1730.66
-1599.81,0.998937,0.237721,3,15,0,1600.09,0.57209,0.00474242,1.00475,0.615608,0.989771,1554,2473,0.639245,0.731992,1618,1820,-0.0191812,0.00820782,0.999882,0.498837,0.501163,-1730.49
-1599.61,0.998562,0.237721,3,15,0,1600.22,0.494862,0.0133473,1.01344,0.525502,0.985209,1334,2469,0.621251,0.733692,1547,1820,-0.03222,0.0162756,0.999464,0.496773,0.503227,-1727.51
-1599.45,0.997092,0.237721,3,7,0,1599.88,0.53315,0.0115909,1.01166,0.614936,0.995945,1567,2491,0.630218,0.733345,1542,1836,-0.0253255,0.0118232,0.999738,0.497176,0.502824,-1728.09
-1601.8,0.980995,0.237721,4,15,0,1602.02,0.824695,0.00608092,1.0061,0.699986,0.999855,1749,2499,0.695232,0.732256,1704,1793,-0.000778886,0.000136543,1,0.498481,0.501519,-1729.93
-1599.88,0.998917,0.237721,3,15,0,1602.38,0.652743,0.031574,1.03208,0.589467,0.619173,1467,1553,0.657628,0.737319,1630,1856,-0.00949177,0.00329608,0.999983,0.492182,0.507818,-1720.99
-1599.49,0.957157,0.237721,3,7,0,1601.2,0.660761,0.01096,1.01102,0.581344,0.957261,1457,2402,0.659431,0.73322,1653,1835,-0.00875115,0.00296873,0.999987,0.497284,0.502716,-1728.24
-1599.51,0.999824,0.237721,2,3,0,1599.51,0.665642,0.0111305,1.01119,0.551912,0.941071,1359,2359,0.660527,0.733253,1644,1783,-0.0083193,0.00278162,0.999988,0.497241,0.502759,-1728.17
-1599.47,0.998352,0.237721,3,15,0,1599.81,0.604748,0.00782357,1.00785,0.569814,0.999926,1374,2499,0.646742,0.7326,1621,1827,-0.0147594,0.00583369,0.999944,0.498073,0.501927,-1729.38
-1599.62,0.994262,0.237721,3,15,0,1600.34,0.547191,0.0281795,1.02858,0.691176,0.995851,1745,2493,0.633484,0.736641,1564,1837,-0.0230037,0.0104163,0.999802,0.493119,0.506881,-1722.33
-1599.87,0.975092,0.237721,4,15,0,1601.1,0.656805,0.00487773,1.00489,0.699907,0.936722,1726,2324,0.658542,0.732019,1662,1800,-0.00911174,0.00312711,0.999985,0.498792,0.501208,-1730.42
-1599.63,0.996648,0.237721,3,7,0,1600.29,0.651189,0.0254286,1.02575,0.670052,0.987979,1690,2459,0.657278,0.736092,1653,1826,-0.00963976,0.00336245,0.999983,0.493705,0.506295,-1723.14
-1600.49,0.934719,0.237721,2,3,0,1601.13,0.634575,0.0445831,1.04559,0.705475,0.998466,1754,2492,0.653526,0.739928,1603,1805,-0.0113155,0.00413498,0.999973,0.488982,0.511018,-1716.56
-1600.8,0.934457,0.237721,2,3,0,1601.6,0.609655,0.0510835,1.05241,0.582877,0.818466,1490,2049,0.647862,0.741238,1659,1821,-0.014154,0.00552492,0.99995,0.487413,0.512587,-1714.43
-1600.24,1,0.237721,2,3,0,1600.93,0.626423,0.0409091,1.04176,0.698225,0.996437,1810,2490,0.651678,0.739189,1667,1841,-0.0122008,0.00455794,0.999967,0.489899,0.510101,-1717.83
-1599.84,0.989806,0.237721,3,7,0,1601.06,0.684881,0.0254876,1.02582,0.679042,0.998511,1726,2493,0.664827,0.736104,1664,1863,-0.00675324,0.00212807,0.999993,0.493672,0.506328,-1723.07
-1599.37,0.997701,0.237721,3,7,0,1600.02,0.622213,0.0196015,1.01979,0.641753,0.991482,1602,2473,0.650722,0.734933,1639,1879,-0.0126744,0.00478821,0.999963,0.495162,0.504838,-1725.21
-1599.33,0.994478,0.237721,3,15,0,1600.02,0.557318,0.0145652,1.01467,0.620239,0.99991,1540,2499,0.635832,0.733933,1597,1848,-0.0214027,0.0094746,0.999839,0.496437,0.503563,-1727.04
-1601.15,0.981473,0.237721,3,7,0,1601.58,0.420011,0.0451286,1.04616,0.545612,0.996883,1332,2496,0.603486,0.740037,1495,1893,-0.0475284,0.027566,0.998177,0.489276,0.510724,-1716.87
-1600.45,0.998936,0.237721,4,15,0,1601.4,0.689496,0.00285968,1.00286,0.647519,0.988973,1619,2481,0.665855,0.731621,1665,1818,-0.00640916,0.00199007,0.999994,0.49929,0.50071,-1731.14
-1600.09,0.999977,0.237721,4,15,0,1601.05,0.503926,0.00463778,1.00465,0.530266,0.976369,1346,2449,0.623382,0.731972,1526,1833,-0.0305178,0.0151391,0.999544,0.498876,0.501124,-1730.54
-1599.47,0.990516,0.237721,3,11,0,1601.82,0.642363,0.0214487,1.02168,0.601857,0.991916,1454,2476,0.655287,0.7353,1614,1842,-0.0105088,0.00375833,0.999978,0.494694,0.505306,-1724.54
-1599.64,0.992755,0.237721,3,7,0,1599.88,0.66277,0.0241482,1.02444,0.719888,0.999711,1791,2499,0.659882,0.735837,1642,1819,-0.0085717,0.00289063,0.999987,0.494015,0.505985,-1723.57
-1599.49,0.985198,0.237721,3,15,0,1600.67,0.555104,0.008531,1.00857,0.585593,0.963514,1448,2402,0.635319,0.73274,1575,1827,-0.0217475,0.00967538,0.999831,0.497914,0.502086,-1729.15
-1600.36,0.994581,0.237721,4,15,0,1600.54,0.415562,0.0102452,1.0103,0.528472,0.999911,1329,2499,0.602421,0.733078,1501,1860,-0.0484849,0.0283364,0.998052,0.497568,0.502432,-1728.63
-1602.23,0.979105,0.237721,4,15,0,1603.05,0.80111,0.00177556,1.00178,0.660726,0.943663,1677,2372,0.690212,0.731408,1780,1814,-0.00125355,0.000249318,1,0.499557,0.500443,-1731.52
-1599.81,0.998003,0.237721,3,9,0,1603.35,0.685372,0.00687733,1.0069,0.574723,0.999904,1396,2499,0.664937,0.732413,1660,1816,-0.00671604,0.00211305,0.999993,0.498292,0.501708,-1729.69
-1599.48,0.998187,0.237721,4,15,0,1600.31,0.649371,0.00941687,1.00946,0.565921,0.95888,1406,2401,0.656869,0.732915,1615,1825,-0.00981486,0.00344138,0.999982,0.497669,0.502331,-1728.79
-1599.31,0.995869,0.237721,2,7,0,1599.95,0.609558,0.0166289,1.01677,0.64826,0.553047,1614,1391,0.64784,0.734343,1630,1809,-0.0141658,0.00553092,0.99995,0.495902,0.504098,-1726.27
-1600.3,0.984065,0.237721,4,15,0,1600.68,0.433333,0.00798666,1.00802,0.704731,0.953317,1754,2393,0.606669,0.732632,1509,1834,-0.0446831,0.0253204,0.998512,0.498096,0.501904,-1729.4
-1599.85,0.99133,0.237721,4,15,0,1602.04,0.588155,0.00430088,1.00431,0.616218,0.978218,1555,2444,0.642942,0.731905,1605,1818,-0.016921,0.00696885,0.999917,0.498943,0.501057,-1730.64
