# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = NY_REL_runs_model
# start_datetime = 2024-03-06 12:56:12 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/k4/ms5x119d5cd2s9ldsk71bkf00000gn/T/Rtmpcyw0ct/standata-6c55d8ee9d7.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_runs-202403061356-1-59a0d6.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_runs-profile-202403061356-1-4351f5.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --O1 --name=NY_REL_runs_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,log_inv_tau,invTau,alpha_prior,tau_prior,alpha_prior_preds,tau_prior_preds,alpha_post,tau_post,alpha_post_preds,tau_post_preds,pred_error,Values.1,Values.2,prob.1,prob.2,log_lik
# Adaptation terminated
# Step size = 0.335967
# Diagonal elements of inverse mass matrix:
# 0.256348, 1.2261
-1600.01,0.987417,0.335967,3,15,0,1600.78,0.721588,0.00865256,1.00869,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.23,0.998541,0.335967,3,7,0,1600.38,0.748554,0.012269,1.01234,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.52,0.996726,0.335967,2,3,0,1600.54,0.76761,0.0107588,1.01082,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.08,0.999729,0.335967,3,7,0,1600.8,0.730879,0.0191133,1.0193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.24,0.975421,0.335967,3,15,0,1601.47,0.426223,0.0104273,1.01048,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.07,0.983068,0.335967,3,7,0,1601.91,0.376882,0.0324269,1.03296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.36,0.934133,0.335967,4,15,0,1603.14,0.813552,0.0149187,1.01503,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.85,1,0.335967,2,3,0,1601.37,0.787206,0.0157845,1.01591,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.31,1,0.335967,4,15,0,1600.81,0.603805,0.0123885,1.01247,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.15,0.984124,0.335967,3,7,0,1600.45,0.43661,0.0240906,1.02438,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.3,0.981116,0.335967,2,7,0,1601.73,0.603767,0.0140169,1.01412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.46,0.975298,0.335967,2,7,0,1600.41,0.624931,0.00842519,1.00846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.69,0.996682,0.335967,3,7,0,1599.75,0.676086,0.00781223,1.00784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.81,0.998265,0.335967,3,15,0,1600.07,0.564701,0.00484792,1.00486,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.75,0.996211,0.335967,3,7,0,1600.19,0.504514,0.0272184,1.02759,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.72,0.981087,0.335967,3,7,0,1600.55,0.491571,0.0233815,1.02366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.16,0.975546,0.335967,3,7,0,1601.37,0.425523,0.0177278,1.01789,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.86,0.996707,0.335967,3,7,0,1600.56,0.464608,0.0215287,1.02176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.46,0.994229,0.335967,3,7,0,1600.55,0.580706,0.0247017,1.02501,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.51,0.991902,0.335967,3,7,0,1599.83,0.524594,0.0214917,1.02172,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.7,0.998,0.335967,3,7,0,1599.74,0.48152,0.0184233,1.01859,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.41,0.999593,0.335967,2,7,0,1599.77,0.536802,0.0183053,1.01847,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.38,0.969367,0.335967,3,7,0,1600.5,0.63446,0.00233055,1.00233,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.85,0.99801,0.335967,3,15,0,1600.56,0.671151,0.00558721,1.0056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.16,0.984961,0.335967,2,7,0,1601.58,0.738807,0.0182584,1.01843,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.55,0.999288,0.335967,3,7,0,1600.28,0.544051,0.00819021,1.00822,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.45,0.999939,0.335967,3,7,0,1599.67,0.628559,0.00883997,1.00888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.79,0.988644,0.335967,4,15,0,1600.84,0.723347,0.00263804,1.00264,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.9,0.999919,0.335967,3,7,0,1600.93,0.723243,0.00232826,1.00233,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.78,0.993187,0.335967,3,15,0,1601.95,0.462662,0.0449281,1.04595,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.84,1,0.335967,2,3,0,1600.99,0.445451,0.0437184,1.04469,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.29,0.975143,0.335967,4,15,0,1602.1,0.735176,0.00646751,1.00649,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.93,0.997478,0.335967,3,7,0,1600.75,0.677024,0.00514998,1.00516,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.64,0.976393,0.335967,2,7,0,1601.93,0.725462,0.00327362,1.00328,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.82,0.999526,0.335967,3,7,0,1600.8,0.702359,0.00900563,1.00905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.55,0.999818,0.335967,3,15,0,1600.02,0.614387,0.00685624,1.00688,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.57,0.999281,0.335967,2,3,0,1599.62,0.605301,0.00653263,1.00655,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.42,0.996311,0.335967,2,7,0,1599.86,0.614868,0.0089113,1.00895,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.08,0.991019,0.335967,3,15,0,1600.33,0.446128,0.0244449,1.02475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.92,0.979876,0.335967,3,7,0,1601.08,0.476388,0.0271325,1.0275,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.54,0.997307,0.335967,3,7,0,1600.1,0.516951,0.0108305,1.01089,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.51,0.999808,0.335967,3,15,0,1599.63,0.639449,0.0234063,1.02368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.78,0.907288,0.335967,3,7,0,1603.35,0.380071,0.00247625,1.00248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.87,0.996915,0.335967,2,3,0,1602.05,0.368144,0.00269079,1.00269,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.76,0.996879,0.335967,4,15,0,1602.49,0.781099,0.00991176,1.00996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601,0.99233,0.335967,4,15,0,1602,0.486097,0.0515547,1.05291,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.77,1,0.335967,2,3,0,1601.09,0.473439,0.0200678,1.02027,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.15,0.974564,0.335967,2,3,0,1600.54,0.454743,0.029343,1.02978,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.85,0.99385,0.335967,3,7,0,1601.01,0.382601,0.0279186,1.02831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.25,0.989526,0.335967,3,15,0,1601.78,0.343542,0.0129264,1.01301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1602.03,0.982521,0.335967,3,7,0,1602.94,0.349657,0.00311145,1.00312,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.89,0.997756,0.335967,3,7,0,1602.53,0.362803,0.00288023,1.00288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.89,0.999722,0.335967,3,7,0,1602.06,0.602196,0.00404236,1.00405,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.71,0.981187,0.335967,2,7,0,1602.07,0.479629,0.0139316,1.01403,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.38,0.991641,0.335967,2,7,0,1600.4,0.587834,0.00970802,1.00976,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.69,0.976888,0.335967,3,7,0,1600.81,0.390881,0.0094032,1.00945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.58,0.999115,0.335967,4,15,0,1601.43,0.395203,0.0237934,1.02408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.61,0.943075,0.335967,4,15,0,1604.38,0.714734,0.000960248,1.00096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.69,0.996452,0.335967,3,15,0,1602.44,0.551617,0.000591975,1.00059,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.57,0.992157,0.335967,3,7,0,1602.32,0.497264,0.00264351,1.00265,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.38,0.999841,0.335967,3,7,0,1600.95,0.554796,0.0115436,1.01161,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.36,0.990884,0.335967,3,7,0,1600.2,0.566019,0.0201821,1.02039,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.14,0.954943,0.335967,3,7,0,1601.87,0.790031,0.0239179,1.02421,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.62,0.998459,0.335967,4,15,0,1601.99,0.330165,0.00893707,1.00898,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.2,0.995745,0.335967,4,15,0,1603.46,0.691978,0.00122665,1.00123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.89,0.998309,0.335967,3,7,0,1601.43,0.680704,0.00575765,1.00577,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.08,0.995433,0.335967,3,7,0,1600.69,0.726839,0.0207147,1.02093,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.54,0.996377,0.335967,2,7,0,1600.33,0.674379,0.0118385,1.01191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.34,0.988038,0.335967,3,7,0,1600.51,0.408267,0.0166062,1.01674,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.2,1,0.335967,3,7,0,1600.43,0.423241,0.0193116,1.0195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.76,0.993404,0.335967,1,3,0,1600.63,0.470872,0.0175678,1.01772,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.15,0.988578,0.335967,4,15,0,1600.59,0.718297,0.00609629,1.00611,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.14,0.994752,0.335967,3,7,0,1600.79,0.704556,0.00501555,1.00503,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.7,0.979272,0.335967,4,15,0,1602.53,0.510815,0.000705835,1.00071,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.94,0.999662,0.335967,3,7,0,1601.82,0.60593,0.00119031,1.00119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.54,0.998859,0.335967,3,7,0,1601.21,0.542654,0.00210884,1.00211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.18,0.995322,0.335967,3,15,0,1601.01,0.714551,0.00540172,1.00542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.55,0.988717,0.335967,4,15,0,1601.61,0.463889,0.00364679,1.00365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.61,0.998206,0.335967,4,15,0,1600.73,0.65927,0.00764977,1.00768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.15,0.991745,0.335967,3,7,0,1600.41,0.446966,0.00819574,1.00823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.4,0.989907,0.335967,3,15,0,1601.42,0.81058,0.0196854,1.01988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.49,0.993736,0.335967,2,5,0,1601.98,0.644399,0.0088892,1.00893,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.88,0.989545,0.335967,3,15,0,1600.4,0.486376,0.00760873,1.00764,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.52,0.99972,0.335967,3,15,0,1600.04,0.528437,0.0229091,1.02317,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.19,0.938859,0.335967,3,11,0,1601.43,0.617469,0.000917496,1.00092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.18,0.990348,0.335967,4,15,0,1601.99,0.73984,0.00943759,1.00948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.23,0.998987,0.335967,1,1,0,1600.24,0.744597,0.00966707,1.00971,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.07,0.998034,0.335967,3,7,0,1600.58,0.714824,0.00653896,1.00656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.77,0.99931,0.335967,3,7,0,1600.31,0.706525,0.0148418,1.01495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.72,1,0.335967,1,1,0,1599.77,0.701384,0.0146718,1.01478,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.69,1,0.335967,2,3,0,1599.73,0.697465,0.0137482,1.01384,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.48,0.979787,0.335967,4,15,0,1600.97,0.502021,0.00285976,1.00286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.32,0.99625,0.335967,3,7,0,1600.9,0.465628,0.00484731,1.00486,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.42,0.998459,0.335967,3,15,0,1600.78,0.423464,0.0076642,1.00769,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.22,0.997867,0.335967,3,15,0,1601.53,0.582448,0.00272168,1.00273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.49,0.996318,0.335967,2,7,0,1600.78,0.662157,0.0108771,1.01094,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.75,0.978476,0.335967,3,7,0,1600.89,0.394156,0.00770723,1.00774,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.09,0.984644,0.335967,3,15,0,1602.93,0.518653,0.00129301,1.00129,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.8,0.990611,0.335967,3,11,0,1602.01,0.765504,0.0260488,1.02639,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.81,0.996882,0.335967,3,7,0,1601.05,0.696992,0.00827916,1.00831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.11,0.984877,0.335967,3,11,0,1601.03,0.431579,0.0190209,1.0192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.97,0.988743,0.335967,3,7,0,1600.92,0.471272,0.0276484,1.02803,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.11,0.979351,0.335967,4,15,0,1600.75,0.739014,0.0130066,1.01309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.63,0.996307,0.335967,3,15,0,1600.66,0.52144,0.0257537,1.02609,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.47,0.955742,0.335967,3,7,0,1601.13,0.497332,0.0430094,1.04395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.79,0.999648,0.335967,3,7,0,1600.55,0.5381,0.0318543,1.03237,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.11,0.914274,0.335967,2,3,0,1601.41,0.510121,0.0369049,1.03759,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.05,1,0.335967,4,15,0,1600.64,0.459339,0.00818628,1.00822,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.73,0.989076,0.335967,3,7,0,1601.07,0.62475,0.0307626,1.03124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.72,1,0.335967,3,7,0,1599.81,0.636637,0.0295832,1.03003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.16,0.891745,0.335967,3,7,0,1603.05,0.772078,0.00360731,1.00361,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.08,0.999295,0.335967,4,15,0,1601.54,0.701481,0.00530107,1.00532,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.39,0.973728,0.335967,2,7,0,1603,0.502617,0.00102688,1.00103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1602.66,0.998677,0.335967,3,7,0,1603.03,0.714399,0.000321571,1.00032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1602.63,0.993634,0.335967,3,15,0,1603.66,0.419134,0.000591651,1.00059,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1602.52,1,0.335967,1,1,0,1602.63,0.424109,0.000627293,1.00063,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.16,0.994839,0.335967,4,15,0,1603.18,0.787762,0.00522652,1.00524,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1602.47,0.974219,0.335967,2,7,0,1604.44,0.833061,0.00300086,1.00301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.17,0.999756,0.335967,3,7,0,1603.21,0.802713,0.0169715,1.01712,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.21,0.999909,0.335967,1,1,0,1601.23,0.805013,0.0166362,1.01678,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.93,0.996179,0.335967,2,3,0,1601.48,0.787939,0.0189092,1.01909,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.36,0.999643,0.335967,3,7,0,1601.09,0.619889,0.0192565,1.01944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.3,0.997501,0.335967,2,7,0,1599.51,0.577984,0.0143497,1.01445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.34,0.993307,0.335967,2,7,0,1599.69,0.599044,0.0109637,1.01102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.38,0.995802,0.335967,4,15,0,1599.64,0.578895,0.00990147,1.00995,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.53,0.998308,0.335967,3,7,0,1599.55,0.601996,0.00707851,1.0071,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.08,0.973028,0.335967,2,7,0,1602.24,0.655201,0.00363565,1.00364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.99,0.995385,0.335967,3,15,0,1600.86,0.547897,0.00403567,1.00404,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.49,0.980577,0.335967,2,7,0,1603.02,0.604487,0.00195312,1.00196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.67,0.986063,0.335967,2,7,0,1601.19,0.626486,0.00580581,1.00582,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.72,0.997364,0.335967,3,15,0,1600.08,0.659831,0.0267978,1.02716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.04,0.997416,0.335967,4,15,0,1600.25,0.469664,0.0070689,1.00709,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.67,1,0.335967,3,7,0,1600.22,0.487588,0.0128259,1.01291,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.35,0.966586,0.335967,2,7,0,1601.9,0.570045,0.0196429,1.01984,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.77,0.983037,0.335967,2,3,0,1599.83,0.545686,0.0320775,1.0326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.82,0.944445,0.335967,3,11,0,1600.95,0.616917,0.00136895,1.00137,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.27,0.988568,0.335967,4,15,0,1601.81,0.750559,0.0155363,1.01566,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.42,1,0.335967,3,7,0,1600.33,0.56579,0.0095151,1.00956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.38,0.9687,0.335967,2,7,0,1601.62,0.644179,0.0137886,1.01388,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.96,0.977319,0.335967,2,7,0,1600.87,0.656687,0.00428039,1.00429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.78,0.997103,0.335967,3,7,0,1600.36,0.619028,0.00482602,1.00484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.68,1,0.335967,2,3,0,1599.78,0.609687,0.0054757,1.00549,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.79,0.998726,0.335967,3,7,0,1599.89,0.62664,0.0048168,1.00483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.51,0.998717,0.335967,4,15,0,1600.2,0.577259,0.0261858,1.02653,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1599.74,0.991758,0.335967,3,7,0,1599.93,0.49901,0.00844501,1.00848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.72,0.968088,0.335967,3,7,0,1602.06,0.405666,0.00183154,1.00183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.34,0.995322,0.335967,3,15,0,1602.88,0.766908,0.00257643,1.00258,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.04,0.999226,0.335967,3,7,0,1601.84,0.711736,0.00174018,1.00174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.67,0.995884,0.335967,3,15,0,1602.19,0.44469,0.0400531,1.04087,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.93,0.971002,0.335967,4,15,0,1601.93,0.50044,0.0515296,1.05288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1602.78,0.816452,0.335967,3,7,0,1604.28,0.777344,0.000623617,1.00062,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1601.25,0.996138,0.335967,2,7,0,1603.45,0.673684,0.00104035,1.00104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1600.67,0.993941,0.335967,4,15,0,1601.57,0.633786,0.00166278,1.00166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
