# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = NY_REL_no_transform_model
# start_datetime = 2024-03-06 11:46:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/k4/ms5x119d5cd2s9ldsk71bkf00000gn/T/Rtmpcyw0ct/standata-6c55474a9251.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_no_transform-202403061246-1-3161b9.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_no_transform-profile-202403061246-1-0620e9.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --O1 --name=NY_REL_no_transform_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,log_inv_tau,invTau,alpha_prior,tau_prior,alpha_prior_preds,tau_prior_preds,alpha_post_preds,tau_post_preds,pred_error,Values.1,Values.2,prob.1,prob.2,log_lik
# Adaptation terminated
# Step size = 0.333916
# Diagonal elements of inverse mass matrix:
# 0.929154, 1.45949
-183.352,0.939126,0.333916,4,15,0,185.767,0.82197,0.00012786,1.00013,0.636577,7.3507,1,1,1,1,-8.34152e-07,1.48504e-07,0.822828,0.305142,0.694858,-169.758
-184.326,0.994204,0.333916,4,15,0,184.931,0.918213,0.000131815,1.00013,0.158954,0.138412,1,1,1,0,-1.83933e-09,1.50433e-10,0.918254,0.285289,0.714711,-170.094
-184.48,0.999982,0.333916,3,7,0,184.735,0.939898,0.000167839,1.00017,0.823816,1.65116,1,1,1,0,-1.60069e-10,9.62054e-12,0.93991,0.280887,0.719113,-170.206
-177.199,1,0.333916,3,7,0,186.766,0.605976,0.147256,1.15865,0.534924,7.40878,1,1,1,1,-0.000373899,0.000147325,0.624266,0.326761,0.673239,-171.133
-177.137,0.990558,0.333916,2,3,0,177.347,0.601443,0.134129,1.14354,0.379287,12.2497,0,1,0,1,-0.000407515,0.000162418,0.620561,0.329782,0.670218,-170.983
-178.687,0.894955,0.333916,2,3,0,179.933,0.516247,0.297641,1.34668,0.841049,7.72224,0,1,1,1,-0.00173047,0.000837123,0.556917,0.321332,0.678668,-173.359
-177.342,0.996556,0.333916,3,7,0,180.08,0.74121,0.0752475,1.07815,0.594724,6.07042,0,1,1,1,-1.51705e-05,3.92597e-06,0.744834,0.309378,0.690622,-170.391
-177.214,0.998112,0.333916,3,7,0,177.53,0.580013,0.0588338,1.0606,0.585087,8.41363,1,1,0,0,-0.000603833,0.000253602,0.603439,0.34539,0.65461,-170.257
-177.333,0.995194,0.333916,2,7,0,177.434,0.536056,0.0552861,1.05684,0.67344,9.4393,1,1,0,1,-0.00126915,0.000588814,0.570584,0.35396,0.64604,-170.335
-179.176,0.946679,0.333916,3,7,0,179.632,0.346641,0.0216402,1.02188,0.346496,8.68202,0,1,1,1,-0.0153734,0.0100443,0.480341,0.3834,0.6166,-171.148
-177.865,0.998094,0.333916,3,7,0,179.403,0.442228,0.0444092,1.04541,0.340619,14.99,1,1,1,1,-0.00492286,0.00274583,0.513522,0.370122,0.629878,-170.64
-177.143,0.98821,0.333916,3,7,0,178.447,0.556741,0.126931,1.13534,0.0147002,2.99491,0,1,1,0,-0.000903734,0.000400588,0.585637,0.339871,0.660129,-170.963
-177.096,0.992599,0.333916,2,7,0,177.401,0.639709,0.0772849,1.08035,0.299772,2.48445,0,1,1,0,-0.000190204,6.85286e-05,0.652651,0.33073,0.66927,-170.355
-177.767,0.971815,0.333916,2,7,0,178.302,0.759403,0.0342528,1.03485,0.121553,1.81853,0,0,1,1,-8.6459e-06,2.08018e-06,0.762141,0.31245,0.68755,-169.982
-181.116,0.950857,0.333916,4,15,0,181.728,0.985201,0.0576663,1.05936,0.758115,4.2927,1,1,1,0,-2.26608e-15,3.35347e-17,0.985202,0.26044,0.73956,-171.323
-181.072,0.994576,0.333916,3,7,0,181.357,0.982002,0.101996,1.10738,0.583579,1.67904,1,1,1,0,-1.08117e-14,1.94587e-16,0.982002,0.252099,0.747901,-172.039
-180.234,0.902564,0.333916,3,15,0,183.664,0.819158,0.00291706,1.00292,0.736371,5.55892,0,1,0,1,-9.42602e-07,1.70462e-07,0.820069,0.305241,0.694759,-169.779
-179.814,0.998697,0.333916,3,7,0,180.849,0.775128,0.00350579,1.00351,0.918162,14.9767,0,1,1,1,-5.12591e-06,1.15267e-06,0.777239,0.314328,0.685672,-169.706
-177.89,0.99917,0.333916,3,7,0,179.948,0.730195,0.0248005,1.02511,0.990205,10.6573,0,1,1,1,-2.09074e-05,5.64092e-06,0.734449,0.320196,0.679804,-169.859
-178.594,0.992765,0.333916,3,7,0,178.909,0.498318,0.0128138,1.0129,0.6334,1.45523,0,0,1,0,-0.00226414,0.00113588,0.545236,0.36587,0.63413,-170.141
-177.884,0.986052,0.333916,2,7,0,179.454,0.715573,0.0237242,1.02401,0.545829,1.57447,1,1,1,1,-3.13566e-05,8.91869e-06,0.720783,0.32343,0.67657,-169.841
-177.225,0.970483,0.333916,3,7,0,179.16,0.509538,0.0946493,1.09927,0.587879,4.38706,1,1,1,1,-0.001916,0.000939727,0.552466,0.353154,0.646846,-170.767
-177.693,0.961218,0.333916,3,7,0,178.82,0.802828,0.0683845,1.07078,0.968862,10.5391,0,1,1,0,-1.84803e-06,3.6438e-07,0.8041,0.297128,0.702872,-170.455
-177.538,0.999789,0.333916,2,3,0,177.748,0.78077,0.0763109,1.0793,0.817949,12.0594,1,1,1,0,-4.21002e-06,9.22964e-07,0.782684,0.300536,0.699464,-170.487
-177.293,0.995118,0.333916,3,7,0,177.917,0.72883,0.0994967,1.10461,0.727266,10.9711,0,1,0,0,-2.17344e-05,5.89371e-06,0.733167,0.307924,0.692076,-170.649
-177.563,0.980246,0.333916,3,7,0,178.097,0.636171,0.193221,1.21315,0.348287,3.7906,1,1,0,1,-0.000204813,7.4517e-05,0.64961,0.312636,0.687364,-171.735
-178.348,0.818012,0.333916,3,7,0,180.227,0.711334,0.0134626,1.01355,0.19186,2.45678,1,1,1,0,-3.51223e-05,1.01386e-05,0.716849,0.325957,0.674043,-169.748
-178.168,0.646087,0.333916,3,7,0,185.212,0.579716,0.0159163,1.01604,0.523236,12.5391,0,1,1,0,-0.000607044,0.000255131,0.603206,0.351542,0.648458,-169.906
-177.364,0.998989,0.333916,3,7,0,178.264,0.722021,0.0553379,1.0569,0.399482,1.98469,0,0,1,1,-2.62962e-05,7.30979e-06,0.726792,0.316887,0.683113,-170.152
-177.098,0.998385,0.333916,3,7,0,177.545,0.651086,0.108316,1.1144,0.697366,8.14893,0,1,1,1,-0.000149135,5.20354e-05,0.662521,0.323409,0.676591,-170.678
-177.3,0.989395,0.333916,2,3,0,177.333,0.71136,0.122983,1.13087,0.472173,12.4471,1,1,0,0,-3.50985e-05,1.01308e-05,0.716873,0.307753,0.692247,-170.905
-177.294,1,0.333916,3,7,0,177.382,0.72969,0.0983115,1.10331,0.758641,2.48814,0,1,1,1,-2.121e-05,5.73327e-06,0.733975,0.307938,0.692062,-170.637
-177.45,0.969394,0.333916,3,15,0,178.218,0.637183,0.0372672,1.03797,0.265618,8.7592,0,1,1,0,-0.000200539,7.27589e-05,0.650478,0.337385,0.662615,-169.985
-177.342,0.998552,0.333916,3,7,0,177.537,0.668566,0.155163,1.16785,0.842653,3.28093,1,1,0,1,-0.000100909,3.34446e-05,0.677948,0.31182,0.68818,-171.253
-179.105,0.935114,0.333916,2,7,0,180.325,0.924903,0.0588232,1.06059,0.460174,6.41809,0,1,1,0,-9.3594e-10,7.0286e-11,0.924933,0.272699,0.727301,-170.893
-180.475,0.982651,0.333916,3,7,0,180.63,0.948846,0.0133426,1.01343,0.297238,5.93718,0,1,1,1,-4.44895e-11,2.2758e-12,0.948853,0.276558,0.723442,-170.423
-180.361,1,0.333916,3,7,0,181.261,0.96725,0.0346458,1.03525,0.836557,1.5925,1,1,0,1,-1.2802e-12,4.1927e-14,0.967251,0.268676,0.731324,-170.836
-182.723,0.998564,0.333916,3,7,0,182.882,0.996078,0.102009,1.10739,0.186306,7.94491,0,1,1,1,-5.57469e-20,2.18631e-22,0.996078,0.249169,0.750831,-172.18
-183.401,0.959274,0.333916,3,7,0,184.135,0.997668,0.116956,1.12407,0.629272,3.96561,0,1,1,1,-8.73721e-22,2.03784e-24,0.997668,0.245743,0.754257,-172.476
-182.238,0.913813,0.333916,3,7,0,185.061,0.994565,0.0449253,1.04595,0.352913,10.6844,0,1,1,0,-7.57774e-19,4.11887e-21,0.994565,0.261099,0.738901,-171.203
-182.22,0.996635,0.333916,3,7,0,182.9,0.994278,0.0403898,1.04122,0.32477,9.38885,0,1,0,0,-1.14323e-18,6.54199e-21,0.994278,0.262066,0.737934,-171.131
-177.708,0.99419,0.333916,4,15,0,182.337,0.530322,0.031982,1.0325,0.548873,4.02932,1,1,1,0,-0.00139036,0.000653021,0.566549,0.358122,0.641878,-170.165
-177.77,0.991347,0.333916,3,7,0,178.195,0.546382,0.221628,1.24811,0.307781,5.77192,1,1,1,1,-0.00107352,0.000486965,0.578003,0.327378,0.672622,-172.146
-179.817,0.783398,0.333916,3,15,0,180.045,0.78379,0.00364739,1.00365,0.0959462,2.79893,1,1,1,0,-3.78074e-06,8.17435e-07,0.785605,0.312497,0.687503,-169.719
-180.378,0.999571,0.333916,4,15,0,181.251,0.553748,0.00165795,1.00166,0.611303,9.63459,1,1,1,1,-0.000950247,0.000424049,0.583412,0.358144,0.641856,-169.87
-180.001,0.999616,0.333916,2,3,0,180.399,0.614449,0.00219906,1.0022,0.524535,1.20113,1,1,1,1,-0.000317409,0.000122377,0.631263,0.346981,0.653019,-169.733
-180.008,1,0.333916,1,1,0,180.026,0.616791,0.00217913,1.00218,0.48091,14.5181,0,1,0,1,-0.000303158,0.000116173,0.633213,0.346538,0.653462,-169.729
-178.908,0.972986,0.333916,2,7,0,182.714,0.812927,0.0115076,1.01157,0.702432,7.4425,1,1,0,1,-1.22735e-06,2.29604e-07,0.813966,0.305045,0.694955,-169.852
-177.319,0.999993,0.333916,3,7,0,179.289,0.693138,0.139452,1.14964,0.13045,2.06532,0,0,1,1,-5.60757e-05,1.72075e-05,0.700114,0.308996,0.691004,-171.084
-178.327,0.955564,0.333916,3,7,0,179.392,0.435148,0.243133,1.27524,0.577957,10.9606,1,1,0,1,-0.00539604,0.00304796,0.510097,0.34443,0.65557,-172.785
-177.672,1,0.333916,2,3,0,178.409,0.427966,0.141321,1.15179,0.526169,9.13454,1,1,1,1,-0.00591464,0.00338338,0.506767,0.359651,0.640349,-171.591
-177.516,0.999686,0.333916,3,7,0,177.867,0.510919,0.183036,1.20086,0.925786,14.7742,0,1,1,1,-0.0018765,0.000917763,0.553375,0.34023,0.65977,-171.711
-177.194,1,0.333916,2,3,0,177.514,0.560544,0.142427,1.15307,0.436001,6.39095,1,1,0,1,-0.000847451,0.000372417,0.588486,0.3368,0.6632,-171.126
-177.195,0.994625,0.333916,3,7,0,177.423,0.561621,0.0653442,1.06753,0.176,8.36683,1,1,1,1,-0.000832061,0.000364758,0.589297,0.347918,0.652082,-170.353
-177.163,0.971228,0.333916,3,7,0,178.744,0.529857,0.096846,1.10169,0.823845,4.38581,1,1,0,1,-0.00140062,0.000658492,0.566224,0.349267,0.650733,-170.724
-177.877,0.937833,0.333916,2,7,0,179.322,0.612468,0.0214088,1.02164,0.28075,11.2809,1,1,1,1,-0.000329918,0.000127854,0.629619,0.34459,0.65541,-169.885
-177.417,0.994577,0.333916,3,7,0,178.379,0.594025,0.0402284,1.04105,0.934182,6.72211,1,1,1,0,-0.000468114,0.000190042,0.61456,0.345405,0.654595,-170.071
-177.312,1,0.333916,2,3,0,177.423,0.619315,0.0463293,1.04742,0.991581,13.6538,1,1,1,1,-0.000288412,0.000109794,0.635323,0.339584,0.660416,-170.084
-177.695,0.992646,0.333916,2,7,0,177.777,0.637857,0.0266275,1.02699,0.047073,7.2962,0,1,1,0,-0.000197735,7.16083e-05,0.651057,0.33885,0.66115,-169.894
-177.985,0.993257,0.333916,3,7,0,178.346,0.589919,0.0193343,1.01952,0.829779,0.43303,1,1,1,1,-0.00050486,0.000207033,0.611271,0.34917,0.65083,-169.91
-177.729,0.990803,0.333916,2,7,0,178.17,0.618708,0.0255772,1.02591,0.972715,1.52615,1,0,0,1,-0.000291897,0.000111298,0.634816,0.342773,0.657227,-169.909
-177.328,0.996161,0.333916,2,7,0,178.455,0.540458,0.163228,1.1773,0.585475,9.96197,0,1,0,0,-0.00118232,0.000543327,0.573723,0.33759,0.66241,-171.403
-178.094,0.782555,0.333916,2,5,0,181.65,0.646496,0.016437,1.01657,0.789492,4.8557,1,1,1,0,-0.000164678,5.82144e-05,0.658522,0.338661,0.661339,-169.8
-177.065,0.991631,0.333916,4,15,0,178.781,0.608901,0.0872798,1.0912,0.162051,4.62194,1,1,0,1,-0.000353499,0.000138253,0.626671,0.335494,0.664506,-170.478
-177.233,0.966573,0.333916,1,3,0,177.948,0.648269,0.14479,1.1558,0.938969,8.91147,1,1,1,0,-0.000158515,5.57545e-05,0.660065,0.318057,0.681943,-171.104
-177.387,0.984052,0.333916,3,15,0,177.947,0.746326,0.0671606,1.06947,0.606178,9.94083,0,1,1,1,-1.30071e-05,3.29958e-06,0.749682,0.309652,0.690348,-170.309
-177.83,0.969368,0.333916,2,7,0,179.035,0.80773,0.117381,1.12455,0.280936,4.94709,1,1,1,0,-1.51925e-06,2.92106e-07,0.808885,0.287076,0.712924,-171.109
-180.251,0.96372,0.333916,2,7,0,181.953,0.230819,0.184726,1.20289,0.298062,5.25207,0,1,0,1,-0.0479617,0.0368912,0.48614,0.371198,0.628802,-174.113
-179.573,0.782843,0.333916,3,15,0,184.128,0.58971,0.00350271,1.00351,0.684386,2.03417,1,1,1,1,-0.000506791,0.000207931,0.611105,0.351434,0.648566,-169.791
-178.374,0.980391,0.333916,4,15,0,179.806,0.522007,0.0148271,1.01494,0.602673,11.7134,1,1,0,0,-0.00158359,0.000756946,0.560811,0.361795,0.638205,-170.066
-177.56,0.995194,0.333916,4,15,0,178.695,0.67852,0.0332873,1.03385,0.986336,6.13903,1,1,1,1,-7.99934e-05,2.57163e-05,0.686863,0.329592,0.670408,-169.925
-177.645,0.998848,0.333916,3,7,0,177.827,0.585481,0.0296429,1.03009,0.35229,4.93851,0,1,1,1,-0.000547335,0.000226881,0.607744,0.348539,0.651461,-170.001
-177.259,0.997663,0.333916,3,7,0,177.863,0.516013,0.0745614,1.07741,0.158885,8.25904,0,1,0,1,-0.00173667,0.000840526,0.55676,0.354804,0.645196,-170.563
-177.876,0.986824,0.333916,3,7,0,178.05,0.769165,0.162442,1.17638,0.161124,3.15385,1,1,1,1,-6.2769e-06,1.44893e-06,0.7715,0.287497,0.712503,-171.611
-178.105,0.973991,0.333916,1,1,0,178.12,0.783033,0.175381,1.1917,0.324116,12.3155,0,1,1,1,-3.88465e-06,8.42842e-07,0.784872,0.281845,0.718155,-171.872
-179.615,0.916649,0.333916,2,3,0,180.007,0.840442,0.242083,1.2739,0.147632,6.24852,1,1,0,1,-3.54498e-07,5.6563e-08,0.841003,0.255146,0.744854,-173.463
-177.665,0.923929,0.333916,2,3,0,180.496,0.789018,0.112569,1.11915,0.300286,1.35014,0,0,1,0,-3.1269e-06,6.59719e-07,0.790669,0.292169,0.707831,-170.972
-177.269,0.999938,0.333916,3,7,0,177.815,0.696331,0.127754,1.13627,0.725902,3.95319,1,1,1,0,-5.17673e-05,1.57201e-05,0.703031,0.310287,0.689713,-170.941
-177.187,0.998501,0.333916,3,15,0,177.491,0.54446,0.134408,1.14386,0.735548,13.3728,0,1,1,1,-0.00110785,0.00050467,0.576607,0.341124,0.658876,-171.069
-180.748,0.891669,0.333916,4,15,0,180.919,0.967021,0.0186305,1.01881,0.0294716,11.2644,0,1,1,1,-1.35317e-12,4.46264e-14,0.967022,0.27186,0.72814,-170.61
-180.738,1,0.333916,2,3,0,180.874,0.969369,0.0213212,1.02155,0.282874,9.02836,0,1,0,0,-7.51345e-13,2.30148e-14,0.969369,0.270861,0.729139,-170.663
-178.94,0.988559,0.333916,3,11,0,182.21,0.89121,0.027203,1.02758,0.602507,10.589,1,1,1,1,-1.75088e-08,1.90478e-09,0.891336,0.285791,0.714209,-170.292
-177.925,0.999552,0.333916,2,7,0,179.172,0.820916,0.0490532,1.05028,0.403251,10.4204,1,1,0,1,-8.7347e-07,1.56425e-07,0.821793,0.29669,0.70331,-170.282
-178.171,0.99023,0.333916,3,15,0,178.684,0.777153,0.0218858,1.02213,0.70499,14.4975,1,1,1,1,-4.77905e-06,1.065e-06,0.779192,0.31079,0.68921,-169.886
-177.184,1,0.333916,3,7,0,178.184,0.693254,0.075249,1.07815,0.0381526,10.0673,1,1,1,0,-5.5914e-05,1.71514e-05,0.70022,0.319758,0.680242,-170.336
-177.083,0.998928,0.333916,3,7,0,177.287,0.60175,0.0800035,1.08329,0.155224,11.0769,1,1,1,0,-0.000405159,0.000161355,0.620811,0.338031,0.661969,-170.416
-177.507,0.988223,0.333916,3,7,0,177.617,0.447982,0.0896481,1.09379,0.550085,7.92956,0,1,0,1,-0.00456466,0.00251977,0.516407,0.363583,0.636417,-170.984
-177.76,0.989158,0.333916,3,7,0,178.082,0.797414,0.119332,1.12674,0.0914797,4.11219,1,1,1,1,-2.28121e-06,4.62142e-07,0.798826,0.289036,0.710964,-171.095
-177.475,0.999251,0.333916,4,15,0,178.17,0.681112,0.0379878,1.03872,0.24017,14.6941,1,1,1,1,-7.52035e-05,2.39814e-05,0.6892,0.328317,0.671683,-169.967
-177.155,0.993556,0.333916,2,7,0,178.244,0.658122,0.124113,1.13214,0.790349,9.45937,1,1,1,1,-0.000127761,4.36787e-05,0.668694,0.319317,0.680683,-170.86
-177.172,0.986348,0.333916,2,7,0,177.515,0.622007,0.0606949,1.06257,0.724169,5.1626,1,1,1,0,-0.000273368,0.000103331,0.637582,0.336889,0.663111,-170.21
-178.146,0.980159,0.333916,4,15,0,178.163,0.687451,0.0161258,1.01626,0.68115,4.6265,0,1,1,0,-6.45209e-05,2.0166e-05,0.694937,0.330446,0.669554,-169.772
-178.189,0.999463,0.333916,2,3,0,178.211,0.70311,0.0158382,1.01596,0.360099,11.8285,0,1,1,0,-4.35554e-05,1.29312e-05,0.709253,0.327276,0.672724,-169.768
-177.87,0.989893,0.333916,3,7,0,179.008,0.81407,0.0497132,1.05097,0.856441,9.26829,0,1,1,0,-1.17015e-06,2.17566e-07,0.815084,0.298044,0.701956,-170.269
-178.44,0.997147,0.333916,3,7,0,179.233,0.410982,0.239425,1.27052,0.559419,4.00634,0,1,1,1,-0.0073107,0.00430613,0.499492,0.348571,0.651429,-172.868
-177.557,1,0.333916,2,3,0,178.737,0.499761,0.184238,1.2023,0.463846,1.72024,1,1,0,1,-0.00221656,0.00110881,0.546151,0.342095,0.657905,-171.758
-177.306,0.985573,0.333916,2,3,0,177.847,0.49813,0.13313,1.1424,0.538903,10.1405,1,1,1,1,-0.00227041,0.00113945,0.545118,0.349748,0.650252,-171.186
-178.042,0.941064,0.333916,2,7,0,179.11,0.839203,0.0530682,1.0545,0.485627,11.1584,1,1,1,1,-3.76607e-07,6.05572e-08,0.839782,0.292029,0.707971,-170.392
-179.27,0.989869,0.333916,2,7,0,179.873,0.932223,0.0525964,1.054,0.742353,10.3106,1,1,1,1,-4.15243e-10,2.81439e-11,0.932243,0.272379,0.727621,-170.852
-179.661,0.985608,0.333916,3,7,0,180.957,0.294843,0.0249038,1.02522,0.0036932,1.56146,0,0,1,0,-0.0263301,0.0185668,0.475897,0.386771,0.613229,-171.688
-179.628,0.996074,0.333916,2,3,0,180.165,0.317199,0.0186032,1.01878,0.365458,6.75357,0,1,1,1,-0.021001,0.0143395,0.476516,0.386021,0.613979,-171.404
-179.53,0.985321,0.333916,3,15,0,181.514,0.697909,0.00369826,1.00371,0.102623,0.201654,1,0,0,1,-4.97447e-05,1.50274e-05,0.704477,0.330254,0.669746,-169.665
