lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,logTau,tau,alpha_prior,tau_prior,alpha_prior_preds03,alpha_prior_preds07,alpha_prior_preds09,alpha_post_preds03,alpha_post_preds07,alpha_post_preds09,tau_prior_preds03,tau_prior_preds07,tau_prior_preds09,tau_post_preds03,tau_post_preds07,tau_post_preds09
# Adaptation terminated
# Step size = 0.157107
# Diagonal elements of inverse mass matrix:
# 3.52485, 1.38287
-2.9847,0.998584,0.157107,3,11,0,3.0736,0.696724,0.895707,2.44907,0.788323,1.13394,1,1,1,0,1,1,1,1,1,0,1,1
-3.48384,0.989046,0.157107,3,7,0,4.61652,0.436334,1.89935,6.68156,0.399509,0.947315,1,0,1,0,0,1,0,1,0,1,1,1
-3.78428,0.994062,0.157107,4,15,0,4.51782,0.859889,0.550011,1.73327,0.101951,1.20701,1,1,1,0,1,0,1,0,1,0,0,1
-5.37986,0.996033,0.157107,4,15,0,5.63305,0.980132,1.15263,3.1665,0.499212,0.461244,1,1,1,0,1,1,0,1,1,0,1,1
-3.31239,0.996716,0.157107,4,15,0,6.10493,0.692075,0.481049,1.61777,-0.0115772,0.817724,1,1,1,0,0,1,0,1,1,1,1,1
-3.15312,1,0.157107,3,7,0,3.33632,0.686416,0.59315,1.80968,1.02163,0.092595,1,1,1,0,1,1,0,0,1,0,0,0
-3.3543,0.99958,0.157107,4,15,0,3.46666,0.610366,0.398659,1.48983,0.451459,0.536944,0,0,1,0,1,1,0,1,1,0,0,1
-3.88777,0.997251,0.157107,4,15,0,4.13358,0.866431,0.503912,1.65518,0.254003,0.763898,1,1,1,1,1,1,0,1,1,0,0,1
-3.39994,0.999805,0.157107,4,15,0,4.18467,0.421586,1.82974,6.23228,0.862823,0.623651,0,0,1,1,1,0,1,0,1,0,1,1
-3.18259,1,0.157107,4,15,0,3.76913,0.223462,0.891517,2.43883,1.14246,0.100977,1,1,1,0,1,1,0,0,1,0,0,1
-2.87818,0.999741,0.157107,3,15,0,3.30533,0.387596,1.14857,3.15369,0.423023,0.561968,0,1,1,0,1,0,1,1,1,1,0,1
-3.24733,0.992295,0.157107,3,15,0,3.67605,0.332749,0.496498,1.64296,-1.15281,1.42855,1,0,0,0,1,0,1,1,0,0,1,1
-3.57875,0.996579,0.157107,4,31,0,4.276,0.849007,0.694665,2.00304,0.757358,1.02546,0,1,1,0,1,1,0,0,1,1,1,1
-4.08903,0.998048,0.157107,4,15,0,4.87114,0.0980886,0.553262,1.73892,0.993763,1.0931,0,1,1,1,1,0,0,1,1,1,0,1
-3.67329,0.999624,0.157107,4,31,0,4.77266,0.725939,1.88277,6.57165,0.307281,-0.0473957,1,1,1,1,1,1,0,1,1,0,1,1
-3.91123,0.990049,0.157107,2,3,0,3.98731,0.737722,2.02827,7.60093,0.333066,0.755315,0,0,0,0,1,1,0,0,1,0,1,1
-2.91882,1,0.157107,4,15,0,3.89556,0.652962,0.878857,2.40815,-0.975617,0.148758,0,0,0,1,0,1,1,1,0,0,1,1
-4.88715,0.984209,0.157107,4,15,0,5.12068,0.544904,0.0764672,1.07947,1.03454,0.779884,0,1,1,0,1,1,0,1,1,1,1,0
-5.44604,0.992906,0.157107,4,19,0,6.29577,0.576207,0.0443197,1.04532,1.96756,0.783708,0,0,1,0,0,1,0,1,1,1,1,1
-5.77444,0.999581,0.157107,5,31,0,6.39697,0.572209,0.0318211,1.03233,1.56022,0.844346,0,1,1,0,0,1,1,1,1,1,0,1
-5.70175,0.999812,0.157107,3,7,0,5.81013,0.60211,0.0349684,1.03559,1.20812,0.951539,0,0,1,1,1,1,0,1,1,0,0,1
-6.23329,0.986077,0.157107,5,31,0,8.13597,0.965126,0.147797,1.15928,0.450271,0.239812,0,0,1,1,0,1,0,0,0,1,1,0
-5.42873,0.999766,0.157107,2,5,0,6.65911,0.937596,0.191493,1.21106,0.132966,1.16247,0,1,1,0,0,1,0,1,1,0,1,1
-5.98316,0.99949,0.157107,4,15,0,6.19881,0.971741,0.236644,1.26699,-0.586313,0.254289,1,0,0,1,0,1,1,0,0,0,1,1
-6.1148,0.99998,0.157107,4,15,0,6.4036,0.971347,0.203185,1.2253,0.469637,0.213775,1,1,1,0,0,1,1,1,1,0,1,1
-7.04216,0.998782,0.157107,2,7,0,7.59523,0.985772,0.158209,1.17141,0.21217,0.15238,0,1,0,1,1,1,0,0,1,0,0,1
-6.49465,0.999685,0.157107,2,7,0,8.13486,0.979578,0.192956,1.21283,0.679496,-0.163615,0,0,0,1,1,1,1,1,1,0,0,1
-6.3719,0.999993,0.157107,3,7,0,6.60261,0.974681,0.176302,1.1928,-0.241925,0.503843,0,0,0,0,0,0,0,1,0,1,0,1
-4.35605,0.997661,0.157107,4,19,0,6.6633,0.0697049,0.590277,1.80449,0.0946517,0.535699,1,0,0,0,1,1,1,0,1,0,1,0
-3.86404,0.999895,0.157107,4,31,0,4.91688,0.904082,0.997448,2.71135,0.903374,1.04511,0,1,1,0,0,1,1,0,1,0,1,1
-3.01618,0.999842,0.157107,4,15,0,4.11469,0.662613,0.703481,2.02077,-0.116069,0.408054,1,0,1,1,1,1,0,0,0,0,1,1
-2.91915,0.999814,0.157107,3,7,0,3.09187,0.544862,0.694362,2.00243,0.0804899,0.530636,0,0,1,1,1,1,1,1,0,1,0,1
-3.02212,0.998932,0.157107,4,15,0,3.21734,0.343444,0.68403,1.98185,0.3145,0.649948,0,1,1,0,1,1,1,0,1,0,1,1
-2.85632,0.998672,0.157107,4,15,0,3.44019,0.449372,1.2083,3.34777,1.45045,0.855601,1,1,1,1,1,1,0,0,0,0,1,1
-2.94255,0.996154,0.157107,3,15,0,3.23887,0.62283,0.739729,2.09537,0.838059,-0.187818,0,1,1,0,0,1,0,1,1,1,1,0
-2.81834,0.988632,0.157107,3,15,0,5.08217,0.487528,0.890411,2.43613,0.350613,0.651186,0,1,1,1,1,1,0,1,0,0,1,1
-4.73109,0.972201,0.157107,5,31,0,6.08877,0.491264,0.0887788,1.09284,0.439872,-0.110807,0,0,0,0,0,1,0,1,1,0,1,1
-4.66272,0.999995,0.157107,3,7,0,4.78266,0.48095,0.0952259,1.09991,0.204373,0.00199144,1,1,0,0,1,0,1,1,0,0,0,0
-8.59735,0.996776,0.157107,5,31,0,9.12832,0.444794,0.00187368,1.00188,0.485939,0.293061,0,0,0,0,1,1,0,1,1,0,1,1
-9.16246,0.999555,0.157107,3,15,0,9.31221,0.569665,0.00107265,1.00107,0.904393,-0.190391,1,1,1,0,0,1,0,1,1,0,1,1
-9.56214,0.996965,0.157107,4,15,0,10.0644,0.179865,0.00119529,1.0012,0.381783,0.222932,1,0,1,1,0,1,1,0,1,0,1,0
-9.01461,0.99999,0.157107,3,7,0,9.58515,0.221915,0.00176556,1.00177,1.23897,0.341576,0,1,1,1,1,0,0,1,1,1,0,1
-7.11051,0.999535,0.157107,4,31,0,10.8219,0.176599,0.0140759,1.01418,1.52239,0.165133,0,1,1,0,1,0,0,1,1,1,0,0
-7.25198,0.999534,0.157107,3,7,0,7.3001,0.145303,0.0143071,1.01441,0.181526,0.245968,0,1,1,1,1,1,0,1,1,1,1,0
-4.41522,0.996786,0.157107,4,31,0,7.57657,0.366156,0.131736,1.14081,-0.516306,-0.0357946,1,0,0,0,1,1,1,1,0,1,1,1
-4.39728,0.994121,0.157107,5,31,0,6.25169,0.274602,0.156833,1.1698,1.0756,0.258281,1,0,1,0,0,1,1,0,1,0,0,0
-4.44281,0.999957,0.157107,3,7,0,4.48223,0.277993,0.148532,1.16013,0.477116,0.395027,1,0,1,0,1,1,1,1,0,1,0,1
-3.47441,0.997214,0.157107,4,15,0,4.9859,0.184607,0.628566,1.87492,1.26009,0.55124,1,1,1,0,1,1,0,1,1,1,1,0
-3.5914,0.999562,0.157107,4,15,0,3.9147,0.208302,1.65919,5.25503,0.5344,0.166711,1,0,0,1,0,0,1,1,1,0,1,1
-3.76201,0.99727,0.157107,2,3,0,3.81387,0.178065,1.70627,5.50836,0.524485,-0.0522727,0,0,1,0,1,1,0,1,1,1,0,1
-4.23405,0.966819,0.157107,4,15,0,5.08339,0.503262,0.146903,1.15824,0.627396,0.39152,1,1,1,0,1,1,0,0,1,1,1,1
-3.65706,0.999219,0.157107,4,15,0,4.42657,0.298588,0.325719,1.38503,0.854488,0.423449,1,0,1,0,0,1,1,1,1,1,1,1
-4.96466,0.993441,0.157107,4,15,0,5.38615,0.942132,1.88044,6.55641,0.259085,1.07359,0,1,1,0,0,1,0,0,0,0,1,1
-5.0485,0.998515,0.157107,2,3,0,5.0576,0.942864,1.93246,6.90651,0.202815,0.906722,0,1,1,0,1,1,1,0,1,0,1,1
-4.77327,0.999738,0.157107,3,7,0,5.28178,0.953611,1.5196,4.57039,0.891018,0.846765,1,1,1,1,1,1,1,1,1,0,1,1
-3.49917,0.983927,0.157107,4,15,0,7.77075,0.848391,0.833814,2.30208,0.464364,0.655642,1,1,0,0,1,1,0,1,1,0,1,1
-3.04824,0.999691,0.157107,3,7,0,3.62481,0.718669,1.18011,3.25473,0.560397,0.228797,1,0,0,0,0,0,0,1,1,1,0,1
-3.42444,0.963481,0.157107,2,7,0,5.76755,0.563466,0.353254,1.42369,0.327866,0.547234,1,1,1,0,1,1,0,0,1,1,0,1
-3.25553,0.999074,0.157107,3,15,0,3.60255,0.334752,0.489205,1.63102,-0.300527,0.52137,0,0,1,0,1,1,1,1,0,1,1,1
-3.13299,0.999969,0.157107,4,15,0,3.44228,0.57312,0.508112,1.66215,0.917835,0.171797,0,0,1,1,1,1,0,1,1,1,1,1
-3.19819,0.999377,0.157107,4,23,0,3.40025,0.315318,0.552224,1.73711,0.366725,0.137433,1,1,0,0,1,0,0,0,0,0,1,1
-3.16087,0.999721,0.157107,4,15,0,3.30716,0.538559,1.63958,5.15299,0.664816,0.559488,0,1,1,1,1,0,0,0,1,0,1,1
-3.95544,0.990937,0.157107,4,15,0,4.63195,0.0887327,0.857273,2.35673,1.04105,0.885109,0,1,1,0,0,1,0,0,0,1,1,0
-3.93399,0.999086,0.157107,3,7,0,4.26206,0.0969663,0.732347,2.07996,0.840977,0.434413,1,1,1,1,1,0,1,1,1,1,0,1
-3.06854,0.999658,0.157107,4,15,0,4.32306,0.731819,0.857823,2.35802,1.53088,1.50587,1,1,1,0,1,1,0,1,1,0,0,1
-3.22946,0.997757,0.157107,3,15,0,3.66153,0.786091,0.838642,2.31322,-0.234549,1.14255,0,1,0,0,0,0,0,0,0,0,1,1
-2.81077,0.997272,0.157107,4,31,0,4.19717,0.477402,0.941465,2.56373,1.07093,0.631329,1,1,1,0,1,1,0,0,1,1,1,1
-3.72085,0.99089,0.157107,4,15,0,4.27053,0.12254,1.27906,3.59325,0.253749,0.396792,1,0,0,0,1,0,0,0,1,0,1,0
-3.56527,0.998489,0.157107,4,19,0,4.54518,0.864317,0.945039,2.57291,0.936529,0.175897,0,0,1,0,0,0,0,1,1,0,1,1
-3.09517,0.998358,0.157107,2,7,0,4.1367,0.750806,0.990208,2.6918,0.549116,0.757492,0,0,1,1,1,0,1,1,1,0,1,1
-3.16824,0.999471,0.157107,2,3,0,3.17696,0.775484,1.03513,2.81546,-0.375858,0.155071,1,0,0,0,1,1,1,0,0,0,1,1
-2.82952,0.999493,0.157107,3,15,0,3.39079,0.54746,0.879224,2.40903,0.598023,0.741883,1,0,1,1,1,0,0,0,1,0,0,1
-4.47037,0.976878,0.157107,3,7,0,6.79478,0.919052,1.73411,5.66389,0.863007,0.949508,0,1,1,1,1,1,1,1,1,0,1,1
-5.1917,0.978243,0.157107,3,7,0,5.60084,0.907912,2.28873,9.86239,0.40855,0.572295,0,1,1,0,0,0,0,1,1,0,1,1
-3.41245,0.959379,0.157107,3,15,0,6.77748,0.836522,1.06336,2.89608,1.0335,0.500982,0,1,1,0,0,1,0,1,1,0,0,1
-2.87899,0.998657,0.157107,3,15,0,4.00932,0.618918,0.878097,2.40632,0.22895,0.738891,1,0,1,0,1,1,1,0,0,1,1,1
-2.99652,0.998447,0.157107,4,15,0,3.22907,0.332643,0.744025,2.10439,1.22354,1.01836,1,1,1,0,1,1,1,0,1,0,0,1
-3.11757,0.999471,0.157107,4,15,0,3.25623,0.3658,1.52125,4.57794,-0.0539738,0.439511,1,0,0,1,0,1,1,1,0,0,1,1
-3.43304,0.986961,0.157107,3,11,0,3.78063,0.548476,0.347105,1.41497,0.546623,1.52891,0,0,1,0,0,1,1,1,1,0,1,0
-3.16884,0.999124,0.157107,3,15,0,3.46382,0.449098,0.477504,1.61205,0.153935,-0.804094,0,1,0,0,1,1,1,1,0,1,1,1
-3.9648,0.992107,0.157107,5,31,0,5.3637,0.901894,0.674958,1.96395,-0.114999,-1.00567,0,0,1,0,0,1,0,0,1,0,0,1
-3.53682,0.999673,0.157107,4,31,0,4.49791,0.189632,0.553289,1.73896,-0.71076,0.708436,1,1,0,0,1,1,1,0,0,1,1,1
-3.34553,0.999998,0.157107,4,15,0,3.71164,0.180312,0.881314,2.41407,1.24366,0.0468517,0,1,1,1,0,0,0,1,1,0,1,1
-3.51664,0.99609,0.157107,2,7,0,4.20778,0.143424,1.03085,2.80344,0.69547,0.475834,0,0,1,0,1,1,0,1,1,1,1,1
-3.57196,0.999953,0.157107,5,31,0,3.59038,0.134316,0.965158,2.6252,1.39343,0.635424,0,1,1,1,1,1,0,0,1,0,1,0
-3.61719,0.995905,0.157107,3,7,0,4.13689,0.209831,1.68815,5.40944,-0.0581163,0.592465,1,0,0,0,1,0,0,0,0,0,1,1
-4.256,0.911625,0.157107,4,15,0,7.30501,0.702502,0.172612,1.1884,1.07641,1.43908,0,1,1,1,1,1,0,1,1,0,1,1
-4.6066,0.996366,0.157107,4,15,0,5.63453,0.276385,0.126155,1.13446,0.772097,0.652457,0,0,1,0,1,1,0,0,1,1,1,0
-3.81746,0.996892,0.157107,3,15,0,4.64364,0.359609,0.246675,1.27976,0.227724,1.14432,0,1,1,0,1,1,0,1,1,0,1,0
-3.52524,1,0.157107,4,15,0,4.09861,0.645839,0.342131,1.40794,0.920972,0.221678,0,1,1,0,1,1,0,1,1,1,0,1
-3.63471,0.999741,0.157107,4,15,0,3.75841,0.656574,0.307599,1.36016,0.486748,0.263567,1,1,1,0,1,1,0,1,1,0,1,1
-3.90717,0.996292,0.157107,4,15,0,4.62245,0.888903,0.617112,1.85357,-0.111658,1.03047,0,0,1,0,0,1,0,0,0,1,1,1
-7.29667,0.986936,0.157107,3,15,0,7.65602,0.989979,0.173867,1.1899,1.07558,0.510714,0,0,1,0,0,0,0,1,1,0,0,1
-5.80812,0.999981,0.157107,4,15,0,8.38996,0.950376,0.161713,1.17552,0.667096,-0.539842,0,1,1,0,1,1,1,1,1,0,0,1
-5.70051,0.999951,0.157107,4,15,0,6.098,0.96064,0.227514,1.25548,0.682202,-0.314543,0,0,1,1,1,0,0,1,1,0,1,1
-3.55263,0.999885,0.157107,4,15,0,6.0052,0.335843,1.87808,6.54094,-0.0889085,-0.339696,1,0,0,0,1,1,0,0,0,0,1,1
-3.34961,0.974705,0.157107,4,15,0,5.53697,0.755931,0.556797,1.74507,0.277423,-0.0793504,0,1,1,0,1,0,1,1,0,1,1,0
-4.90078,0.985146,0.157107,3,11,0,6.85602,0.258484,0.0977752,1.10271,0.40546,-0.366589,1,1,1,0,1,0,0,1,1,0,0,0
-4.14214,0.99992,0.157107,4,15,0,5.03098,0.264868,0.209063,1.23252,1.06847,0.0855159,0,1,1,0,1,0,0,1,0,1,0,1
-4.12222,0.999926,0.157107,4,15,0,4.64634,0.760766,0.229174,1.25756,0.251477,0.23314,0,1,1,0,1,1,1,0,1,0,1,1
-3.25689,0.999953,0.157107,4,15,0,4.33445,0.637314,0.465353,1.59258,1.05863,1.00613,1,1,1,1,0,1,0,1,1,0,0,1
-3.81145,0.990905,0.157107,5,31,0,5.78024,0.327462,0.260404,1.29745,0.789631,0.139032,0,1,1,0,1,1,0,1,1,0,1,1
-3.87515,0.998167,0.157107,4,15,0,4.09039,0.484731,2.1637,8.70329,0.46461,0.26436,1,1,0,0,0,0,0,0,1,1,1,0
-3.68206,0.998143,0.157107,3,7,0,4.03047,0.464186,2.04247,7.70963,0.530718,0.619978,0,1,0,1,0,1,0,1,1,0,1,1
-4.05477,1,0.157107,4,15,0,5.04779,0.085694,0.717673,2.04966,0.651601,0.014247,0,1,1,0,0,0,0,1,1,1,1,1
-4.16737,0.999727,0.157107,2,3,0,4.17282,0.0755493,0.721189,2.05688,0.513195,0.101909,0,1,1,0,1,1,0,1,1,0,0,1
-3.31469,0.999442,0.157107,4,31,0,4.73353,0.769627,1.43146,4.18482,-0.281802,1.13268,0,0,1,1,1,1,1,1,0,0,1,1
-3.09228,0.996361,0.157107,3,15,0,4.70641,0.286315,1.30511,3.6881,1.1413,0.827318,0,0,1,0,1,1,0,0,1,0,0,1
-2.86555,0.999919,0.157107,4,15,0,3.13526,0.421854,1.19421,3.30094,0.707786,0.275303,0,0,1,0,1,0,0,1,1,0,1,1
-4.84902,0.96997,0.157107,5,31,0,5.199,0.61475,0.0832245,1.08679,0.840634,0.654446,0,0,1,0,1,1,0,1,1,0,1,1
-4.81649,0.993503,0.157107,4,31,0,6.08227,0.924521,0.304588,1.35607,0.574575,0.18021,0,1,1,0,1,1,0,1,1,0,0,0
-2.8413,0.998442,0.157107,4,15,0,5.46335,0.415794,0.915859,2.49892,0.952936,0.55184,0,1,1,1,1,1,1,1,1,0,1,1
-2.81699,0.991415,0.157107,3,15,0,4.28311,0.541822,0.93198,2.53953,0.257683,0.96052,0,1,1,0,1,1,0,1,1,0,1,1
-3.36041,0.995437,0.157107,3,11,0,3.51056,0.175084,0.920409,2.51032,1.36567,1.22863,1,1,1,0,0,0,1,1,1,0,0,1
-3.25596,0.994564,0.157107,3,15,0,4.54803,0.538449,1.72693,5.62334,0.487022,0.803602,0,1,1,1,1,1,0,0,0,1,1,0
-4.51833,0.995577,0.157107,4,15,0,4.88106,0.944602,0.642061,1.90039,-0.148388,0.144545,0,0,0,0,1,1,0,1,1,0,1,1
-3.79532,1,0.157107,4,15,0,4.82555,0.862653,1.52795,4.60874,0.889468,0.731714,0,0,1,1,1,1,1,1,0,0,1,1
-3.2068,0.983537,0.157107,2,7,0,4.86091,0.784646,0.902365,2.46543,0.408569,0.582257,0,0,1,1,1,1,1,1,1,0,0,1
-4.87635,0.987796,0.157107,3,7,0,4.95361,0.779277,2.4945,12.1157,-0.466738,0.0956977,0,0,0,1,1,1,1,1,0,1,0,1
-7.00795,0.998937,0.157107,4,15,0,8.05054,0.978181,0.106854,1.11277,0.479489,0.129676,1,0,1,0,1,1,0,0,1,1,0,1
-5.5653,0.989761,0.157107,3,15,0,9.8551,0.982659,0.741194,2.09844,1.1582,-0.00547826,0,1,1,0,0,1,0,1,1,1,0,1
-3.93195,0.999997,0.157107,3,11,0,5.67179,0.909717,0.885833,2.425,1.00048,-0.213239,0,1,1,1,0,1,1,1,1,0,1,1
-4.14703,0.999914,0.157107,5,31,0,4.17396,0.0703707,0.9664,2.62847,0.457062,0.499063,0,1,1,0,0,1,0,1,1,0,0,0
-4.28022,0.999503,0.157107,4,19,0,4.62884,0.939076,0.98278,2.67187,0.75404,0.512136,0,1,1,0,1,1,0,0,0,0,1,1
-4.70452,0.909884,0.157107,3,7,0,10.6891,0.946767,0.513884,1.67177,0.338986,-0.259049,0,0,0,1,1,1,0,1,0,0,0,1
-3.61511,0.998613,0.157107,3,15,0,5.86973,0.695105,0.336912,1.40062,-0.435188,0.113079,1,0,0,0,0,1,1,1,0,0,0,0
-4.37448,0.996173,0.157107,3,15,0,4.994,0.290405,0.155055,1.16772,0.111371,0.195658,1,1,0,1,0,1,1,0,0,0,1,0
-4.40182,0.993221,0.157107,4,15,0,5.78906,0.236571,2.27805,9.75766,0.780393,0.362076,0,0,1,0,0,1,1,1,1,0,1,1
-3.90713,1,0.157107,4,15,0,4.70048,0.38292,0.218347,1.24402,0.440866,0.423684,1,0,1,1,0,1,1,1,1,1,0,0
-2.85123,0.990938,0.157107,3,11,0,5.48487,0.395252,1.03363,2.81124,1.22324,-0.0955627,0,0,1,0,0,1,0,1,1,1,1,1
-3.35079,0.995594,0.157107,4,15,0,3.57708,0.794208,1.36514,3.91628,-0.311,1.17993,0,0,0,1,0,0,1,0,0,0,1,0
-3.31657,0.999939,0.157107,4,15,0,3.40812,0.220472,0.656215,1.92748,0.617082,-0.135339,1,1,1,0,1,1,0,1,1,0,0,0
-3.40446,0.999009,0.157107,4,15,0,3.879,0.445506,0.35966,1.43284,0.129237,0.929893,1,1,1,0,1,1,1,1,1,0,0,1
-3.56756,0.999359,0.157107,3,7,0,3.59726,0.373322,0.318099,1.37451,1.33083,-0.243452,0,0,1,1,0,0,0,1,1,0,1,0
-4.03085,0.998986,0.157107,4,15,0,4.29809,0.740579,0.238383,1.2692,0.42085,0.524642,1,1,1,1,1,0,1,1,0,0,1,1
-4.09752,0.999877,0.157107,2,3,0,4.10217,0.746635,0.225827,1.25336,0.968524,1.06605,0,1,1,0,0,1,0,0,1,0,1,1
-3.56052,0.997865,0.157107,4,15,0,4.44049,0.407329,1.94086,6.96471,-0.160233,0.678901,0,1,1,0,0,1,0,0,0,1,1,0
-2.82463,0.999208,0.157107,3,7,0,3.72737,0.51882,1.13694,3.11722,0.0997562,0.93393,0,0,0,0,1,1,1,0,0,0,1,1
-3.03386,0.997796,0.157107,3,9,0,3.09033,0.327307,0.700102,2.01396,0.982026,0.680007,0,1,1,0,0,1,0,1,1,0,1,1
-3.68612,0.9936,0.157107,2,7,0,4.01639,0.176661,0.486237,1.62618,0.339084,0.291961,0,0,0,0,1,1,0,0,1,0,1,1
-3.39918,0.999168,0.157107,4,15,0,4.14428,0.557642,1.83809,6.28455,0.985549,0.551891,0,1,1,0,1,1,0,1,1,1,1,1
-3.1436,0.999871,0.157107,4,31,0,3.81589,0.373106,1.55965,4.75717,0.280233,0.593811,1,1,1,0,1,0,1,0,0,0,0,1
-2.91129,0.998427,0.157107,3,7,0,3.3159,0.341411,1.00559,2.73353,0.697564,0.516287,0,0,1,0,1,1,1,1,0,0,1,1
-3.18877,0.996108,0.157107,3,11,0,3.61751,0.223784,0.863984,2.3726,0.799353,0.578496,0,1,1,0,0,0,0,1,1,0,0,1
-3.43459,0.997519,0.157107,3,7,0,3.64562,0.276485,1.69282,5.43478,0.428803,0.642572,0,1,0,1,0,1,1,1,0,0,1,1
-4.64235,0.985686,0.157107,4,15,0,5.29439,0.0635397,0.44892,1.56662,1.22487,0.555788,0,1,1,0,1,0,0,0,1,1,0,1
-4.59854,0.997129,0.157107,3,15,0,6.6197,0.828676,0.180657,1.198,0.195446,-0.169465,0,1,0,0,1,0,0,0,1,1,1,1
-8.43907,0.985706,0.157107,3,15,0,8.6494,0.993052,0.0788029,1.08199,0.780716,0.635446,0,1,1,0,0,1,1,1,1,0,0,1
-8.50754,0.997975,0.157107,4,15,0,10.9773,0.999,1.44968,4.26175,0.626758,0.91903,0,0,1,0,1,1,0,1,1,0,0,1
-3.90915,0.999998,0.157107,4,31,0,10.0697,0.106483,0.654743,1.92465,0.554482,-0.740944,0,1,0,1,1,0,0,1,1,1,1,1
-7.22553,0.984141,0.157107,3,15,0,8.17536,0.0112062,0.166943,1.18169,0.666669,0.241874,1,1,1,0,1,0,0,1,1,1,0,0
-6.02182,0.993055,0.157107,3,15,0,9.35216,0.194943,0.0387648,1.03953,0.429167,0.990378,1,1,0,1,0,1,1,1,0,0,1,1
-5.92106,0.999946,0.157107,3,7,0,6.06034,0.197926,0.0423913,1.0433,0.182516,1.18595,1,1,0,0,0,0,0,0,0,1,1,1
-7.55966,0.999998,0.157107,4,31,0,8.23866,0.48811,0.00522734,1.00524,1.0174,0.892422,0,1,1,0,0,1,0,1,0,0,0,1
-6.21395,0.999298,0.157107,4,23,0,8.88576,0.627275,0.0214614,1.02169,-0.317033,0.645833,1,1,0,0,0,0,0,0,1,0,0,1
-5.48486,0.99944,0.157107,4,15,0,6.49161,0.722876,0.051987,1.05336,0.387522,0.1486,1,1,0,0,1,1,0,1,1,1,1,1
-4.58108,0.999481,0.157107,4,15,0,5.67865,0.317902,0.119261,1.12666,0.249262,0.696134,1,0,0,0,1,1,0,1,1,0,0,0
-4.62375,0.999986,0.157107,4,15,0,5.0086,0.641912,0.107664,1.11367,0.762083,0.763371,1,1,0,0,0,1,0,0,1,1,1,1
-2.96004,0.989585,0.157107,3,11,0,6.20911,0.346095,1.24362,3.46813,0.319364,0.154291,1,0,1,0,1,1,1,0,0,1,1,1
-2.85726,0.999863,0.157107,3,11,0,3.00239,0.565324,0.819598,2.26959,2.08095,1.19634,0,0,1,1,1,1,0,0,1,1,1,1
-2.99058,0.999295,0.157107,4,15,0,3.04316,0.29476,0.971286,2.64134,0.650265,-0.0852776,1,0,1,1,0,1,1,1,0,1,0,0
-4.79176,0.983134,0.157107,4,15,0,4.99963,0.134936,0.181136,1.19858,0.685414,-0.210554,0,0,1,0,0,1,0,1,1,0,1,0
-3.21875,0.999975,0.157107,4,15,0,4.92423,0.255718,0.651397,1.91822,1.18047,-0.353782,0,1,1,0,1,0,0,0,1,1,0,0
-3.5999,0.998468,0.157107,4,15,0,3.95627,0.869268,1.08012,2.94505,0.267338,0.793176,0,1,1,0,1,1,1,1,1,0,1,1
-3.33846,0.995361,0.157107,3,15,0,5.37971,0.239149,1.49519,4.46016,0.107163,-0.206175,1,0,1,0,0,1,1,0,0,1,1,1
-3.40328,0.933964,0.157107,2,7,0,6.93947,0.442889,0.360637,1.43424,0.739148,1.18854,1,1,0,0,1,1,0,0,1,0,0,1
-3.10546,0.996968,0.157107,3,15,0,4.71864,0.259234,0.815621,2.26058,0.787269,-0.136977,0,1,1,1,1,1,0,1,1,1,1,1
-3.74107,0.996816,0.157107,4,15,0,4.067,0.889789,0.997039,2.71024,0.265392,0.629665,0,1,1,1,1,1,0,0,0,0,1,1
-3.18418,0.999516,0.157107,4,15,0,3.99036,0.721966,0.63108,1.87964,0.390025,0.899506,0,1,1,1,1,1,0,0,0,1,0,1
-4.55814,0.991523,0.157107,4,15,0,5.19958,0.94471,0.603467,1.82845,0.841458,0.532505,0,1,1,0,1,1,1,1,0,0,1,1
-5.20101,0.972526,0.157107,2,5,0,8.2791,0.971484,1.47084,4.35287,0.461185,1.00067,0,1,1,0,0,0,0,1,1,1,1,1
-3.01538,1,0.157107,3,15,0,6.67252,0.707675,1.14745,3.15014,1.24184,0.002727,0,1,1,0,0,1,0,0,1,1,0,1
-2.99988,0.999367,0.157107,4,15,0,3.19259,0.638289,0.682283,1.97839,0.699401,1.09715,0,0,1,0,1,0,0,1,1,1,1,1
-3.4591,0.981902,0.157107,4,31,0,6.60793,0.167139,1.27188,3.56757,0.545599,0.475236,0,1,0,1,1,1,1,0,1,0,0,1
-3.75825,0.997114,0.157107,2,3,0,3.76229,0.12766,1.4012,4.06007,1.11827,0.912036,1,1,1,0,1,1,0,1,1,0,1,1
-3.53844,0.992389,0.157107,4,23,0,5.28354,0.859989,1.05179,2.86276,-0.317987,-0.134502,1,0,0,0,0,1,1,0,0,0,1,1
-3.2837,0.999875,0.157107,3,7,0,3.61396,0.803278,0.862936,2.37011,0.205293,0.474716,0,1,1,1,0,1,1,0,1,0,1,1
-2.89628,0.999634,0.157107,3,15,0,3.55168,0.395695,1.223,3.39736,0.855676,0.451876,1,1,1,1,1,1,0,0,1,0,1,1
-3.58934,0.990745,0.157107,4,15,0,3.69185,0.295589,0.353958,1.4247,0.412614,1.10903,0,1,1,1,0,0,0,1,0,0,1,1
-3.30252,0.999746,0.157107,4,15,0,3.85492,0.602125,0.420527,1.52276,0.790504,0.0516694,1,1,1,1,1,1,1,1,1,0,1,0
