lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,logTau,tau,alpha_prior,tau_prior,alpha_prior_preds03,alpha_prior_preds07,alpha_prior_preds09,alpha_post_preds03,alpha_post_preds07,alpha_post_preds09,tau_prior_preds03,tau_prior_preds07,tau_prior_preds09,tau_post_preds03,tau_post_preds07,tau_post_preds09
# Adaptation terminated
# Step size = 0.157107
# Diagonal elements of inverse mass matrix:
# 3.52485, 1.38287
-3.89262,0.989984,0.157107,3,7,0,5.05867,0.4178,2.15841,8.65735,0.867615,-0.277775,1,0,1,1,1,1,1,1,1,0,0,1
-3.77184,0.997489,0.157107,3,7,0,4.08538,0.41968,2.08601,8.05272,0.119448,0.396738,0,0,1,0,1,1,1,1,0,0,1,1
-4.6455,0.959407,0.157107,2,3,0,4.82183,0.358572,2.52279,12.4634,0.510341,-0.564334,0,1,0,0,1,1,1,1,1,0,1,1
-4.9192,0.99925,0.157107,4,15,0,5.60665,0.186219,0.121729,1.12945,0.364315,1.15218,1,0,1,1,0,1,1,0,1,1,1,0
-3.78493,0.999969,0.157107,3,7,0,4.97341,0.284915,0.291542,1.33849,-0.393535,0.446399,1,0,0,1,0,0,0,0,0,1,1,0
-3.21045,0.999634,0.157107,4,15,0,4.35223,0.773355,0.785117,2.19266,0.676057,1.35863,1,0,1,0,1,1,0,1,1,0,1,1
-4.24436,0.991617,0.157107,4,15,0,4.63463,0.216802,0.216801,1.2421,0.688252,1.21067,0,1,1,0,1,1,0,1,1,0,0,0
-4.24412,0.999969,0.157107,4,15,0,4.44597,0.241024,0.200605,1.22214,0.34955,0.139403,1,1,1,1,0,0,1,0,1,0,1,1
-5.43386,0.994377,0.157107,4,15,0,5.8021,0.497846,2.89543,18.0912,0.669254,0.297619,1,1,1,1,0,1,1,1,1,0,1,1
-2.93613,1,0.157107,3,7,0,5.70887,0.33413,1.1219,3.07067,0.95425,0.0889532,0,1,1,0,1,1,0,0,1,1,0,1
-3.06317,0.995192,0.157107,3,15,0,3.93198,0.735466,1.086,2.96241,-0.324123,0.712973,1,1,0,0,0,1,1,1,0,1,1,1
-3.15689,0.998672,0.157107,2,7,0,3.31068,0.770159,1.08123,2.9483,0.14608,0.83768,0,1,1,1,1,1,1,1,0,0,0,1
-3.05376,0.99529,0.157107,2,7,0,3.72913,0.73163,0.917785,2.50374,0.0887318,-0.323336,0,1,1,0,1,1,0,1,1,0,1,1
-5.21971,0.980477,0.157107,4,15,0,5.62819,0.863878,0.116077,1.12308,-0.192494,0.468566,0,1,1,0,0,1,0,0,0,0,0,1
-4.57527,0.993811,0.157107,3,15,0,6.71159,0.868862,0.232903,1.26226,0.833332,0.0306401,1,0,1,0,0,1,0,1,1,1,0,0
-4.18816,0.999903,0.157107,4,15,0,5.41463,0.158,0.298976,1.34848,0.471183,0.455981,0,0,0,1,0,0,1,1,1,0,1,1
-4.334,0.999822,0.157107,3,7,0,4.36983,0.152907,0.262715,1.30046,1.30772,0.0906796,0,1,1,0,0,0,0,1,1,0,0,1
-4.27987,0.999987,0.157107,3,7,0,4.37207,0.165972,0.259268,1.29598,1.04992,0.389756,0,1,1,0,1,0,0,0,1,0,1,1
-4.15828,1,0.157107,2,3,0,4.29424,0.191358,0.262113,1.29967,1.55476,-0.150681,0,1,1,0,0,1,0,1,1,0,1,1
-4.03316,0.999994,0.157107,2,3,0,4.18204,0.218092,0.270122,1.31012,0.583273,0.259004,0,1,1,1,1,1,0,0,0,1,0,1
-4.53632,0.99818,0.157107,4,15,0,4.85577,0.104128,0.301219,1.35151,-0.0296124,-0.407669,1,0,0,1,0,1,1,0,1,0,0,1
-4.22619,0.999263,0.157107,4,31,0,5.18999,0.921952,0.614688,1.84908,1.22692,0.100745,0,0,1,0,0,1,1,1,1,1,0,1
-3.45688,0.998235,0.157107,3,15,0,5.21898,0.843622,0.890761,2.43698,0.518924,0.605404,0,1,1,0,1,1,1,1,0,0,0,1
-3.13206,0.999952,0.157107,3,7,0,3.59592,0.743602,0.773761,2.1679,1.05775,0.289029,0,1,1,1,1,1,0,1,1,0,0,0
-3.2458,0.999444,0.157107,3,7,0,3.27729,0.789138,0.822915,2.27713,0.0105506,1.00043,1,1,1,0,1,1,0,1,1,0,1,1
-3.58802,0.998519,0.157107,4,15,0,3.87972,0.148918,1.3372,3.80835,1.22017,0.714913,1,1,1,0,0,1,1,0,1,1,0,0
-3.4319,0.999626,0.157107,2,3,0,3.61618,0.180679,1.33579,3.80301,0.321048,0.277229,0,1,1,1,0,0,0,1,1,1,1,0
-3.61383,0.994106,0.157107,3,15,0,4.63319,0.131214,1.15634,3.17829,0.628139,0.219697,1,1,1,1,0,0,0,1,1,0,1,1
-4.64206,0.981495,0.157107,4,15,0,5.57017,0.301846,2.47953,11.9356,0.286292,-0.844103,0,0,0,1,1,0,0,0,1,1,1,1
-4.25941,1,0.157107,2,3,0,4.64869,0.287099,2.26861,9.66597,0.509785,0.152294,0,0,1,0,1,1,0,1,1,0,1,1
-3.64417,1,0.157107,4,15,0,4.84887,0.129462,0.802079,2.23017,0.629443,1.22224,0,1,1,1,1,0,1,1,1,0,0,1
-3.50516,0.999661,0.157107,2,7,0,3.7794,0.15006,0.840695,2.31798,0.293738,1.05358,0,1,0,0,0,0,0,0,1,1,0,0
-2.99855,0.999934,0.157107,3,7,0,3.57864,0.302031,0.852993,2.34666,0.13472,0.894944,0,1,1,0,1,1,1,1,0,0,0,0
-2.96426,0.999021,0.157107,3,15,0,3.33445,0.516702,0.632698,1.88268,0.422993,0.343695,0,0,1,0,0,0,0,0,1,0,0,1
-3.25584,0.998005,0.157107,3,11,0,3.38428,0.528455,0.424283,1.52849,0.336295,0.854856,1,0,0,0,0,0,0,1,1,0,0,1
-4.14842,0.988165,0.157107,3,15,0,6.9051,0.800582,0.256174,1.29198,0.738405,1.28962,1,0,1,0,1,1,0,1,0,0,1,1
-5.59114,0.999274,0.157107,4,15,0,6.09739,0.700022,0.0445781,1.04559,0.898582,0.0874937,1,0,1,0,1,1,0,1,1,0,1,0
-5.5366,0.999959,0.157107,2,3,0,5.60744,0.685572,0.0458622,1.04693,-0.37484,0.623187,0,1,0,0,0,1,1,1,0,0,0,1
-3.51445,0.997984,0.157107,4,15,0,6.0393,0.716025,0.397008,1.48737,-0.0587923,0.495303,0,1,1,1,0,1,0,1,0,1,0,0
-3.47126,0.99948,0.157107,4,15,0,4.16363,0.404507,0.342994,1.40916,0.463228,0.388086,1,1,1,0,0,1,1,0,1,1,0,1
-2.92117,0.998277,0.157107,3,11,0,3.66452,0.595441,1.29273,3.6427,0.394007,0.382415,1,1,1,1,1,1,0,1,1,0,0,0
-4.0077,0.99416,0.157107,4,15,0,4.03322,0.907146,0.682898,1.97961,1.83815,-0.0595151,0,1,1,1,0,1,1,1,1,0,1,1
-4.30103,0.983214,0.157107,3,11,0,7.40507,0.771247,0.19633,1.21693,1.05168,0.266171,0,1,1,0,1,1,1,1,1,0,1,1
-4.50406,0.998716,0.157107,2,5,0,4.75201,0.802411,0.177704,1.19447,-0.022806,0.479157,0,0,0,1,0,1,1,0,0,0,1,1
-4.32632,0.999462,0.157107,4,15,0,4.83382,0.863849,0.294116,1.34194,0.175734,0.151358,1,1,1,0,0,1,0,1,1,1,1,0
-4.1478,0.99904,0.157107,4,27,0,4.73158,0.906444,0.540414,1.71672,0.0562902,-0.0352005,1,0,0,0,1,1,1,1,1,0,1,1
-4.38654,0.998846,0.157107,4,15,0,5.11913,0.908631,1.75617,5.79024,0.801505,0.61319,1,1,1,0,1,1,1,0,1,0,1,1
-4.5771,0.999949,0.157107,4,15,0,5.15732,0.950785,0.707716,2.02935,0.166126,0.230404,0,0,1,0,0,1,1,0,0,0,1,1
-4.78648,0.99952,0.157107,3,7,0,4.95667,0.96086,0.721056,2.0566,0.173067,1.40948,1,1,1,0,1,1,0,1,1,0,1,1
-6.08862,0.998449,0.157107,3,15,0,6.60828,0.988754,0.619641,1.85826,1.73816,-0.688336,0,1,1,1,1,0,0,1,1,0,1,1
-3.72582,0.999367,0.157107,4,15,0,6.76487,0.119982,0.768414,2.15634,1.29669,0.846286,0,1,1,0,0,1,0,1,1,0,0,0
-3.97248,0.991853,0.157107,3,15,0,6.31192,0.78308,1.9825,7.26086,0.352272,0.794915,0,0,0,0,1,1,0,0,0,0,1,1
-4.5807,0.949929,0.157107,4,15,0,5.91219,0.161156,0.193612,1.21362,0.215603,0.188804,1,0,1,0,1,1,0,0,0,0,1,1
-3.8233,0.999984,0.157107,3,7,0,4.61324,0.223987,0.333168,1.39538,0.221258,0.685903,1,0,0,0,0,0,1,1,0,0,1,1
-5.91974,0.995602,0.157107,4,15,0,6.47039,0.0880378,0.0841537,1.0878,0.300097,0.42086,0,1,1,0,0,1,1,1,0,1,0,0
-4.25802,0.998342,0.157107,4,31,0,6.29524,0.924768,0.616535,1.8525,1.33612,0.198665,0,1,1,0,1,1,0,1,1,0,1,1
-3.71958,0.999984,0.157107,4,15,0,4.60834,0.120615,0.771631,2.16329,1.08226,0.459638,0,1,1,0,1,1,0,1,1,0,0,1
-3.21351,0.999923,0.157107,4,15,0,3.86571,0.284119,0.589739,1.80352,0.183567,0.237264,1,1,1,0,0,0,0,0,1,0,0,1
-3.75268,0.996435,0.157107,3,7,0,3.81208,0.136758,0.594143,1.81148,0.708305,1.11528,0,1,0,0,0,1,1,1,1,0,0,1
-4.53993,0.994496,0.157107,3,15,0,6.09219,0.676034,0.123097,1.13099,0.844866,0.057638,0,1,1,0,0,0,0,1,0,1,0,1
-5.26329,0.996612,0.157107,3,7,0,5.33321,0.855839,0.105794,1.11159,0.197742,0.225115,1,1,0,0,1,1,1,1,0,1,1,1
-5.29864,0.999592,0.157107,3,7,0,5.43573,0.881857,0.121145,1.12879,0.279603,1.88919,1,0,0,0,1,1,1,1,1,0,0,1
-6.4833,0.996653,0.157107,4,15,0,6.97963,0.979373,0.193263,1.2132,1.08566,1.0127,0,1,1,0,1,0,1,1,1,1,0,1
-5.55328,0.995852,0.157107,4,15,0,7.60428,0.846442,2.67504,14.5129,-0.125297,1.39395,1,0,0,1,1,1,0,1,0,1,0,1
-5.03736,1,0.157107,4,15,0,6.16548,0.794623,2.54558,12.7506,0.997291,0.31484,0,1,1,0,1,1,1,1,1,0,1,1
-5.32909,0.990072,0.157107,2,3,0,5.38343,0.802898,2.66311,14.3409,0.875427,0.427414,0,1,1,0,0,0,0,1,1,0,1,1
-4.08618,0.996871,0.157107,4,15,0,6.08263,0.850281,0.352007,1.42192,0.0820407,1.34192,0,0,1,0,0,0,0,0,1,0,1,1
-2.84279,0.999042,0.157107,3,15,0,4.30246,0.462687,0.826843,2.28609,0.0878684,-0.299329,0,0,0,0,1,1,1,0,1,1,1,1
-3.08276,0.993076,0.157107,3,11,0,4.07125,0.261228,0.86654,2.37867,0.703029,-0.656946,1,1,1,1,0,1,0,1,1,1,1,1
-3.36399,0.997114,0.157107,3,7,0,3.57653,0.297053,1.66729,5.29779,1.5149,0.442002,0,1,1,0,0,1,0,1,1,0,1,1
-3.17808,0.999925,0.157107,4,15,0,3.53364,0.286812,0.618028,1.85527,0.552707,0.437758,0,0,1,0,0,1,1,1,1,0,1,1
-3.87505,0.997828,0.157107,4,15,0,4.09266,0.460337,0.214263,1.23895,0.872063,1.05523,0,1,1,1,0,0,1,0,0,1,1,1
-3.58048,0.990169,0.157107,3,15,0,6.42087,0.715917,0.367371,1.44393,0.438119,0.0300616,1,1,1,1,0,1,1,0,0,0,1,1
-3.32307,0.999586,0.157107,4,15,0,3.8884,0.526402,0.391205,1.47876,0.465548,0.737475,0,1,1,1,0,0,0,1,1,1,1,1
-3.787,0.986984,0.157107,3,9,0,5.54605,0.584254,2.09376,8.11538,0.737708,0.411357,1,1,1,0,1,1,1,0,1,0,1,1
-4.70144,0.99226,0.157107,4,15,0,5.36408,0.879016,0.219279,1.24518,0.43984,0.255066,0,1,0,1,1,1,1,0,1,1,0,1
-5.61589,0.999182,0.157107,4,15,0,5.76812,0.910691,0.112886,1.1195,1.01311,0.218225,1,1,1,0,1,1,1,1,1,0,0,1
-5.06919,0.996839,0.157107,4,31,0,7.18662,0.938705,1.99203,7.33041,0.558237,0.14141,0,1,1,0,1,1,1,1,0,0,1,1
-4.44465,0.998212,0.157107,3,7,0,5.4113,0.948706,1.05412,2.86946,-0.196169,-0.213991,1,1,0,0,1,1,1,0,0,0,1,1
-6.67252,0.968966,0.157107,4,31,0,7.71419,0.136194,0.0269673,1.02733,0.301181,-0.00817948,0,1,0,0,1,0,1,1,0,1,0,1
-6.49607,0.999933,0.157107,4,15,0,7.4078,0.39134,0.0158858,1.01601,0.0625392,0.636871,1,0,1,0,1,1,1,0,1,1,0,0
-6.2723,0.999981,0.157107,3,7,0,6.52749,0.482748,0.0189549,1.01914,0.123251,-0.256641,0,1,0,1,0,1,1,1,1,0,1,1
-4.14068,0.977609,0.157107,5,31,0,9.86013,0.341171,2.25484,9.53378,0.794891,-0.386524,1,1,1,1,0,1,0,1,1,1,0,1
-3.82739,1,0.157107,4,15,0,4.43013,0.269048,0.289286,1.33547,0.372479,0.689404,0,1,1,1,0,1,0,1,1,1,0,1
-4.57978,0.997351,0.157107,4,31,0,4.9652,0.867895,0.230272,1.25894,-0.143814,0.40707,1,0,0,0,1,1,1,0,0,0,1,1
-3.1227,0.999669,0.157107,3,9,0,4.89305,0.555816,0.508942,1.66353,0.302905,0.164279,0,1,1,0,1,0,1,1,1,1,1,0
-3.76472,0.996692,0.157107,4,31,0,3.92586,0.85949,1.51463,4.54775,0.379212,0.411903,1,1,1,1,1,1,1,1,1,0,1,1
-3.49235,0.999108,0.157107,3,7,0,3.85509,0.84572,1.19775,3.31265,-0.0365499,1.15456,0,0,1,1,1,1,0,1,1,0,0,1
-3.54473,0.990887,0.157107,4,15,0,4.59912,0.183011,0.569253,1.76695,0.573808,1.10816,0,1,1,0,0,1,1,1,1,0,0,0
-3.76491,0.99894,0.157107,4,15,0,4.27625,0.832378,1.66516,5.28653,0.502699,-0.120849,0,0,1,0,1,1,1,1,1,0,1,1
-3.45923,1,0.157107,4,15,0,4.38817,0.747681,0.465818,1.59332,1.06724,0.924223,0,1,1,0,0,1,0,1,0,0,1,1
-4.41438,0.998048,0.157107,4,15,0,4.74581,0.129286,0.280271,1.32349,0.896823,0.484467,0,0,1,1,0,1,0,1,1,0,0,0
-3.4493,0.999599,0.157107,4,15,0,4.65211,0.463705,1.88211,6.56738,0.853266,0.469392,0,0,1,1,0,0,0,1,1,1,0,1
-3.04299,0.978529,0.157107,3,7,0,4.62557,0.29625,0.773143,2.16657,0.446933,0.694811,1,1,1,0,1,1,0,1,1,1,1,1
-3.46001,0.997314,0.157107,3,7,0,3.52335,0.15348,1.01636,2.76313,1.15915,1.06717,0,1,1,0,1,1,1,1,1,0,0,1
-3.45705,1,0.157107,4,15,0,3.46598,0.153989,1.00391,2.72892,0.431338,0.84471,0,1,1,1,0,0,1,1,1,1,0,1
-4.85835,0.99555,0.157107,4,15,0,5.06596,0.954555,0.511199,1.66729,-0.587513,0.721756,1,0,0,0,0,1,1,1,0,0,0,1
-4.82496,0.998056,0.157107,4,15,0,5.71868,0.933026,0.341294,1.40677,0.151653,0.822181,1,0,0,1,1,1,1,0,0,0,0,1
-4.31168,0.99901,0.157107,4,15,0,6.05837,0.940189,1.12276,3.07333,0.0321903,0.237013,0,1,0,1,1,1,1,1,0,0,1,1
-4.79592,0.998846,0.157107,2,7,0,4.996,0.963996,1.12985,3.09519,0.611769,-0.145152,1,1,0,0,0,1,1,1,0,0,1,1
-4.42077,0.975246,0.157107,3,11,0,6.89707,0.764045,0.169618,1.18485,0.607138,-0.193099,0,1,1,0,0,0,0,0,1,1,1,0
-3.79381,0.997138,0.157107,3,15,0,5.00605,0.199845,0.379147,1.46104,-0.164762,1.0315,0,0,0,1,1,1,1,1,1,0,1,1
-3.2144,0.998569,0.157107,4,15,0,4.30223,0.782561,0.847956,2.33487,0.439381,-1.10714,0,0,1,0,1,1,1,1,1,1,0,1
-4.71752,0.988283,0.157107,4,31,0,6.24243,0.0655026,1.77801,5.91808,0.38538,0.770434,0,0,0,1,0,1,0,0,1,0,0,0
-4.18631,1,0.157107,3,7,0,4.81763,0.0694803,1.17377,3.23417,0.0689286,0.810728,0,0,1,1,1,1,1,1,0,1,0,1
-3.6402,0.989461,0.157107,3,11,0,5.4861,0.168922,0.543122,1.72137,0.662085,0.0365421,0,1,1,1,0,1,1,1,0,0,0,1
-3.46794,0.999793,0.157107,4,15,0,3.8716,0.844819,1.13391,3.10779,0.0745732,0.757212,1,1,1,0,0,1,1,1,0,1,1,1
-3.84438,0.99155,0.157107,3,15,0,6.61393,0.0998839,1.13094,3.09857,-0.151624,0.548811,1,1,1,1,0,0,0,1,0,1,1,0
-4.41835,0.986951,0.157107,4,15,0,6.28893,0.0944159,0.379821,1.46202,0.00766094,1.00583,1,1,0,0,1,0,1,0,0,1,0,0
-3.50498,0.997567,0.157107,4,15,0,5.57568,0.30681,1.80469,6.07811,0.245804,1.72037,0,1,0,1,1,1,1,1,1,0,0,0
-5.25107,0.95048,0.157107,3,7,0,5.90706,0.457404,2.81963,16.7707,0.926643,0.018727,0,1,1,1,1,1,0,1,0,1,1,1
-3.86292,0.998512,0.157107,4,15,0,5.50558,0.480319,0.215925,1.24101,-0.273649,0.387759,0,0,0,0,0,1,1,0,0,1,1,1
-4.14156,0.993513,0.157107,4,31,0,5.19881,0.927851,1.13979,3.1261,0.989334,0.352447,0,1,1,1,1,1,1,0,1,1,0,1
-3.86994,0.999734,0.157107,3,7,0,4.24875,0.891818,1.35233,3.86641,0.778671,0.421843,0,1,1,1,1,0,1,1,1,0,1,1
-3.5719,0.936092,0.157107,2,5,0,7.32627,0.812947,0.534316,1.70628,1.38494,1.01822,1,1,1,0,1,1,0,1,1,1,1,1
-3.98887,0.998792,0.157107,3,7,0,4.01323,0.882966,0.512229,1.66901,0.103889,0.401962,0,1,1,1,1,1,1,1,1,0,1,1
-3.98975,0.99834,0.157107,4,23,0,5.44431,0.123029,0.483117,1.62112,0.377886,0.536992,1,0,1,0,1,1,1,1,1,0,0,0
-3.9582,0.994433,0.157107,3,11,0,6.1356,0.240709,0.27177,1.31229,0.882119,0.524338,1,0,1,1,0,1,0,0,1,1,1,0
-3.33505,0.999872,0.157107,4,15,0,4.17571,0.750294,0.556166,1.74397,-0.0682887,0.686755,0,0,0,0,1,1,1,0,0,1,1,1
-2.82066,0.999471,0.157107,3,15,0,3.56369,0.450784,0.925539,2.52323,0.266627,0.596765,0,1,1,0,1,0,0,1,1,0,1,1
-3.51982,0.990458,0.157107,3,15,0,3.94957,0.345499,1.86378,6.4481,0.431538,-0.567566,0,1,1,1,1,0,0,1,0,1,0,0
-3.99161,0.955992,0.157107,2,3,0,4.55743,0.429912,2.21991,9.20651,0.698673,0.478471,0,1,1,1,0,1,0,1,1,0,1,1
-4.34613,1,0.157107,4,15,0,4.77235,0.874354,0.310204,1.3637,0.181306,0.179163,1,0,0,1,1,1,1,0,0,0,1,1
-4.36064,0.999932,0.157107,1,1,0,4.3651,0.87643,0.310131,1.3636,0.142486,0.595055,0,0,1,1,1,1,0,1,1,1,0,1
-5.72583,0.997957,0.157107,5,31,0,6.91029,0.153112,0.0631574,1.06519,0.637929,1.03353,0,1,1,1,1,0,1,1,0,0,1,1
-6.14271,0.994748,0.157107,4,31,0,7.65063,0.973082,0.210257,1.23399,1.06556,0.178199,0,1,1,0,0,1,0,1,1,1,1,1
-3.90737,0.997462,0.157107,4,15,0,7.37701,0.903664,0.791172,2.20598,0.601347,0.507357,1,1,1,1,1,1,0,1,0,0,0,0
-4.57081,0.984,0.157107,3,11,0,6.58852,0.725009,0.131248,1.14025,-0.0363371,0.982725,0,1,1,1,1,0,1,0,0,0,1,0
-4.0376,0.996063,0.157107,4,15,0,6.11466,0.487672,0.179858,1.19705,0.163653,0.368995,0,1,0,1,1,1,0,0,0,1,0,0
-3.91903,0.998967,0.157107,4,15,0,4.55654,0.547181,0.205194,1.22776,0.550761,0.450051,1,1,1,1,0,1,0,0,1,0,1,0
-4.99554,0.992525,0.157107,4,15,0,5.42928,0.0993995,0.193078,1.21298,-0.177178,0.00461994,0,0,1,1,1,0,1,0,1,1,0,0
-4.01018,0.998723,0.157107,4,15,0,5.19706,0.626761,2.20399,9.0611,0.684591,0.58618,0,0,1,0,1,1,0,1,1,1,1,0
-3.13484,0.882106,0.157107,3,7,0,7.17489,0.637294,1.53684,4.6499,0.60825,0.763349,0,0,1,1,1,0,0,1,1,1,0,1
-3.42644,0.978627,0.157107,4,15,0,4.78348,0.162653,0.884725,2.42232,1.04091,-0.528141,0,1,1,0,0,1,1,1,1,0,1,0
-2.90221,0.999286,0.157107,4,15,0,3.77587,0.39939,1.24447,3.47109,0.0676385,0.529422,0,1,0,0,1,1,0,1,0,1,1,1
-2.8164,0.994609,0.157107,4,15,0,3.60943,0.473577,1.09283,2.9827,0.379413,0.557444,0,0,1,1,1,1,0,1,1,0,1,1
-3.66535,0.994397,0.157107,5,31,0,3.79053,0.879076,1.07108,2.91854,-0.137363,0.641088,0,1,1,1,0,1,0,1,0,0,1,1
-3.21663,0.99565,0.157107,3,11,0,4.47599,0.669169,0.519505,1.6812,0.449154,0.179672,0,1,1,0,0,1,1,0,1,0,1,1
-3.03789,0.998953,0.157107,3,11,0,3.45972,0.325101,1.33492,3.7997,0.465806,1.00869,0,1,1,0,0,0,1,1,1,1,1,0
-4.50711,0.980373,0.157107,3,15,0,4.93141,0.108479,1.96295,7.12033,0.479834,0.62706,1,1,1,0,1,0,1,1,1,0,1,1
-3.70452,1,0.157107,4,15,0,5.17537,0.290429,0.314548,1.36964,0.351573,0.744267,1,1,1,0,0,0,1,1,1,1,0,1
-3.40489,0.999756,0.157107,4,15,0,3.96089,0.592325,0.369029,1.44633,1.07595,0.533931,1,0,1,0,1,1,0,1,1,0,1,0
-4.35773,0.99181,0.157107,3,15,0,6.07188,0.269316,0.165386,1.17985,0.777014,0.576816,1,1,0,0,0,1,1,1,1,0,1,0
-5.34534,0.990177,0.157107,3,15,0,7.43362,0.826963,0.0838572,1.08747,0.837819,0.376914,1,1,1,1,0,1,0,0,1,0,1,1
-4.87327,0.995041,0.157107,4,15,0,6.04719,0.446337,2.65867,14.2774,0.327828,0.134569,0,1,0,0,1,1,1,1,0,0,1,1
-3.53131,1,0.157107,2,3,0,4.83283,0.492098,1.9447,6.99155,0.363041,0.130001,0,0,0,0,0,0,1,1,1,0,1,0
-3.24249,0.983736,0.157107,3,7,0,4.41364,0.669794,1.60483,4.97704,0.62938,0.794583,0,1,1,1,0,1,0,1,1,0,0,1
-3.39373,0.999612,0.157107,4,15,0,3.70934,0.735577,0.487373,1.62803,0.431909,0.309663,1,1,1,0,0,1,1,1,1,1,1,1
-2.87791,0.999232,0.157107,4,15,0,3.77437,0.36857,0.967371,2.63102,0.86126,0.372436,1,1,1,1,0,1,1,1,1,0,0,0
-2.94317,0.999236,0.157107,2,7,0,2.98145,0.320526,0.999312,2.71641,1.12152,0.609313,0,1,1,0,1,1,0,1,1,1,1,1
-3.04398,0.998082,0.157107,4,15,0,3.23367,0.701753,0.764004,2.14686,1.80486,0.784493,0,1,1,0,0,1,0,1,1,0,1,1
-3.35597,0.992028,0.157107,4,15,0,4.87997,0.193089,0.735178,2.08585,0.578364,0.161203,1,0,0,1,0,1,1,1,1,0,0,1
-3.83367,0.997915,0.157107,3,7,0,3.94345,0.0996997,0.936543,2.55115,-0.0379807,0.0137549,0,0,0,0,0,1,0,0,1,0,0,0
-3.11275,0.9962,0.157107,4,15,0,4.95991,0.487317,0.507609,1.66131,1.20356,-0.727752,0,1,1,1,0,1,0,1,1,1,1,0
-5.57693,0.987521,0.157107,5,31,0,5.9924,0.0224533,0.48643,1.6265,0.321989,-0.144779,0,0,1,0,1,0,0,0,1,0,1,1
-6.05516,0.999319,0.157107,4,23,0,7.44191,0.985567,1.67171,5.32125,0.658229,0.80709,1,1,1,0,0,1,0,1,0,1,1,1
-5.97463,0.99949,0.157107,4,15,0,6.45776,0.989338,1.06327,2.89581,0.834616,0.381331,1,0,1,0,0,1,0,1,1,0,0,1
-4.32713,0.992568,0.157107,3,15,0,8.86259,0.919133,0.506214,1.659,-0.265593,0.222003,0,0,0,0,0,1,1,0,0,0,0,0
-5.72113,0.99575,0.157107,3,7,0,5.8862,0.961611,0.228324,1.25649,0.00590635,-0.137796,1,1,0,1,0,0,1,0,0,0,1,1
-3.95033,0.999119,0.157107,4,15,0,6.15435,0.828726,1.83691,6.27709,0.57786,1.01617,0,0,1,0,1,1,0,1,0,0,1,1
-2.88513,0.983815,0.157107,4,15,0,4.90045,0.532437,1.28663,3.62057,1.36142,0.40031,1,1,1,0,0,1,0,1,1,1,1,1
-2.95534,0.99662,0.157107,3,11,0,3.14463,0.456862,0.64932,1.91424,1.12889,0.675299,1,1,1,1,1,1,0,0,1,1,0,1
-3.04187,0.999034,0.157107,4,15,0,3.24926,0.670111,1.35404,3.87304,0.889555,0.811619,0,0,1,0,1,0,0,1,1,0,1,1
-3.04587,0.99428,0.157107,4,23,0,4.28913,0.326266,1.35135,3.86263,0.180575,-0.0826758,0,1,0,0,1,1,0,1,0,1,1,1
-4.56636,0.984212,0.157107,4,15,0,5.00405,0.945549,0.609385,1.8393,0.418643,-0.453634,1,1,1,0,0,1,0,1,1,1,1,1
-4.02962,0.996558,0.157107,3,15,0,7.39525,0.135315,1.74447,5.72287,0.418687,0.734255,0,0,1,0,1,1,0,1,1,1,0,1
-3.29951,0.988089,0.157107,4,15,0,5.37549,0.797714,0.772507,2.16519,0.132134,0.287787,1,1,1,0,1,1,1,1,0,0,1,1
-2.92263,0.998069,0.157107,3,15,0,3.89664,0.518843,1.35785,3.88781,0.810778,1.45779,0,0,1,0,1,1,0,0,1,1,1,1
-3.76455,0.991697,0.157107,3,15,0,4.28778,0.889661,1.1604,3.19121,-0.49945,0.762469,0,0,0,1,1,1,0,0,0,0,1,1
-3.43207,0.994484,0.157107,4,15,0,4.68775,0.828283,1.26029,3.52643,0.160198,0.875293,1,0,0,0,1,1,1,0,1,0,1,1
-3.7201,0.998557,0.157107,3,7,0,3.87589,0.886915,1.03947,2.82771,0.343136,0.0962612,1,1,0,1,0,1,1,0,0,0,1,1
-5.0143,0.976495,0.157107,4,31,0,6.23344,0.897636,0.184306,1.20238,-0.36041,-0.067321,1,0,0,1,1,1,0,0,1,1,1,1
-5.07119,1,0.157107,3,7,0,5.14853,0.895334,0.170296,1.18566,0.722921,0.996235,0,1,1,0,0,1,0,1,1,0,1,1
-4.00048,0.997643,0.157107,4,15,0,5.60552,0.670066,2.16565,8.72027,0.505406,0.25849,0,1,1,1,1,1,1,1,1,0,0,1
-3.62753,0.990371,0.157107,4,31,0,6.16029,0.267297,1.83625,6.27299,0.935128,0.360391,0,0,1,0,0,1,1,0,1,0,0,1
-4.48364,0.991794,0.157107,4,31,0,7.00123,0.0812622,1.74851,5.74601,0.260526,0.170687,0,0,0,1,1,0,0,0,1,1,0,1
-4.20103,0.984749,0.157107,3,7,0,5.27517,0.0813322,0.602615,1.82689,1.01947,0.210379,0,1,1,1,0,0,0,1,0,1,1,0
-3.51009,0.999311,0.157107,4,15,0,4.80302,0.847049,0.790543,2.20459,-0.173423,1.38123,0,0,0,0,1,1,0,1,0,0,1,0
-3.1199,0.99999,0.157107,4,15,0,3.71436,0.652363,0.57628,1.77941,0.588158,-0.510323,1,1,1,0,1,1,0,1,1,1,1,0
-3.20138,0.998158,0.157107,3,15,0,3.80307,0.518807,0.45285,1.57279,1.29115,1.11789,1,1,1,0,0,1,1,1,1,0,1,1
