# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = NY_REL_runs_model
# start_datetime = 2024-03-06 12:34:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/k4/ms5x119d5cd2s9ldsk71bkf00000gn/T/Rtmpcyw0ct/standata-6c5551680188.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_runs-202403061334-2-499d69.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_runs-profile-202403061334-2-0e91b8.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --O1 --name=NY_REL_runs_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,log_inv_tau,invTau,alpha_prior,tau_prior,alpha_prior_preds,tau_prior_preds,alpha_post_preds,tau_post_preds,pred_error,Values.1,Values.2,prob.1,prob.2,log_lik
# Adaptation terminated
# Step size = 0.237721
# Diagonal elements of inverse mass matrix:
# 0.256109, 2.06682
-1600.43,0.993899,0.237721,3,15,0,1602.34,0.6213,0.044471,1.04547,0.987933,7.51889,1,1,1,1,-0.0127786,0.00483924,0.999962,0.489026,0.510974,-1716.63
-1599.76,0.998942,0.237721,4,15,0,1601.88,0.700922,0.0181919,1.01836,0.0200175,4.16623,0,1,1,1,-0.00560802,0.00167724,0.999996,0.495478,0.504522,-1725.63
-1601.19,0.960299,0.237721,4,15,0,1603.11,0.720513,0.00161522,1.00162,0.535736,7.53603,0,1,1,1,-0.00439632,0.00122871,0.999998,0.499598,0.500402,-1731.59
-1602.88,0.9985,0.237721,4,15,0,1603.54,0.599344,0.000161767,1.00016,0.288426,6.09981,0,0,1,1,-0.0154442,0.0061878,0.999936,0.49996,0.50004,-1732.12
-1599.9,0.969354,0.237721,3,9,0,1603.63,0.496553,0.0303912,1.03086,0.546952,3.46264,1,1,0,1,-0.0318992,0.0160596,0.99948,0.492649,0.507351,-1721.65
-1599.34,0.999617,0.237721,3,13,0,1600.36,0.631155,0.0153339,1.01545,0.0342903,6.576,0,1,0,1,-0.0116819,0.00430879,0.999971,0.496212,0.503788,-1726.71
-1599.78,0.991549,0.237721,3,7,0,1599.8,0.657376,0.00560408,1.00562,0.717443,3.13829,1,1,1,1,-0.00905908,0.00310386,0.999985,0.498612,0.501388,-1730.16
-1599.82,0.99992,0.237721,3,7,0,1599.85,0.665034,0.00560964,1.00563,0.0114037,8.06998,1,1,1,1,-0.00837231,0.00280444,0.999988,0.498609,0.501391,-1730.15
-1602.09,0.980921,0.237721,3,15,0,1602.77,0.827204,0.00418164,1.00419,0.475957,6.198,1,1,1,1,-0.000737475,0.000127433,1,0.498955,0.501045,-1730.63
-1600.95,0.999897,0.237721,4,15,0,1602.49,0.374776,0.0278285,1.02822,0.906138,7.27833,1,1,0,0,-0.057276,0.0358103,0.996528,0.493466,0.506534,-1722.7
-1600.05,0.990104,0.237721,2,5,0,1601.61,0.438442,0.013493,1.01358,0.605763,2.842,1,1,1,0,-0.0436012,0.0244846,0.998625,0.496779,0.503221,-1727.49
-1600.3,0.996614,0.237721,3,7,0,1600.76,0.411754,0.0165894,1.01673,0.00750855,8.51714,0,1,1,1,-0.0493051,0.0290035,0.99794,0.496066,0.503934,-1726.45
-1600.63,0.992996,0.237721,3,7,0,1601.02,0.40734,0.00725712,1.00728,0.776535,1.47301,1,1,1,0,-0.0502575,0.0297856,0.997802,0.498281,0.501719,-1729.66
-1601.32,0.995225,0.237721,3,7,0,1601.62,0.410081,0.00273083,1.00273,0.393442,3.97182,1,1,1,1,-0.049666,0.0292989,0.997889,0.499353,0.500647,-1731.23
-1600.29,0.995343,0.237721,4,15,0,1603.74,0.630973,0.0025481,1.00255,0.0385775,8.51163,1,1,1,0,-0.0117015,0.00431819,0.99997,0.49937,0.50063,-1731.26
-1600.38,0.99733,0.237721,3,15,0,1600.69,0.566366,0.00233606,1.00234,0.367177,9.96745,0,1,1,1,-0.0200258,0.00868387,0.999867,0.499428,0.500572,-1731.34
-1602.01,0.984821,0.237721,3,11,0,1602.1,0.610905,0.000388733,1.00039,0.446677,5.26896,1,1,0,0,-0.0140022,0.00544819,0.999951,0.499904,0.500096,-1732.04
-1603.74,0.973524,0.237721,3,15,0,1607.62,0.446755,0.000144034,1.00014,0.433491,9.97399,0,1,0,0,-0.0418548,0.023156,0.998794,0.499966,0.500034,-1732.12
-1602.72,1,0.237721,3,7,0,1603.94,0.551875,0.000205747,1.00021,0.985928,0.794171,1,1,1,1,-0.0222555,0.00997322,0.99982,0.49995,0.50005,-1732.1
-1602.34,0.992783,0.237721,4,15,0,1604.17,0.383965,0.0012542,1.00125,0.181888,9.34091,1,1,0,1,-0.0553042,0.0340693,0.996938,0.499705,0.500295,-1731.74
-1602.18,0.983484,0.237721,4,15,0,1604.62,0.764822,0.0492834,1.05052,0.688426,9.38916,1,1,1,1,-0.00233963,0.000550229,1,0.48771,0.51229,-1714.63
-1601.5,1,0.237721,4,15,0,1602.82,0.768712,0.00219939,1.0022,0.0215688,5.55972,0,1,1,1,-0.00219978,0.000508784,1,0.499451,0.500549,-1731.37
-1601.69,0.998239,0.237721,2,3,0,1601.83,0.779452,0.00214209,1.00214,0.602952,4.171,1,1,1,0,-0.00184417,0.000406729,1,0.499465,0.500535,-1731.39
-1600.6,1,0.237721,4,15,0,1602.34,0.603051,0.00173922,1.00174,0.303503,3.87045,1,0,0,1,-0.0149725,0.00594332,0.999941,0.499572,0.500428,-1731.55
-1600.99,0.998335,0.237721,4,15,0,1601.37,0.493881,0.00167997,1.00168,0.675887,3.08944,1,1,1,1,-0.0324066,0.0164016,0.999454,0.499594,0.500406,-1731.58
-1600.41,0.995057,0.237721,4,15,0,1601.86,0.537064,0.044783,1.0458,0.900017,2.88517,1,1,0,1,-0.0246666,0.0114191,0.999757,0.489085,0.510915,-1716.72
-1599.6,1,0.237721,3,15,0,1601.29,0.619077,0.0279136,1.02831,0.484727,8.71012,0,1,1,1,-0.0130345,0.00496515,0.99996,0.493113,0.506887,-1722.32
-1599.48,0.99948,0.237721,2,3,0,1599.63,0.621321,0.0240993,1.02439,0.303524,6.01629,1,1,1,1,-0.0127762,0.00483808,0.999962,0.494053,0.505947,-1723.64
-1603.45,0.878515,0.237721,2,3,0,1603.56,0.658216,0.0817022,1.08513,0.247199,7.03104,0,1,0,1,-0.00898204,0.00306991,0.999986,0.479769,0.520231,-1704.15
-1600.91,1,0.237721,2,3,0,1603.72,0.685108,0.0459831,1.04706,0.453315,5.92805,0,1,1,1,-0.00673605,0.00212113,0.999993,0.488584,0.511416,-1715.96
-1601.92,0.951929,0.237721,2,3,0,1601.95,0.694982,0.0590972,1.06088,0.840975,8.62832,0,1,1,1,-0.00601557,0.00183486,0.999995,0.485319,0.514681,-1711.49
-1602.91,0.993551,0.237721,4,15,0,1603.83,0.402848,0.000537495,1.00054,0.347966,0.664937,0,0,0,0,-0.0512278,0.0305908,0.997655,0.499873,0.500127,-1731.99
-1602.33,0.991055,0.237721,3,15,0,1603.38,0.472204,0.000480248,1.00048,0.00192373,9.48135,1,1,1,0,-0.0366434,0.0193402,0.999205,0.499884,0.500116,-1732.01
-1599.75,0.987654,0.237721,3,11,0,1602.61,0.690787,0.0215002,1.02173,0.236192,9.31151,1,1,0,1,-0.00631499,0.00195267,0.999994,0.494659,0.505341,-1724.47
-1601.12,0.968016,0.237721,4,15,0,1602.14,0.791638,0.00632804,1.00635,0.123821,4.60669,0,1,1,1,-0.00149212,0.000310902,1,0.49842,0.50158,-1729.85
-1600.88,0.999937,0.237721,4,15,0,1601.52,0.788334,0.0166315,1.01677,0.3891,6.39095,1,1,0,1,-0.00158239,0.000334937,1,0.495849,0.504151,-1726.1
-1601.41,0.996395,0.237721,2,3,0,1601.45,0.814076,0.017131,1.01728,0.291009,2.81481,1,1,1,1,-0.000972762,0.00018086,1,0.495722,0.504278,-1725.9
-1601.87,0.987291,0.237721,3,7,0,1602.45,0.820191,0.0259426,1.02628,0.209171,7.5419,0,1,0,1,-0.000857361,0.000154162,1,0.49352,0.50648,-1722.71
-1601.82,1,0.237721,3,7,0,1602.13,0.830876,0.0178687,1.01803,0.843528,2.51475,1,0,1,1,-0.00067977,0.000114966,1,0.495536,0.504464,-1725.61
-1600.53,0.999761,0.237721,3,7,0,1602.05,0.762842,0.0198292,1.02003,0.429988,2.2788,0,1,1,1,-0.00241315,0.000572297,1,0.495055,0.504945,-1724.98
-1600.79,0.991298,0.237721,2,3,0,1600.9,0.768499,0.0246336,1.02494,0.488158,4.18019,1,1,1,1,-0.00220726,0.000510982,1,0.493855,0.506145,-1723.26
-1600.86,0.997067,0.237721,2,3,0,1600.9,0.766234,0.02718,1.02755,0.610972,6.23619,1,1,1,0,-0.00228818,0.000534898,1,0.493221,0.506779,-1722.35
-1600.43,0.983239,0.237721,4,15,0,1601.54,0.557175,0.00226203,1.00226,0.167676,9.84997,0,1,1,1,-0.021425,0.0094875,0.999838,0.499447,0.500553,-1731.37
-1599.83,0.995136,0.237721,3,11,0,1600.89,0.641196,0.00475252,1.00476,0.545244,5.80034,0,1,1,1,-0.0106272,0.00381307,0.999977,0.498825,0.501175,-1730.47
