alphaEst,alphaTrue
0.5729983598505461,0
0.5387004375820436,0
0.549763454087829,0
0.5370114269562473,0
0.6622938050509677,0
0.5971105342590044,0
0.5589419198814988,0
0.5729293611411004,0
0.5344162412693524,0
0.5437111302476324,0
0.5343784211121826,0
0.60056743959625,0
0.5459413059567234,0
0.5501896530972354,0
0.5512731325316298,0
0.549485717131964,0
0.516226699618891,0
0.5163697974102547,0
0.5274319264308356,0
0.5170159263365898,0
0.5159314302950192,0
0.5057514213126779,0
0.505458108181564,0
0.5049834349745178,0
0.507191579018568,0
0.608950063465069,0
0.6070006729067867,0
0.626071270772106,0
0.6027198989086573,0
0.6038916477311617,0
0.5459222184056877,0
0.6425915381794469,0
0.6222992803326197,0
0.6253520532490723,0
0.6264696336689339,0
0.5354539003525438,0
0.5397223633382006,0
0.5719919710449586,0
0.5670253916211432,0
0.5865183939703641,0
0.5430853802888137,0
0.5729817221236815,0
0.6031984582794281,0
0.5679249549807788,0
0.5569374551498104,0
0.569396913156441,0
0.530403444628308,0
0.6144282824585862,0
0.5495562682181572,0
0.5326805922627451,0
0.5364579308602587,0
0.5434143999232206,0
0.5515828211855173,0
0.5297622741322453,0
0.5150540487049801,0
0.564467650337246,0
0.5931365459358201,0
0.6097436994821267,0
0.6110412090487439,0
0.5708801396710479,0
0.594057839527151,0
0.5838931680963955,0
0.5699161365024767,0
0.562474546781982,0
0.5821984962240337,0
0.5689587150007875,0
0.5465728538690668,0
0.5538666363009221,0
0.566807613449747,0
0.5966088453615348,0
0.5331744411265502,0
0.5260249595007003,0
0.5790373814789129,0
0.6207229720238224,0
0.6318735961178561,0
0.6179282660072135,0
0.5118970040549483,0
0.5121318683647406,0
0.5157224648849583,0
0.54620950892550435,0
0.5502191031601561,0
0.5727404565448817,0
0.5517411130504615,0
0.5748976349717112,0
0.5722681023439875,0
0.5733088188524128,0
0.6095695014696123,0
0.5709102714570267,0
0.5527316817717313,0
0.5580542394221771,0
0.5787075483237498,0
0.5256100686540959,0
0.5194483329643693,0
0.505223234985883,0
0.517213544521729,0
0.5810221924827637,0
0.5819610716298736,0
0.5246250111216254,0
0.5874490971243879,0
0.5552232958759298,0
0.5738559568508927,0
0.5695839786864979,0
0.5373905664684843,0
0.5635189497054449,0
0.5234182784885774,0
0.5576534284275249,0
0.5290582186348884,0
0.524860133939892,0
0.6079618555287825,0
0.6145952878275844,0
0.553848350947516,0
0.5439904650631794,0
0.544090433419682,0
0.5515954354521703,0
0.5268591198433329,0
0.5882357921254762,0
0.5729611694095641,0
0.6121120868651787,0
0.569199038542312,0
0.5747944989881588,0
0.5377279021407412,0
0.5312021516139451,0
0.5537435780063789,0
0.5533328418877825,0
0.5469264851000822,0
0.5418426595392095,0
0.6456043704862324,0
0.640601551109242,0
0.6168043073386255,0
0.549153481456291,0
0.5471901288824497,0
0.5229054813072519,0
0.5533686791737372,0
0.6642529552045002,0
0.5352397260868945,0
0.5712051922092715,0
0.5482565737433253,0
0.5532757482392067,0
0.52404468908344,0
0.5997397858695013,0
0.5445649244464655,0
0.5330440155471107,0
0.5213993446962955,0
0.5155698644604573,0
0.5132188938966145,0
0.5544768878085103,0
0.5940961823001755,0
0.6542444418787237,0
0.5088921123602992,0
0.511117417350902,0
0.5309376768108539,0
0.5394277208411694,0
0.546808035046813,0
0.5980188311963692,0
0.6165206395077716,0
0.543474443168047,0
0.5595268436364549,0
0.5728016326385642,0
0.568937133336621,0
0.5657610850597976,0
0.540301878208661,0
0.552741817743975,0
0.5572836290905868,0
0.5282289493020348,0
0.57068831282208,0
0.5715123067414024,0
0.5705525757579218,0
0.5707615672188102,0
0.570835553462945,0
0.5891922045998851,0
0.546875933843711,0
0.5253716898530586,0
0.5254260492206432,0
0.5146632691348707,0
0.5171107657545796,0
0.5067852084412051,0
0.505670556863935,0
0.50788034741128,0
0.5189177401749191,0
0.5444285134242435,0
0.568305508809495,0
0.5434496320629236,0
0.5375183454099265,0
0.5102565860129581,0
0.5178345307038742,0
0.6321533807516185,0
0.6184041160507874,0
0.5788942917791862,0
0.5785354123497121,0
0.5622653532943453,0
0.5435019832420994,0
0.5291626135670624,0
0.5425299814775425,0
0.5371168444857796,0
0.5084707644471251,0
0.6756155905876539,0
0.6916313287519125,0
0.5582692896250088,0
0.5751468940589671,0
0.5890489065452991,0
0.5727309128735953,0
0.5624103144359911,0
0.5540430577553632,0
0.5395772814505658,0
0.6385575561400549,0
0.5488724580418667,0
0.5118703691092206,0
0.6562118377631759,0
0.6568285840323007,0
0.5217664094575782,0
0.5561437363615178,0
0.5301603396183444,0
0.5567299216402898,0
0.5282640868029449,0
0.5729939557624492,0
0.5458094255776866,0
0.5360968417791663,0
0.5405149772277245,0
0.529581164192998,0
0.5846903489622254,0
0.5679202926369525,0
0.55510500351347,0
0.527383322910563,0
0.522461047921437,0
0.519827946439541,0
0.517068090665704,0
0.5161590206775579,0
0.5376090803827982,0
0.5330196224750202,0
0.5281088317630636,0
0.5285379503229639,0
0.533599537208063,0
0.5237022465709906,0
0.602838659372182,0
0.5874457041830582,0
0.6292629120554716,0
0.5759415792229876,0
0.599598867113749,0
0.5832778580996838,0
0.5651133725918743,0
0.56768347883916,0
0.5447179448520297,0
0.6707954595204343,0
0.6756318081550516,0
0.5392823769018499,0
0.5587577569714304,0
0.5980469567739088,0
0.5847017618114002,0
0.5343619990787327,0
0.557947446076941,0
0.5287328090922097,0
0.6255795180886247,0
0.6195425408948249,0
0.6509780249904027,0
0.5950620884745044,0
0.568556468299117,0
0.5277175550431388,0
0.5726286208956703,0
0.5994759398541827,0
0.6123713296221969,0
0.5573527091861659,0
0.5257963251431284,0
0.5248876905722629,0
0.66059592834228,0
0.6621132872164255,0
0.6615253266047311,0
0.5701374584101129,0
0.5844698446101753,0
0.5865499205095039,0
0.5345351731302213,0
0.6764811057826995,0
0.523118179814501,0
0.512743189787649,0
0.6438537172222419,0
0.564259900918283,0
0.5698021558426617,0
0.5724418853180039,0
0.576679481069216,0
0.5579220417897061,0
0.5604370529672783,0
0.5814050674982006,0
0.6011327170926626,0
0.5617018976276161,0
0.5596456322853339,0
0.590356180183895,0
0.5479234342684417,0
0.5738865247308551,0
0.5798897932580661,0
0.5543071702948087,0
0.5645957307158237,0
0.560769594724233,0
0.5541369459783161,0
0.6127631591407403,0
0.5450933918238268,0
0.5929956041328099,0
0.5265811659227235,0
0.6429428529757595,0
0.6520029310022442,0
0.5822386308417978,0
0.6316465401816862,0
0.6063836099934398,0
0.5894881930059961,0
0.533003941131019,0
0.5577338433182074,0
0.5626207229301212,0
0.5665880905050891,0
0.5734003063985741,0
0.5466353065400286,0
0.5619394595893629,0
0.5493319831398422,0
0.5697072888771147,0
0.5636670151756884,0
0.5356026455210285,0
0.586348623498255,0
0.5687730550832929,0
0.5667609608765761,0
0.5583625041435525,0
0.55415078181106725,0
0.55158752062595,0
0.5303436660410679,0
0.5296977530556269,0
0.5306300971656457,0
0.6036670109059145,0
0.5573342058065769,0
0.5355091208683401,0
0.6173147089554097,0
0.6405631015954802,0
0.5726545615547817,0
0.5709977241510603,0
0.5415683315262686,0
0.5348235292421101,0
0.6066878889026952,0
