trial,Agent1_choice,Agent2_choice,left_v1,right_v2,feedback,alpha,tau
14,1,1,9.994999999999987e-4,0.90900905,1,0.9,1
15,0,0,9.994999999999987e-4,0.9909009049999999,1,0.9,1
16,1,1,0.90009995,0.9909009049999999,1,0.9,1
17,1,1,0.90009995,0.9990900905,1,0.9,1
18,0,0,0.90009995,0.99990900905,1,0.9,1
19,1,1,0.990009995,0.99990900905,1,0.9,1
20,1,0,0.990009995,0.999990900905,0,0.9,1
21,1,1,0.990009995,0.09999909009050001,1,0.9,1
22,1,1,0.990009995,0.90999990900905,1,0.9,1
23,0,0,0.990009995,0.990999990900905,1,0.9,1
24,1,1,0.9990009995,0.990999990900905,1,0.9,1
25,0,1,0.9990009995,0.9990999990900905,0,0.9,1
26,1,1,0.09990009994999993,0.9990999990900905,1,0.9,1
27,1,1,0.09990009994999993,0.9999099999090091,1,0.9,1
28,0,1,0.09990009994999993,0.9999909999909009,0,0.9,1
29,1,1,0.009990009994999993,0.9999909999909009,1,0.9,1
30,0,1,0.009990009994999993,0.9999990999990901,1,0.9,1
1,0,1,0.5,0.5,0,1,1
2,1,1,0,0.5,1,1,1
3,0,1,0,1,0,1,1
4,0,0,0,1,1,1,1
5,0,1,1,1,0,1,1
6,1,1,0,1,1,1,1
7,1,1,0,1,1,1,1
8,1,0,0,1,0,1,1
9,1,1,0,0,1,1,1
10,0,0,0,1,1,1,1
11,0,1,1,1,0,1,1
12,0,1,0,1,0,1,1
13,1,0,0,1,0,1,1
14,0,0,0,0,1,1,1
15,1,1,1,0,1,1,1
16,1,0,1,1,0,1,1
17,0,0,1,0,1,1,1
18,0,1,1,0,0,1,1
19,0,0,0,0,1,1,1
20,0,0,1,0,1,1,1
21,0,0,1,0,1,1,1
22,1,0,1,0,0,1,1
23,0,0,1,0,1,1,1
24,1,1,1,0,1,1,1
25,0,1,1,1,0,1,1
26,1,1,0,1,1,1,1
27,1,1,0,1,1,1,1
28,0,1,0,1,0,1,1
29,1,0,0,1,0,1,1
30,0,1,0,0,0,1,1
1,1,0,0.5,0.5,0,0,5
2,0,1,0.5,0.5,0,0,5
3,1,1,0.5,0.5,1,0,5
4,0,1,0.5,0.5,0,0,5
5,0,1,0.5,0.5,0,0,5
6,0,0,0.5,0.5,1,0,5
7,1,1,0.5,0.5,1,0,5
8,0,1,0.5,0.5,0,0,5
9,0,1,0.5,0.5,0,0,5
10,0,1,0.5,0.5,0,0,5
11,1,0,0.5,0.5,0,0,5
12,1,1,0.5,0.5,1,0,5
13,0,1,0.5,0.5,0,0,5
14,1,1,0.5,0.5,1,0,5
15,0,0,0.5,0.5,1,0,5
16,1,1,0.5,0.5,1,0,5
17,0,1,0.5,0.5,0,0,5
18,0,1,0.5,0.5,0,0,5
19,0,0,0.5,0.5,1,0,5
20,0,1,0.5,0.5,0,0,5
21,1,1,0.5,0.5,1,0,5
22,1,1,0.5,0.5,1,0,5
23,0,1,0.5,0.5,0,0,5
24,1,1,0.5,0.5,1,0,5
25,0,1,0.5,0.5,0,0,5
26,0,0,0.5,0.5,1,0,5
27,0,0,0.5,0.5,1,0,5
28,1,1,0.5,0.5,1,0,5
29,0,1,0.5,0.5,0,0,5
30,1,1,0.5,0.5,0,0,5
1,0,0,0.5,0.5,1,0.1,5
2,0,1,0.55,0.5,0,0.1,5
3,1,0,0.49500000000000005,0.5,0,0.1,5
4,0,1,0.49500000000000005,0.45,0,0.1,5
5,1,1,0.44550000000000006,0.45,1,0.1,5
6,1,1,0.44550000000000006,0.505,1,0.1,5
7,1,0,0.44550000000000006,0.5545,0,0.1,5
8,0,1,0.44550000000000006,0.49905,0,0.1,5
9,0,0,0.40095000000000003,0.49905,1,0.1,5
10,0,1,0.460855,0.49905,0,0.1,5
11,0,1,0.4147695,0.49905,0,0.1,5
12,0,0,0.37329255,0.49905,1,0.1,5
13,1,0,0.43596329500000003,0.49905,0,0.1,5
14,0,1,0.43596329500000003,0.449145,0,0.1,5
15,0,0,0.39236696550000005,0.449145,1,0.1,5
16,1,0,0.4531302689500001,0.449145,0,0.1,5
17,1,1,0.4531302689500001,0.4042305,1,0.1,5
18,1,0,0.4531302689500001,0.46380745,0,0.1,5
19,0,0,0.4531302689500001,0.417426705,1,0.1,5
20,0,0,0.5078172420550001,0.417426705,1,0.1,5
21,0,1,0.5570355178495001,0.417426705,0,0.1,5
22,0,1,0.5013319660645501,0.417426705,0,0.1,5
23,0,1,0.4511987694580951,0.417426705,0,0.1,5
24,1,0,0.40607889251228557,0.417426705,0,0.1,5
25,0,1,0.40607889251228557,0.3756840345,0,0.1,5
26,1,0,0.365471003261057,0.3756840345,0,0.1,5
27,1,1,0.365471003261057,0.33811563105,1,0.1,5
28,1,1,0.365471003261057,0.40430406794499996,1,0.1,5
29,0,1,0.365471003261057,0.4638736611505,0,0.1,5
30,0,0,0.32892390293495133,0.4638736611505,0,0.1,5
1,0,1,0.5,0.5,0,0.2,5
2,1,0,0.4,0.5,0,0.2,5
3,1,0,0.4,0.4,0,0.2,5
4,1,1,0.4,0.32,1,0.2,5
5,0,0,0.4,0.45599999999999996,1,0.2,5
6,0,1,0.52,0.45599999999999996,0,0.2,5
7,1,0,0.41600000000000004,0.45599999999999996,0,0.2,5
8,0,1,0.41600000000000004,0.36479999999999996,0,0.2,5
9,1,1,0.33280000000000004,0.36479999999999996,1,0.2,5
10,0,1,0.33280000000000004,0.49183999999999994,0,0.2,5
11,1,1,0.26624000000000003,0.49183999999999994,1,0.2,5
12,0,1,0.26624000000000003,0.593472,0,0.2,5
13,0,1,0.21299200000000001,0.593472,0,0.2,5
14,1,1,0.1703936,0.593472,1,0.2,5
15,1,1,0.1703936,0.6747776,1,0.2,5
16,1,1,0.1703936,0.7398220799999999,1,0.2,5
17,1,1,0.1703936,0.7918576639999999,1,0.2,5
18,0,0,0.1703936,0.8334861311999999,1,0.2,5
19,1,1,0.33631488,0.8334861311999999,1,0.2,5
20,1,1,0.33631488,0.8667889049599999,1,0.2,5
21,1,1,0.33631488,0.893431123968,1,0.2,5
22,1,1,0.33631488,0.9147448991743999,1,0.2,5
23,1,1,0.33631488,0.93179591933952,1,0.2,5
24,1,1,0.33631488,0.945436735471616,1,0.2,5
25,1,1,0.33631488,0.9563493883772928,1,0.2,5
26,1,0,0.33631488,0.9650795107018342,0,0.2,5
27,1,1,0.33631488,0.7720636085614674,1,0.2,5
28,1,1,0.33631488,0.8176508868491739,1,0.2,5
29,1,0,0.33631488,0.854120709479339,0,0.2,5
30,1,1,0.33631488,0.6832965675834712,0,0.2,5
1,0,1,0.5,0.5,0,0.30000000000000004,5
2,1,0,0.35,0.5,0,0.30000000000000004,5
3,1,1,0.35,0.35,1,0.30000000000000004,5
4,1,0,0.35,0.545,0,0.30000000000000004,5
5,0,1,0.35,0.3815,0,0.30000000000000004,5
6,1,1,0.24499999999999997,0.3815,1,0.30000000000000004,5
7,1,0,0.24499999999999997,0.56705,0,0.30000000000000004,5
8,0,1,0.24499999999999997,0.39693500000000004,0,0.30000000000000004,5
9,0,0,0.17149999999999999,0.39693500000000004,1,0.30000000000000004,5
10,1,1,0.42005000000000003,0.39693500000000004,1,0.30000000000000004,5
11,1,1,0.42005000000000003,0.5778545,1,0.30000000000000004,5
12,1,0,0.42005000000000003,0.70449815,0,0.30000000000000004,5
13,0,0,0.42005000000000003,0.49314870499999997,1,0.30000000000000004,5
14,1,0,0.5940350000000001,0.49314870499999997,0,0.30000000000000004,5
15,0,0,0.5940350000000001,0.3452040934999999,1,0.30000000000000004,5
16,0,1,0.7158245000000001,0.3452040934999999,0,0.30000000000000004,5
17,0,0,0.50107715,0.3452040934999999,1,0.30000000000000004,5
18,0,1,0.650754005,0.3452040934999999,0,0.30000000000000004,5
19,1,1,0.4555278035,0.3452040934999999,1,0.30000000000000004,5
20,1,1,0.4555278035,0.54164286545,1,0.30000000000000004,5
21,1,0,0.4555278035,0.679150005815,0,0.30000000000000004,5
22,1,0,0.4555278035,0.4754050040704999,0,0.30000000000000004,5
23,1,1,0.4555278035,0.3327835028493499,1,0.30000000000000004,5
24,0,0,0.4555278035,0.5329484519945449,1,0.30000000000000004,5
25,1,1,0.61886946245,0.5329484519945449,1,0.30000000000000004,5
26,1,0,0.61886946245,0.6730639163961815,0,0.30000000000000004,5
27,0,1,0.61886946245,0.471144741477327,0,0.30000000000000004,5
28,0,1,0.4332086237149999,0.471144741477327,0,0.30000000000000004,5
29,0,0,0.3032460366004999,0.471144741477327,1,0.30000000000000004,5
30,1,1,0.51227222562035,0.471144741477327,1,0.30000000000000004,5
1,1,1,0.5,0.5,1,0.4,5
2,1,0,0.5,0.7,0,0.4,5
3,0,1,0.5,0.42,0,0.4,5
4,1,1,0.3,0.42,1,0.4,5
5,1,1,0.3,0.652,1,0.4,5
6,1,1,0.3,0.7912,1,0.4,5
7,0,0,0.3,0.87472,1,0.4,5
8,0,1,0.58,0.87472,0,0.4,5
9,1,0,0.348,0.87472,0,0.4,5
10,1,0,0.348,0.524832,0,0.4,5
11,1,1,0.348,0.31489919999999993,1,0.4,5
12,1,0,0.348,0.58893952,0,0.4,5
13,1,0,0.348,0.35336371200000005,0,0.4,5
14,0,1,0.348,0.21201822720000002,0,0.4,5
15,0,1,0.20879999999999999,0.21201822720000002,0,0.4,5
16,0,1,0.12528,0.21201822720000002,0,0.4,5
17,0,0,0.075168,0.21201822720000002,1,0.4,5
18,0,0,0.4451008,0.21201822720000002,1,0.4,5
19,0,1,0.66706048,0.21201822720000002,0,0.4,5
20,0,0,0.40023628799999994,0.21201822720000002,1,0.4,5
21,0,0,0.6401417728000001,0.21201822720000002,1,0.4,5
22,0,1,0.7840850636800001,0.21201822720000002,0,0.4,5
23,0,1,0.47045103820800005,0.21201822720000002,0,0.4,5
24,0,1,0.2822706229248,0.21201822720000002,0,0.4,5
25,0,0,0.16936237375488,0.21201822720000002,1,0.4,5
26,0,0,0.5016174242529281,0.21201822720000002,1,0.4,5
27,1,1,0.7009704545517569,0.21201822720000002,1,0.4,5
28,1,1,0.7009704545517569,0.52721093632,1,0.4,5
29,0,0,0.7009704545517569,0.716326561792,1,0.4,5
30,0,1,0.8205822727310541,0.716326561792,1,0.4,5
1,0,1,0.5,0.5,0,0.5,5
2,1,1,0.25,0.5,1,0.5,5
3,1,1,0.25,0.75,1,0.5,5
4,0,1,0.25,0.875,0,0.5,5
5,1,1,0.125,0.875,1,0.5,5
6,1,1,0.125,0.9375,1,0.5,5
7,1,1,0.125,0.96875,1,0.5,5
8,0,1,0.125,0.984375,0,0.5,5
9,1,0,0.0625,0.984375,0,0.5,5
10,1,1,0.0625,0.4921875,1,0.5,5
11,1,0,0.0625,0.74609375,0,0.5,5
12,1,1,0.0625,0.373046875,1,0.5,5
13,1,0,0.0625,0.6865234375,0,0.5,5
14,1,1,0.0625,0.34326171875,1,0.5,5
15,1,1,0.0625,0.671630859375,1,0.5,5
16,1,1,0.0625,0.8358154296875,1,0.5,5
17,1,1,0.0625,0.91790771484375,1,0.5,5
18,1,1,0.0625,0.958953857421875,1,0.5,5
19,1,1,0.0625,0.9794769287109375,1,0.5,5
20,1,1,0.0625,0.98973846435546875,1,0.5,5
21,1,1,0.0625,0.9948692321777344,1,0.5,5
22,1,1,0.0625,0.9974346160888672,1,0.5,5
23,1,1,0.0625,0.9987173080444336,1,0.5,5
24,1,1,0.0625,0.9993586540222168,1,0.5,5
25,1,1,0.0625,0.9996793270111084,1,0.5,5
26,1,0,0.0625,0.9998396635055542,0,0.5,5
27,1,1,0.0625,0.4999198317527771,1,0.5,5
28,1,1,0.0625,0.7499599158763885,1,0.5,5
29,1,1,0.0625,0.8749799579381943,1,0.5,5
30,1,0,0.0625,0.9374899789690971,1,0.5,5
1,1,1,0.5,0.5,1,0.6000000000000001,5
2,1,1,0.5,0.8,1,0.6000000000000001,5
3,1,1,0.5,0.92,1,0.6000000000000001,5
4,1,1,0.5,0.968,1,0.6000000000000001,5
5,1,0,0.5,0.9872,0,0.6000000000000001,5
6,0,1,0.5,0.3948799999999999,0,0.6000000000000001,5
7,1,0,0.19999999999999996,0.3948799999999999,0,0.6000000000000001,5
8,1,1,0.19999999999999996,0.15795199999999993,1,0.6000000000000001,5
9,1,1,0.19999999999999996,0.6631808000000001,1,0.6000000000000001,5
10,1,1,0.19999999999999996,0.8652723200000001,1,0.6000000000000001,5
11,1,0,0.19999999999999996,0.946108928,0,0.6000000000000001,5
12,0,0,0.19999999999999996,0.37844357119999994,1,0.6000000000000001,5
13,0,1,0.68,0.37844357119999994,0,0.6000000000000001,5
14,1,0,0.27199999999999996,0.37844357119999994,0,0.6000000000000001,5
15,1,1,0.27199999999999996,0.15137742847999994,1,0.6000000000000001,5
16,0,1,0.27199999999999996,0.660550971392,0,0.6000000000000001,5
17,1,1,0.10879999999999995,0.660550971392,1,0.6000000000000001,5
18,1,0,0.10879999999999995,0.8642203885568001,0,0.6000000000000001,5
19,1,0,0.10879999999999995,0.3456881554227199,0,0.6000000000000001,5
20,0,1,0.10879999999999995,0.13827526216908792,0,0.6000000000000001,5
21,0,1,0.043519999999999975,0.13827526216908792,0,0.6000000000000001,5
22,0,1,0.017407999999999986,0.13827526216908792,0,0.6000000000000001,5
23,1,1,0.006963199999999992,0.13827526216908792,1,0.6000000000000001,5
24,1,0,0.006963199999999992,0.6553101048676352,0,0.6000000000000001,5
25,1,0,0.006963199999999992,0.262124041947054,0,0.6000000000000001,5
26,1,1,0.006963199999999992,0.1048496167788216,1,0.6000000000000001,5
27,1,0,0.006963199999999992,0.6419398467115287,0,0.6000000000000001,5
28,1,1,0.006963199999999992,0.2567759386846114,1,0.6000000000000001,5
29,1,1,0.006963199999999992,0.7027103754738446,1,0.6000000000000001,5
30,1,1,0.006963199999999992,0.8810841501895379,1,0.6000000000000001,5
1,1,1,0.5,0.5,1,0.7000000000000001,5
2,0,1,0.5,0.8500000000000001,0,0.7000000000000001,5
3,1,0,0.14999999999999997,0.8500000000000001,0,0.7000000000000001,5
4,0,1,0.14999999999999997,0.255,0,0.7000000000000001,5
5,0,1,0.044999999999999984,0.255,0,0.7000000000000001,5
6,1,1,0.013499999999999991,0.255,1,0.7000000000000001,5
7,1,0,0.013499999999999991,0.7765000000000001,0,0.7000000000000001,5
8,1,1,0.013499999999999991,0.23295,1,0.7000000000000001,5
9,1,1,0.013499999999999991,0.769885,1,0.7000000000000001,5
10,1,1,0.013499999999999991,0.9309655,1,0.7000000000000001,5
11,1,1,0.013499999999999991,0.97928965,1,0.7000000000000001,5
12,1,1,0.013499999999999991,0.9937868950000001,1,0.7000000000000001,5
13,1,1,0.013499999999999991,0.9981360685,1,0.7000000000000001,5
14,1,1,0.013499999999999991,0.99944082055,1,0.7000000000000001,5
15,1,1,0.013499999999999991,0.999832246165,1,0.7000000000000001,5
16,1,1,0.013499999999999991,0.9999496738495,1,0.7000000000000001,5
17,1,1,0.013499999999999991,0.99998490215485,1,0.7000000000000001,5
18,1,1,0.013499999999999991,0.999995470646455,1,0.7000000000000001,5
19,1,1,0.013499999999999991,0.9999986411939366,1,0.7000000000000001,5
20,1,1,0.013499999999999991,0.9999995923581809,1,0.7000000000000001,5
21,1,1,0.013499999999999991,0.9999998777074542,1,0.7000000000000001,5
22,1,1,0.013499999999999991,0.9999999633122363,1,0.7000000000000001,5
23,1,1,0.013499999999999991,0.9999999889936709,1,0.7000000000000001,5
24,1,1,0.013499999999999991,0.9999999966981012,1,0.7000000000000001,5
25,1,1,0.013499999999999991,0.9999999990094304,1,0.7000000000000001,5
26,1,0,0.013499999999999991,0.9999999997028292,0,0.7000000000000001,5
27,0,1,0.013499999999999991,0.2999999999108487,0,0.7000000000000001,5
28,1,1,0.004049999999999996,0.2999999999108487,1,0.7000000000000001,5
29,1,1,0.004049999999999996,0.7899999999732547,1,0.7000000000000001,5
30,1,0,0.004049999999999996,0.9369999999919765,1,0.7000000000000001,5
1,1,0,0.5,0.5,0,0.8,5
2,0,0,0.5,0.09999999999999998,1,0.8,5
3,0,1,0.9,0.09999999999999998,0,0.8,5
4,0,1,0.17999999999999994,0.09999999999999998,0,0.8,5
5,1,1,0.035999999999999976,0.09999999999999998,1,0.8,5
6,1,1,0.035999999999999976,0.8200000000000001,1,0.8,5
7,1,1,0.035999999999999976,0.964,1,0.8,5
8,1,0,0.035999999999999976,0.9928,0,0.8,5
9,1,1,0.035999999999999976,0.19855999999999996,1,0.8,5
10,1,0,0.035999999999999976,0.839712,0,0.8,5
11,0,1,0.035999999999999976,0.16794239999999994,0,0.8,5
12,1,1,0.007199999999999995,0.16794239999999994,1,0.8,5
13,1,1,0.007199999999999995,0.8335884800000001,1,0.8,5
14,1,1,0.007199999999999995,0.966717696,1,0.8,5
15,1,1,0.007199999999999995,0.9933435392,1,0.8,5
16,1,0,0.007199999999999995,0.99866870784,0,0.8,5
17,1,1,0.007199999999999995,0.19973374156799995,1,0.8,5
18,1,1,0.007199999999999995,0.8399467483136001,1,0.8,5
19,1,1,0.007199999999999995,0.96798934966272,1,0.8,5
20,1,1,0.007199999999999995,0.993597869932544,1,0.8,5
21,1,1,0.007199999999999995,0.9987195739865088,1,0.8,5
22,1,1,0.007199999999999995,0.9997439147973017,1,0.8,5
23,1,0,0.007199999999999995,0.9999487829594603,0,0.8,5
24,1,1,0.007199999999999995,0.199989756591892,1,0.8,5
25,1,0,0.007199999999999995,0.8399979513183784,0,0.8,5
26,1,0,0.007199999999999995,0.1679995902636756,0,0.8,5
27,0,1,0.007199999999999995,0.03359991805273513,0,0.8,5
28,1,0,0.0014399999999999986,0.03359991805273513,0,0.8,5
29,0,1,0.0014399999999999986,0.006719983610547025,0,0.8,5
30,1,1,2.8799999999999963e-4,0.006719983610547025,0,0.8,5
1,0,1,0.5,0.5,0,0.9,5
2,1,0,0.04999999999999999,0.5,0,0.9,5
3,1,0,0.04999999999999999,0.04999999999999999,0,0.9,5
4,1,1,0.04999999999999999,0.0049999999999999975,1,0.9,5
5,1,1,0.04999999999999999,0.9005,1,0.9,5
6,1,1,0.04999999999999999,0.99005,1,0.9,5
7,1,1,0.04999999999999999,0.999005,1,0.9,5
8,1,0,0.04999999999999999,0.9999005,0,0.9,5
9,0,1,0.04999999999999999,0.09999004999999994,0,0.9,5
10,1,1,0.0049999999999999975,0.09999004999999994,1,0.9,5
11,1,0,0.0049999999999999975,0.909999005,0,0.9,5
12,1,1,0.0049999999999999975,0.09099990049999995,1,0.9,5
13,1,0,0.0049999999999999975,0.90909999005,0,0.9,5
14,0,1,0.0049999999999999975,0.09090999900499996,0,0.9,5
15,0,1,4.999999999999996e-4,0.09090999900499996,0,0.9,5
16,1,1,4.999999999999997e-5,0.09090999900499996,1,0.9,5
17,1,1,4.999999999999997e-5,0.9090909999005,1,0.9,5
18,1,0,4.999999999999997e-5,0.9909090999900501,0,0.9,5
19,1,1,4.999999999999997e-5,0.09909090999900494,1,0.9,5
20,1,1,4.999999999999997e-5,0.9099090909999005,1,0.9,5
21,1,1,4.999999999999997e-5,0.99099090909999,1,0.9,5
22,1,1,4.999999999999997e-5,0.999099090909999,1,0.9,5
23,1,1,4.999999999999997e-5,0.9999099090909999,1,0.9,5
24,1,1,4.999999999999997e-5,0.9999909909091,1,0.9,5
25,1,0,4.999999999999997e-5,0.99999909909091,0,0.9,5
26,0,1,4.999999999999997e-5,0.09999990990909102,0,0.9,5
27,1,1,4.999999999999993e-6,0.09999990990909102,1,0.9,5
28,1,1,4.999999999999993e-6,0.9099999909909091,1,0.9,5
29,1,1,4.999999999999993e-6,0.9909999990990909,1,0.9,5
30,1,1,4.999999999999993e-6,0.999099999909909,1,0.9,5
1,1,0,0.5,0.5,0,1,5
2,0,1,0.5,0,0,1,5
3,0,0,0,0,1,1,5
4,0,1,1,0,0,1,5
5,1,1,0,0,1,1,5
6,1,1,0,1,1,1,5
7,1,1,0,1,1,1,5
8,1,1,0,1,1,1,5
9,1,1,0,1,1,1,5
10,1,1,0,1,1,1,5
11,1,1,0,1,1,1,5
12,1,1,0,1,1,1,5
13,1,1,0,1,1,1,5
14,1,1,0,1,1,1,5
15,1,0,0,1,0,1,5
16,0,1,0,0,0,1,5
17,1,0,0,0,0,1,5
18,1,0,0,0,0,1,5
19,1,1,0,0,1,1,5
20,1,1,0,1,1,1,5
21,1,1,0,1,1,1,5
22,1,0,0,1,0,1,5
23,0,1,0,0,0,1,5
24,0,1,0,0,0,1,5
25,1,1,0,0,1,1,5
26,1,0,0,1,0,1,5
27,1,0,0,0,0,1,5
28,1,1,0,0,1,1,5
29,1,1,0,1,1,1,5
30,1,0,0,1,1,1,5
1,1,0,0.5,0.5,0,0,10
2,1,1,0.5,0.5,1,0,10
3,1,1,0.5,0.5,1,0,10
4,0,0,0.5,0.5,1,0,10
5,1,1,0.5,0.5,1,0,10
6,0,0,0.5,0.5,1,0,10
7,1,1,0.5,0.5,1,0,10
8,1,1,0.5,0.5,1,0,10
9,0,1,0.5,0.5,0,0,10
10,1,0,0.5,0.5,0,0,10
11,0,1,0.5,0.5,0,0,10
12,0,0,0.5,0.5,1,0,10
13,1,1,0.5,0.5,1,0,10
14,1,1,0.5,0.5,1,0,10
15,1,0,0.5,0.5,0,0,10
16,1,1,0.5,0.5,1,0,10
17,0,1,0.5,0.5,0,0,10
18,0,0,0.5,0.5,1,0,10
19,0,1,0.5,0.5,0,0,10
20,0,1,0.5,0.5,0,0,10
21,1,0,0.5,0.5,0,0,10
22,0,0,0.5,0.5,1,0,10
23,0,1,0.5,0.5,0,0,10
24,0,1,0.5,0.5,0,0,10
25,1,1,0.5,0.5,1,0,10
26,0,1,0.5,0.5,0,0,10
27,1,0,0.5,0.5,0,0,10
28,0,0,0.5,0.5,1,0,10
29,0,1,0.5,0.5,0,0,10
30,0,1,0.5,0.5,0,0,10
1,0,1,0.5,0.5,0,0.1,10
2,1,1,0.45,0.5,1,0.1,10
3,1,0,0.45,0.55,0,0.1,10
4,1,1,0.45,0.49500000000000005,1,0.1,10
5,1,1,0.45,0.5455000000000001,1,0.1,10
6,1,0,0.45,0.5909500000000001,0,0.1,10
7,1,0,0.45,0.5318550000000001,0,0.1,10
8,1,0,0.45,0.4786695000000001,0,0.1,10
9,0,1,0.45,0.43080255000000006,0,0.1,10
10,0,1,0.405,0.43080255000000006,0,0.1,10
11,1,0,0.36450000000000005,0.43080255000000006,0,0.1,10
12,1,0,0.36450000000000005,0.38772229500000005,0,0.1,10
13,1,0,0.36450000000000005,0.3489500655000001,0,0.1,10
14,0,1,0.36450000000000005,0.3140550589500001,0,0.1,10
15,0,1,0.32805000000000006,0.3140550589500001,0,0.1,10
16,1,1,0.29524500000000004,0.3140550589500001,1,0.1,10
17,1,1,0.29524500000000004,0.3826495530550001,1,0.1,10
18,0,1,0.29524500000000004,0.4443845977495001,0,0.1,10
19,1,0,0.2657205,0.4443845977495001,0,0.1,10
20,0,1,0.2657205,0.3999461379745501,0,0.1,10
21,1,0,0.23914845,0.3999461379745501,0,0.1,10
22,1,0,0.23914845,0.3599515241770951,0,0.1,10
23,1,1,0.23914845,0.3239563717593856,1,0.1,10
24,1,0,0.23914845,0.39156073458344703,0,0.1,10
25,1,1,0.23914845,0.3524046611251023,1,0.1,10
26,1,1,0.23914845,0.4171641950125921,1,0.1,10
27,1,1,0.23914845,0.4754477755113329,1,0.1,10
28,1,1,0.23914845,0.5279029979601996,1,0.1,10
29,1,0,0.23914845,0.5751126981641796,0,0.1,10
30,1,1,0.23914845,0.5176014283477617,0,0.1,10
1,0,1,0.5,0.5,0,0.2,10
2,1,1,0.4,0.5,1,0.2,10
3,1,1,0.4,0.6,1,0.2,10
4,1,0,0.4,0.6799999999999999,0,0.2,10
5,1,1,0.4,0.5439999999999999,1,0.2,10
6,1,1,0.4,0.6352,1,0.2,10
7,1,0,0.4,0.70816,0,0.2,10
8,1,1,0.4,0.566528,1,0.2,10
9,1,0,0.4,0.6532224,0,0.2,10
10,1,0,0.4,0.52257792,0,0.2,10
11,1,1,0.4,0.41806233600000003,1,0.2,10
12,1,0,0.4,0.5344498688,0,0.2,10
13,0,1,0.4,0.42755989504,0,0.2,10
14,0,1,0.32,0.42755989504,0,0.2,10
15,1,1,0.256,0.42755989504,1,0.2,10
16,1,1,0.256,0.542047916032,1,0.2,10
17,0,0,0.256,0.6336383328256,1,0.2,10
18,1,1,0.40480000000000005,0.6336383328256,1,0.2,10
19,1,1,0.40480000000000005,0.70691066626048,1,0.2,10
20,1,1,0.40480000000000005,0.7655285330083841,1,0.2,10
21,1,0,0.40480000000000005,0.8124228264067073,0,0.2,10
22,1,0,0.40480000000000005,0.6499382611253658,0,0.2,10
23,1,0,0.40480000000000005,0.5199506089002927,0,0.2,10
24,1,0,0.40480000000000005,0.41596048712023415,0,0.2,10
25,1,1,0.40480000000000005,0.33276838969618733,1,0.2,10
26,1,0,0.40480000000000005,0.46621471175694984,0,0.2,10
27,1,1,0.40480000000000005,0.37297176940555987,1,0.2,10
28,1,1,0.40480000000000005,0.4983774155244479,1,0.2,10
29,1,1,0.40480000000000005,0.5987019324195584,1,0.2,10
30,1,1,0.40480000000000005,0.6789615459356467,1,0.2,10
1,1,1,0.5,0.5,1,0.30000000000000004,10
2,1,1,0.5,0.65,1,0.30000000000000004,10
3,1,1,0.5,0.755,1,0.30000000000000004,10
4,1,1,0.5,0.8285,1,0.30000000000000004,10
5,1,0,0.5,0.87995,0,0.30000000000000004,10
6,1,1,0.5,0.615965,1,0.30000000000000004,10
7,1,1,0.5,0.7311755,1,0.30000000000000004,10
8,1,0,0.5,0.81182285,0,0.30000000000000004,10
9,0,1,0.5,0.5682759949999999,0,0.30000000000000004,10
10,1,1,0.35,0.5682759949999999,1,0.30000000000000004,10
11,1,0,0.35,0.6977931964999999,0,0.30000000000000004,10
12,0,1,0.35,0.4884552375499999,0,0.30000000000000004,10
13,1,1,0.24499999999999997,0.4884552375499999,1,0.30000000000000004,10
14,1,1,0.24499999999999997,0.6419186662849999,1,0.30000000000000004,10
15,1,1,0.24499999999999997,0.7493430663995,1,0.30000000000000004,10
16,1,1,0.24499999999999997,0.82454014647965,1,0.30000000000000004,10
17,1,0,0.24499999999999997,0.877178102535755,0,0.30000000000000004,10
18,1,0,0.24499999999999997,0.6140246717750284,0,0.30000000000000004,10
19,1,1,0.24499999999999997,0.4298172702425198,1,0.30000000000000004,10
20,1,1,0.24499999999999997,0.6008720891697639,1,0.30000000000000004,10
21,1,0,0.24499999999999997,0.7206104624188348,0,0.30000000000000004,10
22,1,1,0.24499999999999997,0.5044273236931843,1,0.30000000000000004,10
23,1,0,0.24499999999999997,0.6530991265852291,0,0.30000000000000004,10
24,1,1,0.24499999999999997,0.4571693886096603,1,0.30000000000000004,10
25,1,1,0.24499999999999997,0.6200185720267622,1,0.30000000000000004,10
26,1,0,0.24499999999999997,0.7340130004187336,0,0.30000000000000004,10
27,1,1,0.24499999999999997,0.5138091002931136,1,0.30000000000000004,10
28,1,1,0.24499999999999997,0.6596663702051795,1,0.30000000000000004,10
29,1,0,0.24499999999999997,0.7617664591436256,0,0.30000000000000004,10
30,1,1,0.24499999999999997,0.5332365214005379,0,0.30000000000000004,10
1,0,0,0.5,0.5,1,0.4,10
2,0,1,0.7,0.5,0,0.4,10
3,1,0,0.42,0.5,0,0.4,10
4,0,1,0.42,0.3,0,0.4,10
5,0,1,0.252,0.3,0,0.4,10
6,1,1,0.1512,0.3,1,0.4,10
7,1,1,0.1512,0.58,1,0.4,10
8,1,1,0.1512,0.748,1,0.4,10
9,1,0,0.1512,0.8488,0,0.4,10
10,1,1,0.1512,0.50928,1,0.4,10
11,1,0,0.1512,0.705568,0,0.4,10
12,1,0,0.1512,0.42334079999999996,0,0.4,10
13,0,1,0.1512,0.25400448,0,0.4,10
